ACSSF,2012m1,dc,000,0055,0000001,3138,3951,2681,2442,2143,1378,901,774,4139,4742,2610,917,695,441,341,144,3138,1252,3362,3138,3951,2681,2442,2143,1711,4139,4742,2610,917,695,588
ACSSF,2012m1,dc,000,0055,0000002,3138,3951,2681,2442,2143,1378,901,774,4139,4742,2610,917,695,441,341,144,,,,3138,3951,2681,2442,2143,1711,4139,4742,2610,917,695,588
ACSSF,2012m1,dc,000,0055,0000003,3138,3951,2681,2442,2143,1378,901,774,4139,4742,2610,917,695,441,341,144,,,,3138,3951,2681,2442,2143,1711,4139,4742,2610,917,695,588
ACSSF,2012m1,dc,000,0055,0000004,3138,3951,2681,2442,2143,1378,901,774,4139,4742,2610,917,695,441,341,144,,,,3138,3951,2681,2442,2143,1711,4139,4742,2610,917,695,588
ACSSF,2012m1,dc,000,0055,0000005,3138,3951,2681,2442,2143,1378,901,774,4139,4742,2610,917,695,441,341,144,,,,3138,3951,2681,2442,2143,1711,4139,4742,2610,917,695,588
ACSSF,2012m1,dc,000,0055,0000006,3138,3951,2681,2442,2143,1378,901,774,4139,4742,2610,917,695,441,341,144,,,,3138,3951,2681,2442,2143,1711,4139,4742,2610,917,695,588
ACSSF,2012m1,dc,000,0055,0000007,3138,3951,2681,2442,2143,1378,901,774,4139,4742,2610,917,695,441,341,144,,,,3138,3951,2681,2442,2143,1711,4139,4742,2610,917,695,588
ACSSF,2012m1,dc,000,0055,0000008,3138,3951,2681,2442,2143,1378,901,774,4139,4742,2610,917,695,441,341,144,,,,3138,3951,2681,2442,2143,1711,4139,4742,2610,917,695,588
ACSSF,2012m1,dc,000,0055,0000009,3138,3951,2681,2442,2143,1378,901,774,4139,4742,2610,917,695,441,341,144,,,,3138,3951,2681,2442,2143,1711,4139,4742,2610,917,695,588
ACSSF,2012m1,dc,000,0055,0000010,1876,1670,1415,875,812,717,317,129,1886,1859,1265,332,271,126,317,144,,,,1876,1670,1415,875,812,699,1886,1859,1265,332,271,402
ACSSF,2012m1,dc,000,0055,0000011,2067,1838,1157,1171,969,642,566,446,1763,1654,876,354,487,170,52,197,,,,2067,1838,1157,1171,969,943,1763,1654,876,354,487,179
ACSSF,2012m1,dc,000,0055,0000012,2156,1724,1172,972,879,632,340,557,1809,1913,752,418,332,213,117,197,,,,2156,1724,1172,972,879,866,1809,1913,752,418,332,245
ACSSF,2012m1,dc,000,0055,0000013,2276,2146,1499,1248,1076,529,448,468,2239,2123,709,220,91,97,197,197,,,,2276,2146,1499,1248,1076,915,2239,2123,709,220,91,97
ACSSF,2012m1,dc,000,0055,0000014,3042,2127,1414,1100,594,677,256,144,2790,2851,1412,610,259,280,197,197,,,,3042,2127,1414,1100,594,830,2790,2851,1412,610,259,280
ACSSF,2012m1,dc,000,0055,0000015,3138,3951,2681,2442,2143,1378,901,774,4139,4742,2610,917,695,441,341,144,,,,3138,3951,2681,2442,2143,1711,4139,4742,2610,917,695,588
