ACSSF,2012m1,dc,000,0096,0000001,5883,3729,1717,1329,1059,826,1262,793,1257,770,1013,833,1462,1682,1456,1719,1500,1358,1643,1241,1937,2607,3782,2037,1425,1226,1230,1330,838,1061,915,1257,878,1683,1283,1705,1624,1280,1788,2100,1325,2147,1978,2362,2318,875,725684420,551272232,554707372,238501567,472795595,480883862,154201785,1983,2268,3537,4580,2780,3573,4455,5552,4342,4215,3709,8250,1066,2064,2397,2879,2032,3954,871,610,3866,197,3866,173,184,282,529,808,420,992,573,869,672,957,1420,1146,1672,1207,1287,1577,1161,1933,2612,3978,3838,3614,1685,1307,992,644,909,641,885,464,722,583,890,968,680,441,748,437,491,336,530,854,747,3873,197,3873,201,407,179,456,528,330,601,806,998,556,1351,1086,1381,1463,1240,1501,2060,1286,2128,1724,4022,3838,3984,2004,1329,1181,1101,1367,763,919,532,769,696,826,943,723,568,369,823,532,437,511,762
ACSSF,2012m1,dc,000,0096,0000002,5883,3729,1717,1329,1059,826,1262,793,1257,770,1013,833,1462,1682,1456,1719,1500,1358,1643,1241,1937,2607,3782,2037,1425,1226,1230,1330,838,1061,915,1257,878,1683,1283,1705,1624,1280,1788,2100,1325,2147,1978,2362,2318,875,725684420,551272232,554707372,238501567,472795595,480883862,154201785,1983,2268,3537,4580,2780,3573,4455,5552,4342,4215,3709,8250,1066,2064,2397,2879,2032,3954,871,610,3866,197,3866,173,184,282,529,808,420,992,573,869,672,957,1420,1146,1672,1207,1287,1577,1161,1933,2612,3978,3838,3614,1685,1307,992,644,909,641,885,464,722,583,890,968,680,441,748,437,491,336,530,854,747,3873,197,3873,201,407,179,456,528,330,601,806,998,556,1351,1086,1381,1463,1240,1501,2060,1286,2128,1724,4022,3838,3984,2004,1329,1181,1101,1367,763,919,532,769,696,826,943,723,568,369,823,532,437,511,762
ACSSF,2012m1,dc,000,0096,0000003,5883,3729,1717,1329,1059,826,1262,793,1257,770,1013,833,1462,1682,1456,1719,1500,1358,1643,1241,1937,2607,3782,2037,1425,1226,1230,1330,838,1061,915,1257,878,1683,1283,1705,1624,1280,1788,2100,1325,2147,1978,2362,2318,875,725684420,551272232,554707372,238501567,472795595,480883862,154201785,1983,2268,3537,4580,2780,3573,4455,5552,4342,4215,3709,8250,1066,2064,2397,2879,2032,3954,871,610,3866,197,3866,173,184,282,529,808,420,992,573,869,672,957,1420,1146,1672,1207,1287,1577,1161,1933,2612,3978,3838,3614,1685,1307,992,644,909,641,885,464,722,583,890,968,680,441,748,437,491,336,530,854,747,3873,197,3873,201,407,179,456,528,330,601,806,998,556,1351,1086,1381,1463,1240,1501,2060,1286,2128,1724,4022,3838,3984,2004,1329,1181,1101,1367,763,919,532,769,696,826,943,723,568,369,823,532,437,511,762
ACSSF,2012m1,dc,000,0096,0000004,5883,3729,1717,1329,1059,826,1262,793,1257,770,1013,833,1462,1682,1456,1719,1500,1358,1643,1241,1937,2607,3782,2037,1425,1226,1230,1330,838,1061,915,1257,878,1683,1283,1705,1624,1280,1788,2100,1325,2147,1978,2362,2318,875,725684420,551272232,554707372,238501567,472795595,480883862,154201785,1983,2268,3537,4580,2780,3573,4455,5552,4342,4215,3709,8250,1066,2064,2397,2879,2032,3954,871,610,3866,197,3866,173,184,282,529,808,420,992,573,869,672,957,1420,1146,1672,1207,1287,1577,1161,1933,2612,3978,3838,3614,1685,1307,992,644,909,641,885,464,722,583,890,968,680,441,748,437,491,336,530,854,747,3873,197,3873,201,407,179,456,528,330,601,806,998,556,1351,1086,1381,1463,1240,1501,2060,1286,2128,1724,4022,3838,3984,2004,1329,1181,1101,1367,763,919,532,769,696,826,943,723,568,369,823,532,437,511,762
ACSSF,2012m1,dc,000,0096,0000005,5883,3729,1717,1329,1059,826,1262,793,1257,770,1013,833,1462,1682,1456,1719,1500,1358,1643,1241,1937,2607,3782,2037,1425,1226,1230,1330,838,1061,915,1257,878,1683,1283,1705,1624,1280,1788,2100,1325,2147,1978,2362,2318,875,725684420,551272232,554707372,238501567,472795595,480883862,154201785,1983,2268,3537,4580,2780,3573,4455,5552,4342,4215,3709,8250,1066,2064,2397,2879,2032,3954,871,610,3866,197,3866,173,184,282,529,808,420,992,573,869,672,957,1420,1146,1672,1207,1287,1577,1161,1933,2612,3978,3838,3614,1685,1307,992,644,909,641,885,464,722,583,890,968,680,441,748,437,491,336,530,854,747,3873,197,3873,201,407,179,456,528,330,601,806,998,556,1351,1086,1381,1463,1240,1501,2060,1286,2128,1724,4022,3838,3984,2004,1329,1181,1101,1367,763,919,532,769,696,826,943,723,568,369,823,532,437,511,762
ACSSF,2012m1,dc,000,0096,0000006,5883,3729,1717,1329,1059,826,1262,793,1257,770,1013,833,1462,1682,1456,1719,1500,1358,1643,1241,1937,2607,3782,2037,1425,1226,1230,1330,838,1061,915,1257,878,1683,1283,1705,1624,1280,1788,2100,1325,2147,1978,2362,2318,875,725684420,551272232,554707372,238501567,472795595,480883862,154201785,1983,2268,3537,4580,2780,3573,4455,5552,4342,4215,3709,8250,1066,2064,2397,2879,2032,3954,871,610,3866,197,3866,173,184,282,529,808,420,992,573,869,672,957,1420,1146,1672,1207,1287,1577,1161,1933,2612,3978,3838,3614,1685,1307,992,644,909,641,885,464,722,583,890,968,680,441,748,437,491,336,530,854,747,3873,197,3873,201,407,179,456,528,330,601,806,998,556,1351,1086,1381,1463,1240,1501,2060,1286,2128,1724,4022,3838,3984,2004,1329,1181,1101,1367,763,919,532,769,696,826,943,723,568,369,823,532,437,511,762
ACSSF,2012m1,dc,000,0096,0000007,5883,3729,1717,1329,1059,826,1262,793,1257,770,1013,833,1462,1682,1456,1719,1500,1358,1643,1241,1937,2607,3782,2037,1425,1226,1230,1330,838,1061,915,1257,878,1683,1283,1705,1624,1280,1788,2100,1325,2147,1978,2362,2318,875,725684420,551272232,554707372,238501567,472795595,480883862,154201785,1983,2268,3537,4580,2780,3573,4455,5552,4342,4215,3709,8250,1066,2064,2397,2879,2032,3954,871,610,3866,197,3866,173,184,282,529,808,420,992,573,869,672,957,1420,1146,1672,1207,1287,1577,1161,1933,2612,3978,3838,3614,1685,1307,992,644,909,641,885,464,722,583,890,968,680,441,748,437,491,336,530,854,747,3873,197,3873,201,407,179,456,528,330,601,806,998,556,1351,1086,1381,1463,1240,1501,2060,1286,2128,1724,4022,3838,3984,2004,1329,1181,1101,1367,763,919,532,769,696,826,943,723,568,369,823,532,437,511,762
ACSSF,2012m1,dc,000,0096,0000008,5883,3729,1717,1329,1059,826,1262,793,1257,770,1013,833,1462,1682,1456,1719,1500,1358,1643,1241,1937,2607,3782,2037,1425,1226,1230,1330,838,1061,915,1257,878,1683,1283,1705,1624,1280,1788,2100,1325,2147,1978,2362,2318,875,725684420,551272232,554707372,238501567,472795595,480883862,154201785,1983,2268,3537,4580,2780,3573,4455,5552,4342,4215,3709,8250,1066,2064,2397,2879,2032,3954,871,610,3866,197,3866,173,184,282,529,808,420,992,573,869,672,957,1420,1146,1672,1207,1287,1577,1161,1933,2612,3978,3838,3614,1685,1307,992,644,909,641,885,464,722,583,890,968,680,441,748,437,491,336,530,854,747,3873,197,3873,201,407,179,456,528,330,601,806,998,556,1351,1086,1381,1463,1240,1501,2060,1286,2128,1724,4022,3838,3984,2004,1329,1181,1101,1367,763,919,532,769,696,826,943,723,568,369,823,532,437,511,762
ACSSF,2012m1,dc,000,0096,0000009,5883,3729,1717,1329,1059,826,1262,793,1257,770,1013,833,1462,1682,1456,1719,1500,1358,1643,1241,1937,2607,3782,2037,1425,1226,1230,1330,838,1061,915,1257,878,1683,1283,1705,1624,1280,1788,2100,1325,2147,1978,2362,2318,875,725684420,551272232,554707372,238501567,472795595,480883862,154201785,1983,2268,3537,4580,2780,3573,4455,5552,4342,4215,3709,8250,1066,2064,2397,2879,2032,3954,871,610,3866,197,3866,173,184,282,529,808,420,992,573,869,672,957,1420,1146,1672,1207,1287,1577,1161,1933,2612,3978,3838,3614,1685,1307,992,644,909,641,885,464,722,583,890,968,680,441,748,437,491,336,530,854,747,3873,197,3873,201,407,179,456,528,330,601,806,998,556,1351,1086,1381,1463,1240,1501,2060,1286,2128,1724,4022,3838,3984,2004,1329,1181,1101,1367,763,919,532,769,696,826,943,723,568,369,823,532,437,511,762
ACSSF,2012m1,dc,000,0096,0000010,4660,2953,1347,472,323,263,350,214,197,89,377,189,578,708,575,803,408,733,912,450,649,1585,2887,1653,719,543,467,660,264,217,372,362,274,543,648,455,482,444,850,1266,633,804,1369,4915,15954,5313,713225241,488841304,486021011,146441862,428387447,448527294,84540785,7020,39348,14288,18161,7874,2869,10697,29983,41811,13063,18973,15541,7691,144523,33258,43784,8213,13767,5349,3595,2260,197,2260,197,197,191,197,169,89,197,197,242,197,553,436,486,803,346,722,877,432,652,1579,3011,1594,2233,1347,472,261,263,337,189,197,89,284,189,160,536,326,197,278,149,315,115,81,540,3029,2610,197,2610,176,197,197,145,233,197,41,127,296,81,476,562,350,444,359,805,1206,567,791,1325,2810,1648,2554,1657,719,543,476,605,264,219,349,301,230,272,307,219,217,214,279,299,269,309,580
