ACSSF,2012m1,dc,000,0109,0000001,3314,1899,1181,611,339,492,463,122,987,1223,1310,301,1285,1223,308,1123,1595,2018,601,2076,2122,757,1202,408,786,128,763,783,299,738,655,550,548,197,413,701,627,627,197,536,1858,1452,1504,197,1504,1430,531,882,1429,1417,259,1404,1442,266,945,1358,1804,201,1829,1958,822,1130,366,658,197,658,688,222,653,676,619,646,167,641,627,584,584,197,732,871,610,1473,925,345,887,744,661,1607,1363,2067,354,2020,1917,871,1884,692,2018,531,2103,2342,1813,1866,434,1282,248,1315,1354,698,1280,98,1199,128,1187,1102,563,1195,276,931,965,248,936,234,343,343,197,416,747,1690,1623,197,1623,1546,647,1606,1555,1529,259,1558,1572,935,1357,139,2173,280,2212,2565,1842,2174,128,1174,197,1174,1341,835,1193,151,1173,197,1173,1349,634,1185,290,939,791,468,949,269,633,629,110,698
ACSSF,2012m1,dc,000,0109,0000002,3314,1899,1181,611,339,492,463,122,987,1223,1310,301,1285,1223,308,1123,1595,2018,601,2076,2122,757,1202,408,786,128,763,783,299,738,655,550,548,197,413,701,627,627,197,536,1858,1452,1504,197,1504,1430,531,882,1429,1417,259,1404,1442,266,945,1358,1804,201,1829,1958,822,1130,366,658,197,658,688,222,653,676,619,646,167,641,627,584,584,197,732,871,610,1473,925,345,887,744,661,1607,1363,2067,354,2020,1917,871,1884,692,2018,531,2103,2342,1813,1866,434,1282,248,1315,1354,698,1280,98,1199,128,1187,1102,563,1195,276,931,965,248,936,234,343,343,197,416,747,1690,1623,197,1623,1546,647,1606,1555,1529,259,1558,1572,935,1357,139,2173,280,2212,2565,1842,2174,128,1174,197,1174,1341,835,1193,151,1173,197,1173,1349,634,1185,290,939,791,468,949,269,633,629,110,698
ACSSF,2012m1,dc,000,0109,0000003,3314,1899,1181,611,339,492,463,122,987,1223,1310,301,1285,1223,308,1123,1595,2018,601,2076,2122,757,1202,408,786,128,763,783,299,738,655,550,548,197,413,701,627,627,197,536,1858,1452,1504,197,1504,1430,531,882,1429,1417,259,1404,1442,266,945,1358,1804,201,1829,1958,822,1130,366,658,197,658,688,222,653,676,619,646,167,641,627,584,584,197,732,871,610,1473,925,345,887,744,661,1607,1363,2067,354,2020,1917,871,1884,692,2018,531,2103,2342,1813,1866,434,1282,248,1315,1354,698,1280,98,1199,128,1187,1102,563,1195,276,931,965,248,936,234,343,343,197,416,747,1690,1623,197,1623,1546,647,1606,1555,1529,259,1558,1572,935,1357,139,2173,280,2212,2565,1842,2174,128,1174,197,1174,1341,835,1193,151,1173,197,1173,1349,634,1185,290,939,791,468,949,269,633,629,110,698
ACSSF,2012m1,dc,000,0109,0000004,3314,1899,1181,611,339,492,463,122,987,1223,1310,301,1285,1223,308,1123,1595,2018,601,2076,2122,757,1202,408,786,128,763,783,299,738,655,550,548,197,413,701,627,627,197,536,1858,1452,1504,197,1504,1430,531,882,1429,1417,259,1404,1442,266,945,1358,1804,201,1829,1958,822,1130,366,658,197,658,688,222,653,676,619,646,167,641,627,584,584,197,732,871,610,1473,925,345,887,744,661,1607,1363,2067,354,2020,1917,871,1884,692,2018,531,2103,2342,1813,1866,434,1282,248,1315,1354,698,1280,98,1199,128,1187,1102,563,1195,276,931,965,248,936,234,343,343,197,416,747,1690,1623,197,1623,1546,647,1606,1555,1529,259,1558,1572,935,1357,139,2173,280,2212,2565,1842,2174,128,1174,197,1174,1341,835,1193,151,1173,197,1173,1349,634,1185,290,939,791,468,949,269,633,629,110,698
ACSSF,2012m1,dc,000,0109,0000005,3314,1899,1181,611,339,492,463,122,987,1223,1310,301,1285,1223,308,1123,1595,2018,601,2076,2122,757,1202,408,786,128,763,783,299,738,655,550,548,197,413,701,627,627,197,536,1858,1452,1504,197,1504,1430,531,882,1429,1417,259,1404,1442,266,945,1358,1804,201,1829,1958,822,1130,366,658,197,658,688,222,653,676,619,646,167,641,627,584,584,197,732,871,610,1473,925,345,887,744,661,1607,1363,2067,354,2020,1917,871,1884,692,2018,531,2103,2342,1813,1866,434,1282,248,1315,1354,698,1280,98,1199,128,1187,1102,563,1195,276,931,965,248,936,234,343,343,197,416,747,1690,1623,197,1623,1546,647,1606,1555,1529,259,1558,1572,935,1357,139,2173,280,2212,2565,1842,2174,128,1174,197,1174,1341,835,1193,151,1173,197,1173,1349,634,1185,290,939,791,468,949,269,633,629,110,698
ACSSF,2012m1,dc,000,0109,0000006,3314,1899,1181,611,339,492,463,122,987,1223,1310,301,1285,1223,308,1123,1595,2018,601,2076,2122,757,1202,408,786,128,763,783,299,738,655,550,548,197,413,701,627,627,197,536,1858,1452,1504,197,1504,1430,531,882,1429,1417,259,1404,1442,266,945,1358,1804,201,1829,1958,822,1130,366,658,197,658,688,222,653,676,619,646,167,641,627,584,584,197,732,871,610,1473,925,345,887,744,661,1607,1363,2067,354,2020,1917,871,1884,692,2018,531,2103,2342,1813,1866,434,1282,248,1315,1354,698,1280,98,1199,128,1187,1102,563,1195,276,931,965,248,936,234,343,343,197,416,747,1690,1623,197,1623,1546,647,1606,1555,1529,259,1558,1572,935,1357,139,2173,280,2212,2565,1842,2174,128,1174,197,1174,1341,835,1193,151,1173,197,1173,1349,634,1185,290,939,791,468,949,269,633,629,110,698
ACSSF,2012m1,dc,000,0109,0000007,3314,1899,1181,611,339,492,463,122,987,1223,1310,301,1285,1223,308,1123,1595,2018,601,2076,2122,757,1202,408,786,128,763,783,299,738,655,550,548,197,413,701,627,627,197,536,1858,1452,1504,197,1504,1430,531,882,1429,1417,259,1404,1442,266,945,1358,1804,201,1829,1958,822,1130,366,658,197,658,688,222,653,676,619,646,167,641,627,584,584,197,732,871,610,1473,925,345,887,744,661,1607,1363,2067,354,2020,1917,871,1884,692,2018,531,2103,2342,1813,1866,434,1282,248,1315,1354,698,1280,98,1199,128,1187,1102,563,1195,276,931,965,248,936,234,343,343,197,416,747,1690,1623,197,1623,1546,647,1606,1555,1529,259,1558,1572,935,1357,139,2173,280,2212,2565,1842,2174,128,1174,197,1174,1341,835,1193,151,1173,197,1173,1349,634,1185,290,939,791,468,949,269,633,629,110,698
ACSSF,2012m1,dc,000,0109,0000008,3314,1899,1181,611,339,492,463,122,987,1223,1310,301,1285,1223,308,1123,1595,2018,601,2076,2122,757,1202,408,786,128,763,783,299,738,655,550,548,197,413,701,627,627,197,536,1858,1452,1504,197,1504,1430,531,882,1429,1417,259,1404,1442,266,945,1358,1804,201,1829,1958,822,1130,366,658,197,658,688,222,653,676,619,646,167,641,627,584,584,197,732,871,610,1473,925,345,887,744,661,1607,1363,2067,354,2020,1917,871,1884,692,2018,531,2103,2342,1813,1866,434,1282,248,1315,1354,698,1280,98,1199,128,1187,1102,563,1195,276,931,965,248,936,234,343,343,197,416,747,1690,1623,197,1623,1546,647,1606,1555,1529,259,1558,1572,935,1357,139,2173,280,2212,2565,1842,2174,128,1174,197,1174,1341,835,1193,151,1173,197,1173,1349,634,1185,290,939,791,468,949,269,633,629,110,698
ACSSF,2012m1,dc,000,0109,0000009,3314,1899,1181,611,339,492,463,122,987,1223,1310,301,1285,1223,308,1123,1595,2018,601,2076,2122,757,1202,408,786,128,763,783,299,738,655,550,548,197,413,701,627,627,197,536,1858,1452,1504,197,1504,1430,531,882,1429,1417,259,1404,1442,266,945,1358,1804,201,1829,1958,822,1130,366,658,197,658,688,222,653,676,619,646,167,641,627,584,584,197,732,871,610,1473,925,345,887,744,661,1607,1363,2067,354,2020,1917,871,1884,692,2018,531,2103,2342,1813,1866,434,1282,248,1315,1354,698,1280,98,1199,128,1187,1102,563,1195,276,931,965,248,936,234,343,343,197,416,747,1690,1623,197,1623,1546,647,1606,1555,1529,259,1558,1572,935,1357,139,2173,280,2212,2565,1842,2174,128,1174,197,1174,1341,835,1193,151,1173,197,1173,1349,634,1185,290,939,791,468,949,269,633,629,110,698
ACSSF,2012m1,dc,000,0109,0000010,4102,2821,933,250,197,250,241,68,853,1482,869,197,869,802,287,1043,1731,1632,91,1630,1666,293,772,722,725,107,714,679,257,456,482,407,420,119,314,759,570,570,197,615,2511,1315,1383,197,1383,1394,251,488,1512,1315,197,1315,1300,140,833,1835,1817,74,1819,1749,311,734,843,866,197,866,854,141,395,598,516,519,76,488,903,434,434,197,863,5349,3595,1106,307,197,307,309,68,1005,2281,1155,197,1155,1084,377,1778,1875,1858,56,1859,1889,281,680,923,889,72,900,898,78,292,905,857,107,849,818,257,556,729,624,628,119,474,508,212,212,197,546,3029,1476,1408,197,1408,1408,263,942,1731,1460,197,1460,1317,461,951,2019,1878,74,1882,1806,306,1084,944,908,197,908,914,211,369,946,973,197,973,961,182,412,614,536,538,76,563,718,388,388,197,790
