ACSSF,2012m1,dc,000,0048,0000001,12421,1843,1941,2795,3314,3351,4569,4609,5321,5657,6097,2910,1730,3013,3056,9070,1527,1338,1845,2431,2287,3020,3407,3120,2947,3927,1936,1012,1793,2077,5632,703,752,1055,1069,1289,1641,1728,1779,1902,2697,494,65,556,642,8277,601,819,1499,1669,2137,2633,2368,3650,3874,3868,1566,1004,1518,1681,3918,330,152,170,514,458,1250,1073,1076,1229,1563,725,418,1059,1053,3223,152,375,662,896,604,707,572,1050,720,1491,734,867,775,676,12421,1843,1941,2795,3314,3351,4569,4609,5321,5657,7749,9070,1527,1338,1845,2431,2287,3020,3407,3120,2947,5005,5632,703,752,1055,1069,1289,1641,1728,1779,1902,2811,8277,601,819,1499,1669,2137,2633,2368,3650,3874,4805,4721,363,412,703,1055,765,1469,1155,1539,1316,3494
ACSSF,2012m1,dc,000,0048,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012m1,dc,000,0048,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012m1,dc,000,0048,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012m1,dc,000,0048,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012m1,dc,000,0048,0000006,12421,1843,1941,2795,3314,3351,4569,4609,5321,5657,6097,2910,1730,3013,3056,9070,1527,1338,1845,2431,2287,3020,3407,3120,2947,3927,1936,1012,1793,2077,5632,703,752,1055,1069,1289,1641,1728,1779,1902,2697,494,65,556,642,8277,601,819,1499,1669,2137,2633,2368,3650,3874,3868,1566,1004,1518,1681,3918,330,152,170,514,458,1250,1073,1076,1229,1563,725,418,1059,1053,3223,152,375,662,896,604,707,572,1050,720,1491,734,867,775,676,12421,1843,1941,2795,3314,3351,4569,4609,5321,5657,7749,9070,1527,1338,1845,2431,2287,3020,3407,3120,2947,5005,5632,703,752,1055,1069,1289,1641,1728,1779,1902,2811,8277,601,819,1499,1669,2137,2633,2368,3650,3874,4805,4721,363,412,703,1055,765,1469,1155,1539,1316,3494
ACSSF,2012m1,dc,000,0048,0000007,12421,1843,1941,2795,3314,3351,4569,4609,5321,5657,6097,2910,1730,3013,3056,9070,1527,1338,1845,2431,2287,3020,3407,3120,2947,3927,1936,1012,1793,2077,5632,703,752,1055,1069,1289,1641,1728,1779,1902,2697,494,65,556,642,8277,601,819,1499,1669,2137,2633,2368,3650,3874,3868,1566,1004,1518,1681,3918,330,152,170,514,458,1250,1073,1076,1229,1563,725,418,1059,1053,3223,152,375,662,896,604,707,572,1050,720,1491,734,867,775,676,12421,1843,1941,2795,3314,3351,4569,4609,5321,5657,7749,9070,1527,1338,1845,2431,2287,3020,3407,3120,2947,5005,5632,703,752,1055,1069,1289,1641,1728,1779,1902,2811,8277,601,819,1499,1669,2137,2633,2368,3650,3874,4805,4721,363,412,703,1055,765,1469,1155,1539,1316,3494
ACSSF,2012m1,dc,000,0048,0000008,12421,1843,1941,2795,3314,3351,4569,4609,5321,5657,6097,2910,1730,3013,3056,9070,1527,1338,1845,2431,2287,3020,3407,3120,2947,3927,1936,1012,1793,2077,5632,703,752,1055,1069,1289,1641,1728,1779,1902,2697,494,65,556,642,8277,601,819,1499,1669,2137,2633,2368,3650,3874,3868,1566,1004,1518,1681,3918,330,152,170,514,458,1250,1073,1076,1229,1563,725,418,1059,1053,3223,152,375,662,896,604,707,572,1050,720,1491,734,867,775,676,12421,1843,1941,2795,3314,3351,4569,4609,5321,5657,7749,9070,1527,1338,1845,2431,2287,3020,3407,3120,2947,5005,5632,703,752,1055,1069,1289,1641,1728,1779,1902,2811,8277,601,819,1499,1669,2137,2633,2368,3650,3874,4805,4721,363,412,703,1055,765,1469,1155,1539,1316,3494
ACSSF,2012m1,dc,000,0048,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012m1,dc,000,0048,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
