ACSSF,2012m1,dc,000,0103,0000001,2362,2318,2848,1121,875,2427,747,1688,4757,3665,5184,4133,4970,1821,887,1109,4595,1401,1653,3487,972,24226,20967,33602,12355,12873,30979,6468,10143,10106,12645,4525,8560,8749,1750,.,.,.,.,.,.,.,3216,3549,5998,751,3724,9263,4545,7888,28889,26098,11885,9914,8234,2577,1277,5679,4790,8538,1756,5142,2240,2181,5700,2349,948,3125,12125,2816,258,214,1545,197,1545,479,941,738,1200,608,1016,1568,1034,1488,708,867,546,562,283,544,267,1118,197,1118,230,658,648,597,763,607,1146,1144,1337,870,837,586,453,243,235
ACSSF,2012m1,dc,000,0103,0000002,2362,2318,2848,1121,875,2427,747,1688,4757,3665,5184,4133,4970,1821,887,1109,4595,1401,1653,3487,972,24226,20967,33602,12355,12873,30979,6468,10143,10106,12645,4525,8560,8749,1750,.,.,.,.,.,.,.,3216,3549,5998,751,3724,9263,4545,7888,28889,26098,11885,9914,8234,2577,1277,5679,4790,8538,1756,5142,2240,2181,5700,2349,948,3125,12125,2816,258,214,1545,197,1545,479,941,738,1200,608,1016,1568,1034,1488,708,867,546,562,283,544,267,1118,197,1118,230,658,648,597,763,607,1146,1144,1337,870,837,586,453,243,235
ACSSF,2012m1,dc,000,0103,0000003,2362,2318,2848,1121,875,2427,747,1688,4757,3665,5184,4133,4970,1821,887,1109,4595,1401,1653,3487,972,24226,20967,33602,12355,12873,30979,6468,10143,10106,12645,4525,8560,8749,1750,.,.,.,.,.,.,.,3216,3549,5998,751,3724,9263,4545,7888,28889,26098,11885,9914,8234,2577,1277,5679,4790,8538,1756,5142,2240,2181,5700,2349,948,3125,12125,2816,258,214,1545,197,1545,479,941,738,1200,608,1016,1568,1034,1488,708,867,546,562,283,544,267,1118,197,1118,230,658,648,597,763,607,1146,1144,1337,870,837,586,453,243,235
ACSSF,2012m1,dc,000,0103,0000004,2362,2318,2848,1121,875,2427,747,1688,4757,3665,5184,4133,4970,1821,887,1109,4595,1401,1653,3487,972,24226,20967,33602,12355,12873,30979,6468,10143,10106,12645,4525,8560,8749,1750,.,.,.,.,.,.,.,3216,3549,5998,751,3724,9263,4545,7888,28889,26098,11885,9914,8234,2577,1277,5679,4790,8538,1756,5142,2240,2181,5700,2349,948,3125,12125,2816,258,214,1545,197,1545,479,941,738,1200,608,1016,1568,1034,1488,708,867,546,562,283,544,267,1118,197,1118,230,658,648,597,763,607,1146,1144,1337,870,837,586,453,243,235
ACSSF,2012m1,dc,000,0103,0000005,2362,2318,2848,1121,875,2427,747,1688,4757,3665,5184,4133,4970,1821,887,1109,4595,1401,1653,3487,972,24226,20967,33602,12355,12873,30979,6468,10143,10106,12645,4525,8560,8749,1750,.,.,.,.,.,.,.,3216,3549,5998,751,3724,9263,4545,7888,28889,26098,11885,9914,8234,2577,1277,5679,4790,8538,1756,5142,2240,2181,5700,2349,948,3125,12125,2816,258,214,1545,197,1545,479,941,738,1200,608,1016,1568,1034,1488,708,867,546,562,283,544,267,1118,197,1118,230,658,648,597,763,607,1146,1144,1337,870,837,586,453,243,235
ACSSF,2012m1,dc,000,0103,0000006,2362,2318,2848,1121,875,2427,747,1688,4757,3665,5184,4133,4970,1821,887,1109,4595,1401,1653,3487,972,24226,20967,33602,12355,12873,30979,6468,10143,10106,12645,4525,8560,8749,1750,.,.,.,.,.,.,.,3216,3549,5998,751,3724,9263,4545,7888,28889,26098,11885,9914,8234,2577,1277,5679,4790,8538,1756,5142,2240,2181,5700,2349,948,3125,12125,2816,258,214,1545,197,1545,479,941,738,1200,608,1016,1568,1034,1488,708,867,546,562,283,544,267,1118,197,1118,230,658,648,597,763,607,1146,1144,1337,870,837,586,453,243,235
ACSSF,2012m1,dc,000,0103,0000007,2362,2318,2848,1121,875,2427,747,1688,4757,3665,5184,4133,4970,1821,887,1109,4595,1401,1653,3487,972,24226,20967,33602,12355,12873,30979,6468,10143,10106,12645,4525,8560,8749,1750,.,.,.,.,.,.,.,3216,3549,5998,751,3724,9263,4545,7888,28889,26098,11885,9914,8234,2577,1277,5679,4790,8538,1756,5142,2240,2181,5700,2349,948,3125,12125,2816,258,214,1545,197,1545,479,941,738,1200,608,1016,1568,1034,1488,708,867,546,562,283,544,267,1118,197,1118,230,658,648,597,763,607,1146,1144,1337,870,837,586,453,243,235
ACSSF,2012m1,dc,000,0103,0000008,2362,2318,2848,1121,875,2427,747,1688,4757,3665,5184,4133,4970,1821,887,1109,4595,1401,1653,3487,972,24226,20967,33602,12355,12873,30979,6468,10143,10106,12645,4525,8560,8749,1750,.,.,.,.,.,.,.,3216,3549,5998,751,3724,9263,4545,7888,28889,26098,11885,9914,8234,2577,1277,5679,4790,8538,1756,5142,2240,2181,5700,2349,948,3125,12125,2816,258,214,1545,197,1545,479,941,738,1200,608,1016,1568,1034,1488,708,867,546,562,283,544,267,1118,197,1118,230,658,648,597,763,607,1146,1144,1337,870,837,586,453,243,235
ACSSF,2012m1,dc,000,0103,0000009,2362,2318,2848,1121,875,2427,747,1688,4757,3665,5184,4133,4970,1821,887,1109,4595,1401,1653,3487,972,24226,20967,33602,12355,12873,30979,6468,10143,10106,12645,4525,8560,8749,1750,.,.,.,.,.,.,.,3216,3549,5998,751,3724,9263,4545,7888,28889,26098,11885,9914,8234,2577,1277,5679,4790,8538,1756,5142,2240,2181,5700,2349,948,3125,12125,2816,258,214,1545,197,1545,479,941,738,1200,608,1016,1568,1034,1488,708,867,546,562,283,544,267,1118,197,1118,230,658,648,597,763,607,1146,1144,1337,870,837,586,453,243,235
ACSSF,2012m1,dc,000,0103,0000010,4915,15954,6505,5428,5313,7455,2941,7712,12640,19661,6483,5835,7750,4468,12523,8432,45955,.,18428,35571,11391,,,,,,,,31387,44186,50407,12712,22323,33942,7303,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34096,19011,32932,.,3896,366414,3999,9366,9951,20889,6606,5670,7689,4071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
