ACSSF,2015e1,dc,000,0162,0000001,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132
ACSSF,2015e1,dc,000,0162,0000002,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132
ACSSF,2015e1,dc,000,0162,0000003,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132
ACSSF,2015e1,dc,000,0162,0000004,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132
ACSSF,2015e1,dc,000,0162,0000005,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132
ACSSF,2015e1,dc,000,0162,0000006,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132
ACSSF,2015e1,dc,000,0162,0000007,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132
ACSSF,2015e1,dc,000,0162,0000008,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132
ACSSF,2015e1,dc,000,0162,0000009,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132
ACSSF,2015e1,dc,000,0162,0000010,110376,0,110376,110376,1049,109327,110376,4715,105661,110376,3839,106537,110376,89114,7338,81776,21262,2231,19031,24748,3486,506,2980,21262,2604,18658,,,,,,,,9503,1676,7827,110376,13577,96799,109847,9237,100610,109847,25985,5415,322,5093,20570,83862,61824,7131,54693,61824,7258,301,6957,54566,61824,27388,3553,23835,34436,61824,55689,10275,45414,6135,61824,55689,7489,48200,6135,58428,210,58218
ACSSF,2015e1,dc,000,0162,0000011,123880,36,123844,123880,4089,119791,123880,3737,120143,123880,2441,121439,123880,94253,8655,85598,29627,2646,26981,31776,2149,196,1953,29627,4257,25370,,,,,,,,12626,3499,9127,123880,24499,99381,122161,13097,109064,122161,18724,4038,576,3462,14686,103437,67852,9601,58251,67852,10651,1069,9582,57201,67852,28591,5060,23531,39261,67852,63198,13469,49729,4654,67852,63198,11279,51919,4654,67040,305,66735
ACSSF,2015e1,dc,000,0162,0000012,114740,0,114740,114740,2720,112020,114740,1759,112981,114740,2966,111774,114740,104592,7793,96799,10148,779,9369,11649,1501,229,1272,10148,1627,8521,,,,,,,,5621,1278,4343,114740,14430,100310,112626,10396,102230,112626,20841,3138,337,2801,17703,91785,59757,8190,51567,59757,11122,385,10737,48635,59757,26759,4428,22331,32998,59757,56260,12044,44216,3497,59757,56260,10019,46241,3497,58122,72,58050
ACSSF,2015e1,dc,000,0162,0000013,162781,251,162530,162781,2010,160771,162781,1109,161672,162781,6823,155958,162781,158311,7023,151288,4470,177,4293,5795,1325,219,1106,4470,482,3988,,,,,,,,2465,533,1932,162781,14445,148336,159995,10508,149487,159995,20862,3235,383,2852,17627,139133,60144,8657,51487,60144,9946,887,9059,50198,60144,33400,4372,29028,26744,60144,58911,13163,45748,1233,60144,58911,12613,46298,1233,59181,632,58549
ACSSF,2015e1,dc,000,0162,0000014,160451,31,160420,160451,2663,157788,160451,3207,157244,160451,2651,157800,160451,130841,11105,119736,29610,2136,27474,33985,4375,848,3527,29610,5027,24583,,,,,,,,11430,2579,8851,160451,20986,139465,158377,13846,144531,158377,51570,6782,1599,5183,44788,106807,108573,14820,93753,108573,18736,294,18442,89837,108573,22651,3080,19571,85922,108573,102563,21682,80881,6010,108573,102563,18848,83715,6010,103971,391,103580
ACSSF,2015e1,dc,000,0162,0000015,672228,318,671910,672228,12531,659697,672228,14527,657701,672228,18720,653508,672228,577111,41914,535197,95117,7969,87148,107953,12836,1998,10838,95117,13997,81120,,,,,,,,41645,9565,32080,672228,87937,584291,663006,57084,605922,663006,137982,22608,3217,19391,115374,525024,358150,48399,309751,358150,57713,2936,54777,300437,358150,138789,20493,118296,219361,358150,336621,70633,265988,21529,358150,336621,60248,276373,21529,346742,1610,345132
