ACSSF,2014m1,dc,000,0074,0000001,509,1024,397,198,397,173,373,389,741,569,961,830,1212,1407,595,481,766,605,380,654,1099,397,198,397,188,105,215,582,542,719,555,1059,1218,374,535,620,786,755,979,509,990,173,675,711,741,1055,1344,830,1276,1280,595,546,799,605,472,705,1011,188,933,924,582,1109,1207,555,895,1035,374,631,744,786,885,1099,509,990,173,81,208,741,469,867,830,1453,1599,595,775,989,605,615,752,1011,188,83,208,582,604,801,555,1491,1570,374,853,807,786,991,1061,509,990,173,215,257,741,346,745,830,766,1033,595,523,723,605,524,729,1011,188,114,225,582,312,646,555,805,915,374,733,763,786,806,1032,509,1024,442,373,546,977,1291,1585,646,649,872,1099,456,105,466,597,1185,1310,869,918,1118,509,990,173,675,711,977,1700,1844,646,751,982,1011,188,933,924,597,1343,1524,869,1113,1339,509,990,173,81,208,977,1494,1728,646,1064,1226,1011,188,83,208,597,1660,1829,869,1340,1340,509,990,173,215,257,977,910,1199,646,739,933,1011,188,114,225,597,830,1147,869,1163,1307
ACSSF,2014m1,dc,000,0074,0000002,509,1024,397,198,397,173,373,389,741,569,961,830,1212,1407,595,481,766,605,380,654,1099,397,198,397,188,105,215,582,542,719,555,1059,1218,374,535,620,786,755,979,509,990,173,675,711,741,1055,1344,830,1276,1280,595,546,799,605,472,705,1011,188,933,924,582,1109,1207,555,895,1035,374,631,744,786,885,1099,509,990,173,81,208,741,469,867,830,1453,1599,595,775,989,605,615,752,1011,188,83,208,582,604,801,555,1491,1570,374,853,807,786,991,1061,509,990,173,215,257,741,346,745,830,766,1033,595,523,723,605,524,729,1011,188,114,225,582,312,646,555,805,915,374,733,763,786,806,1032,509,1024,442,373,546,977,1291,1585,646,649,872,1099,456,105,466,597,1185,1310,869,918,1118,509,990,173,675,711,977,1700,1844,646,751,982,1011,188,933,924,597,1343,1524,869,1113,1339,509,990,173,81,208,977,1494,1728,646,1064,1226,1011,188,83,208,597,1660,1829,869,1340,1340,509,990,173,215,257,977,910,1199,646,739,933,1011,188,114,225,597,830,1147,869,1163,1307
ACSSF,2014m1,dc,000,0074,0000003,509,1024,397,198,397,173,373,389,741,569,961,830,1212,1407,595,481,766,605,380,654,1099,397,198,397,188,105,215,582,542,719,555,1059,1218,374,535,620,786,755,979,509,990,173,675,711,741,1055,1344,830,1276,1280,595,546,799,605,472,705,1011,188,933,924,582,1109,1207,555,895,1035,374,631,744,786,885,1099,509,990,173,81,208,741,469,867,830,1453,1599,595,775,989,605,615,752,1011,188,83,208,582,604,801,555,1491,1570,374,853,807,786,991,1061,509,990,173,215,257,741,346,745,830,766,1033,595,523,723,605,524,729,1011,188,114,225,582,312,646,555,805,915,374,733,763,786,806,1032,509,1024,442,373,546,977,1291,1585,646,649,872,1099,456,105,466,597,1185,1310,869,918,1118,509,990,173,675,711,977,1700,1844,646,751,982,1011,188,933,924,597,1343,1524,869,1113,1339,509,990,173,81,208,977,1494,1728,646,1064,1226,1011,188,83,208,597,1660,1829,869,1340,1340,509,990,173,215,257,977,910,1199,646,739,933,1011,188,114,225,597,830,1147,869,1163,1307
ACSSF,2014m1,dc,000,0074,0000004,509,1024,397,198,397,173,373,389,741,569,961,830,1212,1407,595,481,766,605,380,654,1099,397,198,397,188,105,215,582,542,719,555,1059,1218,374,535,620,786,755,979,509,990,173,675,711,741,1055,1344,830,1276,1280,595,546,799,605,472,705,1011,188,933,924,582,1109,1207,555,895,1035,374,631,744,786,885,1099,509,990,173,81,208,741,469,867,830,1453,1599,595,775,989,605,615,752,1011,188,83,208,582,604,801,555,1491,1570,374,853,807,786,991,1061,509,990,173,215,257,741,346,745,830,766,1033,595,523,723,605,524,729,1011,188,114,225,582,312,646,555,805,915,374,733,763,786,806,1032,509,1024,442,373,546,977,1291,1585,646,649,872,1099,456,105,466,597,1185,1310,869,918,1118,509,990,173,675,711,977,1700,1844,646,751,982,1011,188,933,924,597,1343,1524,869,1113,1339,509,990,173,81,208,977,1494,1728,646,1064,1226,1011,188,83,208,597,1660,1829,869,1340,1340,509,990,173,215,257,977,910,1199,646,739,933,1011,188,114,225,597,830,1147,869,1163,1307
ACSSF,2014m1,dc,000,0074,0000005,509,1024,397,198,397,173,373,389,741,569,961,830,1212,1407,595,481,766,605,380,654,1099,397,198,397,188,105,215,582,542,719,555,1059,1218,374,535,620,786,755,979,509,990,173,675,711,741,1055,1344,830,1276,1280,595,546,799,605,472,705,1011,188,933,924,582,1109,1207,555,895,1035,374,631,744,786,885,1099,509,990,173,81,208,741,469,867,830,1453,1599,595,775,989,605,615,752,1011,188,83,208,582,604,801,555,1491,1570,374,853,807,786,991,1061,509,990,173,215,257,741,346,745,830,766,1033,595,523,723,605,524,729,1011,188,114,225,582,312,646,555,805,915,374,733,763,786,806,1032,509,1024,442,373,546,977,1291,1585,646,649,872,1099,456,105,466,597,1185,1310,869,918,1118,509,990,173,675,711,977,1700,1844,646,751,982,1011,188,933,924,597,1343,1524,869,1113,1339,509,990,173,81,208,977,1494,1728,646,1064,1226,1011,188,83,208,597,1660,1829,869,1340,1340,509,990,173,215,257,977,910,1199,646,739,933,1011,188,114,225,597,830,1147,869,1163,1307
ACSSF,2014m1,dc,000,0074,0000006,509,1024,397,198,397,173,373,389,741,569,961,830,1212,1407,595,481,766,605,380,654,1099,397,198,397,188,105,215,582,542,719,555,1059,1218,374,535,620,786,755,979,509,990,173,675,711,741,1055,1344,830,1276,1280,595,546,799,605,472,705,1011,188,933,924,582,1109,1207,555,895,1035,374,631,744,786,885,1099,509,990,173,81,208,741,469,867,830,1453,1599,595,775,989,605,615,752,1011,188,83,208,582,604,801,555,1491,1570,374,853,807,786,991,1061,509,990,173,215,257,741,346,745,830,766,1033,595,523,723,605,524,729,1011,188,114,225,582,312,646,555,805,915,374,733,763,786,806,1032,509,1024,442,373,546,977,1291,1585,646,649,872,1099,456,105,466,597,1185,1310,869,918,1118,509,990,173,675,711,977,1700,1844,646,751,982,1011,188,933,924,597,1343,1524,869,1113,1339,509,990,173,81,208,977,1494,1728,646,1064,1226,1011,188,83,208,597,1660,1829,869,1340,1340,509,990,173,215,257,977,910,1199,646,739,933,1011,188,114,225,597,830,1147,869,1163,1307
ACSSF,2014m1,dc,000,0074,0000007,509,1024,397,198,397,173,373,389,741,569,961,830,1212,1407,595,481,766,605,380,654,1099,397,198,397,188,105,215,582,542,719,555,1059,1218,374,535,620,786,755,979,509,990,173,675,711,741,1055,1344,830,1276,1280,595,546,799,605,472,705,1011,188,933,924,582,1109,1207,555,895,1035,374,631,744,786,885,1099,509,990,173,81,208,741,469,867,830,1453,1599,595,775,989,605,615,752,1011,188,83,208,582,604,801,555,1491,1570,374,853,807,786,991,1061,509,990,173,215,257,741,346,745,830,766,1033,595,523,723,605,524,729,1011,188,114,225,582,312,646,555,805,915,374,733,763,786,806,1032,509,1024,442,373,546,977,1291,1585,646,649,872,1099,456,105,466,597,1185,1310,869,918,1118,509,990,173,675,711,977,1700,1844,646,751,982,1011,188,933,924,597,1343,1524,869,1113,1339,509,990,173,81,208,977,1494,1728,646,1064,1226,1011,188,83,208,597,1660,1829,869,1340,1340,509,990,173,215,257,977,910,1199,646,739,933,1011,188,114,225,597,830,1147,869,1163,1307
ACSSF,2014m1,dc,000,0074,0000008,509,1024,397,198,397,173,373,389,741,569,961,830,1212,1407,595,481,766,605,380,654,1099,397,198,397,188,105,215,582,542,719,555,1059,1218,374,535,620,786,755,979,509,990,173,675,711,741,1055,1344,830,1276,1280,595,546,799,605,472,705,1011,188,933,924,582,1109,1207,555,895,1035,374,631,744,786,885,1099,509,990,173,81,208,741,469,867,830,1453,1599,595,775,989,605,615,752,1011,188,83,208,582,604,801,555,1491,1570,374,853,807,786,991,1061,509,990,173,215,257,741,346,745,830,766,1033,595,523,723,605,524,729,1011,188,114,225,582,312,646,555,805,915,374,733,763,786,806,1032,509,1024,442,373,546,977,1291,1585,646,649,872,1099,456,105,466,597,1185,1310,869,918,1118,509,990,173,675,711,977,1700,1844,646,751,982,1011,188,933,924,597,1343,1524,869,1113,1339,509,990,173,81,208,977,1494,1728,646,1064,1226,1011,188,83,208,597,1660,1829,869,1340,1340,509,990,173,215,257,977,910,1199,646,739,933,1011,188,114,225,597,830,1147,869,1163,1307
ACSSF,2014m1,dc,000,0074,0000009,509,1024,397,198,397,173,373,389,741,569,961,830,1212,1407,595,481,766,605,380,654,1099,397,198,397,188,105,215,582,542,719,555,1059,1218,374,535,620,786,755,979,509,990,173,675,711,741,1055,1344,830,1276,1280,595,546,799,605,472,705,1011,188,933,924,582,1109,1207,555,895,1035,374,631,744,786,885,1099,509,990,173,81,208,741,469,867,830,1453,1599,595,775,989,605,615,752,1011,188,83,208,582,604,801,555,1491,1570,374,853,807,786,991,1061,509,990,173,215,257,741,346,745,830,766,1033,595,523,723,605,524,729,1011,188,114,225,582,312,646,555,805,915,374,733,763,786,806,1032,509,1024,442,373,546,977,1291,1585,646,649,872,1099,456,105,466,597,1185,1310,869,918,1118,509,990,173,675,711,977,1700,1844,646,751,982,1011,188,933,924,597,1343,1524,869,1113,1339,509,990,173,81,208,977,1494,1728,646,1064,1226,1011,188,83,208,597,1660,1829,869,1340,1340,509,990,173,215,257,977,910,1199,646,739,933,1011,188,114,225,597,830,1147,869,1163,1307
ACSSF,2014m1,dc,000,0074,0000010,4829,3257,737,198,737,1038,198,1038,2419,198,2419,1667,201,1681,730,177,729,598,198,598,3063,889,198,889,849,198,849,2171,153,2189,1611,72,1616,746,198,746,617,234,632,4532,3165,1038,198,1038,2419,153,2420,1667,25,1672,730,332,670,598,125,589,2870,849,147,873,2171,324,2149,1611,328,1597,746,198,746,617,279,628,4532,3165,1038,198,1038,2419,198,2419,1667,325,1700,730,363,666,598,290,608,2870,849,83,849,2171,130,2174,1611,267,1560,746,187,783,617,456,644,4532,3165,1038,71,1041,2419,198,2419,1667,138,1673,730,100,735,598,169,596,2870,849,83,849,2171,198,2171,1611,348,1596,746,198,746,617,279,628,4829,3257,1259,198,1259,2939,201,2938,947,177,971,3063,1257,198,1257,2379,170,2395,962,234,991,4532,3165,1038,198,1038,2939,156,2959,947,356,862,2870,849,147,873,2379,455,2400,962,279,989,4532,3165,1038,198,1038,2939,325,2963,947,469,894,2870,849,83,849,2379,299,2386,962,502,1024,4532,3165,1038,71,1041,2939,138,2935,947,167,930,2870,849,83,849,2379,348,2392,962,279,989
