ACSSF,2014m1,dc,000,0024,0000001,,,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,5744,198,4603,198,4603,198,4603,1565,1115,3373,1948,2238,66,152,2226,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,4603,198,4603,198,4603,2238,66,2238,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000002,,,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,5744,198,4603,198,4603,198,4603,1565,1115,3373,1948,2238,66,152,2226,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,4603,198,4603,198,4603,2238,66,2238,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000003,,,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,5744,198,4603,198,4603,198,4603,1565,1115,3373,1948,2238,66,152,2226,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,4603,198,4603,198,4603,2238,66,2238,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000004,,,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,5744,198,4603,198,4603,198,4603,1565,1115,3373,1948,2238,66,152,2226,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,4603,198,4603,198,4603,2238,66,2238,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000005,,,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,5744,198,4603,198,4603,198,4603,1565,1115,3373,1948,2238,66,152,2226,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,4603,198,4603,198,4603,2238,66,2238,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000006,,,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,5744,198,4603,198,4603,198,4603,1565,1115,3373,1948,2238,66,152,2226,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,4603,198,4603,198,4603,2238,66,2238,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000007,,,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,5744,198,4603,198,4603,198,4603,1565,1115,3373,1948,2238,66,152,2226,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,4603,198,4603,198,4603,2238,66,2238,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000008,,,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,5744,198,4603,198,4603,198,4603,1565,1115,3373,1948,2238,66,152,2226,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,4603,198,4603,198,4603,2238,66,2238,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000009,,,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,5744,198,4603,198,4603,198,4603,1565,1115,3373,1948,2238,66,152,2226,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,4603,198,4603,198,4603,2238,66,2238,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000010,,,,,,,,,,,,,,,,,,,,4724,3983,3135,2435,2435,198,2205,198,2205,198,2205,1007,712,1545,1152,1294,198,198,1294,,,,,,,,,,,,,,,,,,4724,3983,3135,2435,2205,198,2205,198,2205,1294,198,1294,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000011,,,,,,,,,,,,,,,,,,,,6803,6582,2818,2181,2181,198,1294,198,1294,198,1294,497,355,1118,611,796,198,92,796,,,,,,,,,,,,,,,,,,6803,6582,2818,2181,1294,198,1294,198,1294,796,198,796,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000012,,,,,,,,,,,,,,,,,,,,6214,5825,2498,1830,1830,198,1623,198,1623,198,1623,655,253,1210,499,289,198,198,289,,,,,,,,,,,,,,,,,,6214,5825,2498,1830,1623,198,1623,198,1623,289,198,289,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6966,7022,4481,3914,1676,198,1676,198,1676,245,198,245,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000014,,,,,,,,,,,,,,,,,,,,6481,6975,3257,2546,2546,198,2394,198,2394,198,2394,1161,590,1577,943,1579,66,118,1555,,,,,,,,,,,,,,,,,,6481,6975,3257,2546,2394,198,2394,198,2394,1579,66,1579,,,,,,,,,
ACSSF,2014m1,dc,000,0024,0000015,,,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,5744,198,4603,198,4603,198,4603,1565,1115,3373,1948,2238,66,152,2226,,,,,,,,,,,,,,,,,,1757,7913,7880,5744,4603,198,4603,198,4603,2238,66,2238,,,,,,,,,
