ACSSF,2014m1,dc,000,0076,0000001,737,359,1467,198,198,198,1467,1674,232,232,198,1663,1107,198,198,198,1107,1126,198,198,198,1126,1923,198,198,198,1923,497,2310,760,229,198,728,198,168,2065,2305,595,198,307,621,198,198,2373,2171,421,182,198,389,198,198,2176,1098,302,198,152,277,198,198,1075,2867,524,198,170,475,120,171,2810,582,4096,1918,607,779,1277,1131,889,1144,3470,3966,2192,708,944,1356,1902,917,1225,2981,3952,1912,666,783,1498,1248,594,998,2903,3783,1206,351,562,671,1017,463,663,3444,6671,2479,1394,1174,1420,1875,1271,1528,6031,509,71,1114,1114,478,1052,198,1120,1303,3313,3680,945,856,3504,3378,2033,3251,879,3547,4940,6046,5056,3504,877,1959,1939,1389,1879,120,1881,1861,1893,1861,621,1357,3340,7621,3879,1829,1177,2796,737,6173,2093,5240,6207,2320,5308,5896,2033,5050,4505,1342,4182,8811,2592,8157
ACSSF,2014m1,dc,000,0076,0000002,737,359,1467,198,198,198,1467,1674,232,232,198,1663,1107,198,198,198,1107,1126,198,198,198,1126,1923,198,198,198,1923,497,2310,760,229,198,728,198,168,2065,2305,595,198,307,621,198,198,2373,2171,421,182,198,389,198,198,2176,1098,302,198,152,277,198,198,1075,2867,524,198,170,475,120,171,2810,582,4096,1918,607,779,1277,1131,889,1144,3470,3966,2192,708,944,1356,1902,917,1225,2981,3952,1912,666,783,1498,1248,594,998,2903,3783,1206,351,562,671,1017,463,663,3444,6671,2479,1394,1174,1420,1875,1271,1528,6031,509,71,1114,1114,478,1052,198,1120,1303,3313,3680,945,856,3504,3378,2033,3251,879,3547,4940,6046,5056,3504,877,1959,1939,1389,1879,120,1881,1861,1893,1861,621,1357,3340,7621,3879,1829,1177,2796,737,6173,2093,5240,6207,2320,5308,5896,2033,5050,4505,1342,4182,8811,2592,8157
ACSSF,2014m1,dc,000,0076,0000003,737,359,1467,198,198,198,1467,1674,232,232,198,1663,1107,198,198,198,1107,1126,198,198,198,1126,1923,198,198,198,1923,497,2310,760,229,198,728,198,168,2065,2305,595,198,307,621,198,198,2373,2171,421,182,198,389,198,198,2176,1098,302,198,152,277,198,198,1075,2867,524,198,170,475,120,171,2810,582,4096,1918,607,779,1277,1131,889,1144,3470,3966,2192,708,944,1356,1902,917,1225,2981,3952,1912,666,783,1498,1248,594,998,2903,3783,1206,351,562,671,1017,463,663,3444,6671,2479,1394,1174,1420,1875,1271,1528,6031,509,71,1114,1114,478,1052,198,1120,1303,3313,3680,945,856,3504,3378,2033,3251,879,3547,4940,6046,5056,3504,877,1959,1939,1389,1879,120,1881,1861,1893,1861,621,1357,3340,7621,3879,1829,1177,2796,737,6173,2093,5240,6207,2320,5308,5896,2033,5050,4505,1342,4182,8811,2592,8157
ACSSF,2014m1,dc,000,0076,0000004,737,359,1467,198,198,198,1467,1674,232,232,198,1663,1107,198,198,198,1107,1126,198,198,198,1126,1923,198,198,198,1923,497,2310,760,229,198,728,198,168,2065,2305,595,198,307,621,198,198,2373,2171,421,182,198,389,198,198,2176,1098,302,198,152,277,198,198,1075,2867,524,198,170,475,120,171,2810,582,4096,1918,607,779,1277,1131,889,1144,3470,3966,2192,708,944,1356,1902,917,1225,2981,3952,1912,666,783,1498,1248,594,998,2903,3783,1206,351,562,671,1017,463,663,3444,6671,2479,1394,1174,1420,1875,1271,1528,6031,509,71,1114,1114,478,1052,198,1120,1303,3313,3680,945,856,3504,3378,2033,3251,879,3547,4940,6046,5056,3504,877,1959,1939,1389,1879,120,1881,1861,1893,1861,621,1357,3340,7621,3879,1829,1177,2796,737,6173,2093,5240,6207,2320,5308,5896,2033,5050,4505,1342,4182,8811,2592,8157
ACSSF,2014m1,dc,000,0076,0000005,737,359,1467,198,198,198,1467,1674,232,232,198,1663,1107,198,198,198,1107,1126,198,198,198,1126,1923,198,198,198,1923,497,2310,760,229,198,728,198,168,2065,2305,595,198,307,621,198,198,2373,2171,421,182,198,389,198,198,2176,1098,302,198,152,277,198,198,1075,2867,524,198,170,475,120,171,2810,582,4096,1918,607,779,1277,1131,889,1144,3470,3966,2192,708,944,1356,1902,917,1225,2981,3952,1912,666,783,1498,1248,594,998,2903,3783,1206,351,562,671,1017,463,663,3444,6671,2479,1394,1174,1420,1875,1271,1528,6031,509,71,1114,1114,478,1052,198,1120,1303,3313,3680,945,856,3504,3378,2033,3251,879,3547,4940,6046,5056,3504,877,1959,1939,1389,1879,120,1881,1861,1893,1861,621,1357,3340,7621,3879,1829,1177,2796,737,6173,2093,5240,6207,2320,5308,5896,2033,5050,4505,1342,4182,8811,2592,8157
ACSSF,2014m1,dc,000,0076,0000006,737,359,1467,198,198,198,1467,1674,232,232,198,1663,1107,198,198,198,1107,1126,198,198,198,1126,1923,198,198,198,1923,497,2310,760,229,198,728,198,168,2065,2305,595,198,307,621,198,198,2373,2171,421,182,198,389,198,198,2176,1098,302,198,152,277,198,198,1075,2867,524,198,170,475,120,171,2810,582,4096,1918,607,779,1277,1131,889,1144,3470,3966,2192,708,944,1356,1902,917,1225,2981,3952,1912,666,783,1498,1248,594,998,2903,3783,1206,351,562,671,1017,463,663,3444,6671,2479,1394,1174,1420,1875,1271,1528,6031,509,71,1114,1114,478,1052,198,1120,1303,3313,3680,945,856,3504,3378,2033,3251,879,3547,4940,6046,5056,3504,877,1959,1939,1389,1879,120,1881,1861,1893,1861,621,1357,3340,7621,3879,1829,1177,2796,737,6173,2093,5240,6207,2320,5308,5896,2033,5050,4505,1342,4182,8811,2592,8157
ACSSF,2014m1,dc,000,0076,0000007,737,359,1467,198,198,198,1467,1674,232,232,198,1663,1107,198,198,198,1107,1126,198,198,198,1126,1923,198,198,198,1923,497,2310,760,229,198,728,198,168,2065,2305,595,198,307,621,198,198,2373,2171,421,182,198,389,198,198,2176,1098,302,198,152,277,198,198,1075,2867,524,198,170,475,120,171,2810,582,4096,1918,607,779,1277,1131,889,1144,3470,3966,2192,708,944,1356,1902,917,1225,2981,3952,1912,666,783,1498,1248,594,998,2903,3783,1206,351,562,671,1017,463,663,3444,6671,2479,1394,1174,1420,1875,1271,1528,6031,509,71,1114,1114,478,1052,198,1120,1303,3313,3680,945,856,3504,3378,2033,3251,879,3547,4940,6046,5056,3504,877,1959,1939,1389,1879,120,1881,1861,1893,1861,621,1357,3340,7621,3879,1829,1177,2796,737,6173,2093,5240,6207,2320,5308,5896,2033,5050,4505,1342,4182,8811,2592,8157
ACSSF,2014m1,dc,000,0076,0000008,737,359,1467,198,198,198,1467,1674,232,232,198,1663,1107,198,198,198,1107,1126,198,198,198,1126,1923,198,198,198,1923,497,2310,760,229,198,728,198,168,2065,2305,595,198,307,621,198,198,2373,2171,421,182,198,389,198,198,2176,1098,302,198,152,277,198,198,1075,2867,524,198,170,475,120,171,2810,582,4096,1918,607,779,1277,1131,889,1144,3470,3966,2192,708,944,1356,1902,917,1225,2981,3952,1912,666,783,1498,1248,594,998,2903,3783,1206,351,562,671,1017,463,663,3444,6671,2479,1394,1174,1420,1875,1271,1528,6031,509,71,1114,1114,478,1052,198,1120,1303,3313,3680,945,856,3504,3378,2033,3251,879,3547,4940,6046,5056,3504,877,1959,1939,1389,1879,120,1881,1861,1893,1861,621,1357,3340,7621,3879,1829,1177,2796,737,6173,2093,5240,6207,2320,5308,5896,2033,5050,4505,1342,4182,8811,2592,8157
ACSSF,2014m1,dc,000,0076,0000009,737,359,1467,198,198,198,1467,1674,232,232,198,1663,1107,198,198,198,1107,1126,198,198,198,1126,1923,198,198,198,1923,497,2310,760,229,198,728,198,168,2065,2305,595,198,307,621,198,198,2373,2171,421,182,198,389,198,198,2176,1098,302,198,152,277,198,198,1075,2867,524,198,170,475,120,171,2810,582,4096,1918,607,779,1277,1131,889,1144,3470,3966,2192,708,944,1356,1902,917,1225,2981,3952,1912,666,783,1498,1248,594,998,2903,3783,1206,351,562,671,1017,463,663,3444,6671,2479,1394,1174,1420,1875,1271,1528,6031,509,71,1114,1114,478,1052,198,1120,1303,3313,3680,945,856,3504,3378,2033,3251,879,3547,4940,6046,5056,3504,877,1959,1939,1389,1879,120,1881,1861,1893,1861,621,1357,3340,7621,3879,1829,1177,2796,737,6173,2093,5240,6207,2320,5308,5896,2033,5050,4505,1342,4182,8811,2592,8157
ACSSF,2014m1,dc,000,0076,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4829,2054,161,161,161,83,198,2064,1964,1930,474,571,3882,833,826,590,466,77,3878,3840,3946,780,991,1444,823,823,741,824,198,1445,1447,1474,1422,102,6649,25108,107749,24001,7839,19485,5750,4744,1496,329,1427,925,330,906,1232,304,1198,1356,323,1244,4516,873,4503
