ACSSF,2014m1,dc,000,0057,0000001,4652,2985,2317,2494,397,1637,387,1741,2341,1799,586,1148,498,1657,1222,1096,127,457,386,639,3013,2321,2453,1208,1469,744,1949,1926,1678,1012,1287,649,1305,1312,938,444,486,884,846,6133,1372,1946,1366,1760,3581,1660,1050,1878,2874,1647,2066,2368,1638,1735,1796,3440,2077,1095,1973,1087,1620,,,,,,,992,1207,642,763,423,540,,,,,,,1261,902,207,403,169,476,1155,782,197,293,138,724,1934,3443,998,1839,938,3474,1983,1618,507,747,295,865
ACSSF,2014m1,dc,000,0057,0000002,4652,2985,2317,2494,397,1637,387,1741,2341,1799,586,1148,498,1657,1222,1096,127,457,386,639,3013,2321,2453,1208,1469,744,1949,1926,1678,1012,1287,649,1305,1312,938,444,486,884,846,6133,1372,1946,1366,1760,3581,1660,1050,1878,2874,1647,2066,2368,1638,1735,1796,3440,2077,1095,1973,1087,1620,,,,,,,992,1207,642,763,423,540,,,,,,,1261,902,207,403,169,476,1155,782,197,293,138,724,1934,3443,998,1839,938,3474,1983,1618,507,747,295,865
ACSSF,2014m1,dc,000,0057,0000003,4652,2985,2317,2494,397,1637,387,1741,2341,1799,586,1148,498,1657,1222,1096,127,457,386,639,3013,2321,2453,1208,1469,744,1949,1926,1678,1012,1287,649,1305,1312,938,444,486,884,846,6133,1372,1946,1366,1760,3581,1660,1050,1878,2874,1647,2066,2368,1638,1735,1796,3440,2077,1095,1973,1087,1620,,,,,,,992,1207,642,763,423,540,,,,,,,1261,902,207,403,169,476,1155,782,197,293,138,724,1934,3443,998,1839,938,3474,1983,1618,507,747,295,865
ACSSF,2014m1,dc,000,0057,0000004,4652,2985,2317,2494,397,1637,387,1741,2341,1799,586,1148,498,1657,1222,1096,127,457,386,639,3013,2321,2453,1208,1469,744,1949,1926,1678,1012,1287,649,1305,1312,938,444,486,884,846,6133,1372,1946,1366,1760,3581,1660,1050,1878,2874,1647,2066,2368,1638,1735,1796,3440,2077,1095,1973,1087,1620,,,,,,,992,1207,642,763,423,540,,,,,,,1261,902,207,403,169,476,1155,782,197,293,138,724,1934,3443,998,1839,938,3474,1983,1618,507,747,295,865
ACSSF,2014m1,dc,000,0057,0000005,4652,2985,2317,2494,397,1637,387,1741,2341,1799,586,1148,498,1657,1222,1096,127,457,386,639,3013,2321,2453,1208,1469,744,1949,1926,1678,1012,1287,649,1305,1312,938,444,486,884,846,6133,1372,1946,1366,1760,3581,1660,1050,1878,2874,1647,2066,2368,1638,1735,1796,3440,2077,1095,1973,1087,1620,,,,,,,992,1207,642,763,423,540,,,,,,,1261,902,207,403,169,476,1155,782,197,293,138,724,1934,3443,998,1839,938,3474,1983,1618,507,747,295,865
ACSSF,2014m1,dc,000,0057,0000006,4652,2985,2317,2494,397,1637,387,1741,2341,1799,586,1148,498,1657,1222,1096,127,457,386,639,3013,2321,2453,1208,1469,744,1949,1926,1678,1012,1287,649,1305,1312,938,444,486,884,846,6133,1372,1946,1366,1760,3581,1660,1050,1878,2874,1647,2066,2368,1638,1735,1796,3440,2077,1095,1973,1087,1620,,,,,,,992,1207,642,763,423,540,,,,,,,1261,902,207,403,169,476,1155,782,197,293,138,724,1934,3443,998,1839,938,3474,1983,1618,507,747,295,865
ACSSF,2014m1,dc,000,0057,0000007,4652,2985,2317,2494,397,1637,387,1741,2341,1799,586,1148,498,1657,1222,1096,127,457,386,639,3013,2321,2453,1208,1469,744,1949,1926,1678,1012,1287,649,1305,1312,938,444,486,884,846,6133,1372,1946,1366,1760,3581,1660,1050,1878,2874,1647,2066,2368,1638,1735,1796,3440,2077,1095,1973,1087,1620,,,,,,,992,1207,642,763,423,540,,,,,,,1261,902,207,403,169,476,1155,782,197,293,138,724,1934,3443,998,1839,938,3474,1983,1618,507,747,295,865
ACSSF,2014m1,dc,000,0057,0000008,4652,2985,2317,2494,397,1637,387,1741,2341,1799,586,1148,498,1657,1222,1096,127,457,386,639,3013,2321,2453,1208,1469,744,1949,1926,1678,1012,1287,649,1305,1312,938,444,486,884,846,6133,1372,1946,1366,1760,3581,1660,1050,1878,2874,1647,2066,2368,1638,1735,1796,3440,2077,1095,1973,1087,1620,,,,,,,992,1207,642,763,423,540,,,,,,,1261,902,207,403,169,476,1155,782,197,293,138,724,1934,3443,998,1839,938,3474,1983,1618,507,747,295,865
ACSSF,2014m1,dc,000,0057,0000009,4652,2985,2317,2494,397,1637,387,1741,2341,1799,586,1148,498,1657,1222,1096,127,457,386,639,3013,2321,2453,1208,1469,744,1949,1926,1678,1012,1287,649,1305,1312,938,444,486,884,846,6133,1372,1946,1366,1760,3581,1660,1050,1878,2874,1647,2066,2368,1638,1735,1796,3440,2077,1095,1973,1087,1620,,,,,,,992,1207,642,763,423,540,,,,,,,1261,902,207,403,169,476,1155,782,197,293,138,724,1934,3443,998,1839,938,3474,1983,1618,507,747,295,865
ACSSF,2014m1,dc,000,0057,0000010,3631,2374,1794,1496,123,610,103,776,1455,1137,192,600,280,835,784,649,64,280,127,624,2218,1673,1376,301,605,294,1178,1354,950,496,664,336,946,990,858,195,33,547,703,4112,651,869,681,1116,2276,992,567,712,1451,767,1271,1268,789,814,1318,900,729,293,351,218,194,,,,,,,817,828,198,280,198,266,,,,,,,,,,,,,,,,,,,3147,2486,592,1247,728,2448,1041,809,248,429,116,486
