ACSSF,2014m1,dc,000,0148,0000001,3304,3641,2984,2158,785,1529,932,1069,198,1923,1391,312,542,538,700,198,1618,1539,267,209,453,704,198,1398,1138,252,540,246,462,198,1247,1169,241,281,65,329,198,1076,1056,50,67,198,248,198,4965,4694,2249,1764,3171,2277,3245,91,1719,836,671,1009,189,1041,198,1820,757,424,1080,663,943,198,995,230,413,449,239,415,198,628,79,232,275,357,383,198,536,349,198,314,73,287,198
ACSSF,2014m1,dc,000,0148,0000002,3304,3641,2984,2158,785,1529,932,1069,198,1923,1391,312,542,538,700,198,1618,1539,267,209,453,704,198,1398,1138,252,540,246,462,198,1247,1169,241,281,65,329,198,1076,1056,50,67,198,248,198,4965,4694,2249,1764,3171,2277,3245,91,1719,836,671,1009,189,1041,198,1820,757,424,1080,663,943,198,995,230,413,449,239,415,198,628,79,232,275,357,383,198,536,349,198,314,73,287,198
ACSSF,2014m1,dc,000,0148,0000003,3304,3641,2984,2158,785,1529,932,1069,198,1923,1391,312,542,538,700,198,1618,1539,267,209,453,704,198,1398,1138,252,540,246,462,198,1247,1169,241,281,65,329,198,1076,1056,50,67,198,248,198,4965,4694,2249,1764,3171,2277,3245,91,1719,836,671,1009,189,1041,198,1820,757,424,1080,663,943,198,995,230,413,449,239,415,198,628,79,232,275,357,383,198,536,349,198,314,73,287,198
ACSSF,2014m1,dc,000,0148,0000004,3304,3641,2984,2158,785,1529,932,1069,198,1923,1391,312,542,538,700,198,1618,1539,267,209,453,704,198,1398,1138,252,540,246,462,198,1247,1169,241,281,65,329,198,1076,1056,50,67,198,248,198,4965,4694,2249,1764,3171,2277,3245,91,1719,836,671,1009,189,1041,198,1820,757,424,1080,663,943,198,995,230,413,449,239,415,198,628,79,232,275,357,383,198,536,349,198,314,73,287,198
ACSSF,2014m1,dc,000,0148,0000005,3304,3641,2984,2158,785,1529,932,1069,198,1923,1391,312,542,538,700,198,1618,1539,267,209,453,704,198,1398,1138,252,540,246,462,198,1247,1169,241,281,65,329,198,1076,1056,50,67,198,248,198,4965,4694,2249,1764,3171,2277,3245,91,1719,836,671,1009,189,1041,198,1820,757,424,1080,663,943,198,995,230,413,449,239,415,198,628,79,232,275,357,383,198,536,349,198,314,73,287,198
ACSSF,2014m1,dc,000,0148,0000006,3304,3641,2984,2158,785,1529,932,1069,198,1923,1391,312,542,538,700,198,1618,1539,267,209,453,704,198,1398,1138,252,540,246,462,198,1247,1169,241,281,65,329,198,1076,1056,50,67,198,248,198,4965,4694,2249,1764,3171,2277,3245,91,1719,836,671,1009,189,1041,198,1820,757,424,1080,663,943,198,995,230,413,449,239,415,198,628,79,232,275,357,383,198,536,349,198,314,73,287,198
ACSSF,2014m1,dc,000,0148,0000007,3304,3641,2984,2158,785,1529,932,1069,198,1923,1391,312,542,538,700,198,1618,1539,267,209,453,704,198,1398,1138,252,540,246,462,198,1247,1169,241,281,65,329,198,1076,1056,50,67,198,248,198,4965,4694,2249,1764,3171,2277,3245,91,1719,836,671,1009,189,1041,198,1820,757,424,1080,663,943,198,995,230,413,449,239,415,198,628,79,232,275,357,383,198,536,349,198,314,73,287,198
ACSSF,2014m1,dc,000,0148,0000008,3304,3641,2984,2158,785,1529,932,1069,198,1923,1391,312,542,538,700,198,1618,1539,267,209,453,704,198,1398,1138,252,540,246,462,198,1247,1169,241,281,65,329,198,1076,1056,50,67,198,248,198,4965,4694,2249,1764,3171,2277,3245,91,1719,836,671,1009,189,1041,198,1820,757,424,1080,663,943,198,995,230,413,449,239,415,198,628,79,232,275,357,383,198,536,349,198,314,73,287,198
ACSSF,2014m1,dc,000,0148,0000009,3304,3641,2984,2158,785,1529,932,1069,198,1923,1391,312,542,538,700,198,1618,1539,267,209,453,704,198,1398,1138,252,540,246,462,198,1247,1169,241,281,65,329,198,1076,1056,50,67,198,248,198,4965,4694,2249,1764,3171,2277,3245,91,1719,836,671,1009,189,1041,198,1820,757,424,1080,663,943,198,995,230,413,449,239,415,198,628,79,232,275,357,383,198,536,349,198,314,73,287,198
ACSSF,2014m1,dc,000,0148,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0148,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0148,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0148,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0148,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0148,0000015,3304,3641,2984,2158,785,1529,932,1069,198,1923,1391,312,542,538,700,198,1618,1539,267,209,453,704,198,1398,1138,252,540,246,462,198,1247,1169,241,281,65,329,198,1076,1056,50,67,198,248,198,4965,4694,2249,1764,3171,2277,3245,91,1719,836,671,1009,189,1041,198,1820,757,424,1080,663,943,198,995,230,413,449,239,415,198,628,79,232,275,357,383,198,536,349,198,314,73,287,198
