ACSSF,2014m1,dc,000,0028,0000001,6625,7848,5376,10583,7677,7834,5421,9580,5572,3057,1531,4092,187,187,187,187,5675,1993,1109,5214,,,,,,,,,,,,,,,,,,,,,6182,10072,9862,7672,9740,10193,5569,2149,5209,187,187,187,5547,3584,4593,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000006,6625,7848,5376,10583,7677,7834,5421,9580,5572,3057,1531,4092,187,187,187,187,5675,1993,1109,5214,,,,,,,,,,,,,,,,,,,,,6182,10072,9862,7672,9740,10193,5569,2149,5209,187,187,187,5547,3584,4593,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000007,6625,7848,5376,10583,7677,7834,5421,9580,5572,3057,1531,4092,187,187,187,187,5675,1993,1109,5214,,,,,,,,,,,,,,,,,,,,,6182,10072,9862,7672,9740,10193,5569,2149,5209,187,187,187,5547,3584,4593,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000008,6625,7848,5376,10583,7677,7834,5421,9580,5572,3057,1531,4092,187,187,187,187,5675,1993,1109,5214,,,,,,,,,,,,,,,,,,,,,6182,10072,9862,7672,9740,10193,5569,2149,5209,187,187,187,5547,3584,4593,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014m1,dc,000,0028,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
