ACSSF,2016m1,dc,000,0117,0000001,5549,512,1955,962,928,2239,2215,1713,2687,4692,4745,2881,2723,4239,5700,135,760,838,740,936,857,1635,1864,3795,4186,1501,2465,3760,3845,203,274,166,126,564,474,188,620,1706,2086,2646,1292,1130,3407,71,325,369,513,1877,968,1041,1706,1538,1282,1191,826,1201,2317,481,1746,210,203,118,593,203,614,562,348,294,298,236,2322,203,291,392,305,792,1524,297,631,432,410,639,874,758
ACSSF,2016m1,dc,000,0117,0000002,5549,512,1955,962,928,2239,2215,1713,2687,4692,4745,2881,2723,4239,5700,135,760,838,740,936,857,1635,1864,3795,4186,1501,2465,3760,3845,203,274,166,126,564,474,188,620,1706,2086,2646,1292,1130,3407,71,325,369,513,1877,968,1041,1706,1538,1282,1191,826,1201,2317,481,1746,210,203,118,593,203,614,562,348,294,298,236,2322,203,291,392,305,792,1524,297,631,432,410,639,874,758
ACSSF,2016m1,dc,000,0117,0000003,5549,512,1955,962,928,2239,2215,1713,2687,4692,4745,2881,2723,4239,5700,135,760,838,740,936,857,1635,1864,3795,4186,1501,2465,3760,3845,203,274,166,126,564,474,188,620,1706,2086,2646,1292,1130,3407,71,325,369,513,1877,968,1041,1706,1538,1282,1191,826,1201,2317,481,1746,210,203,118,593,203,614,562,348,294,298,236,2322,203,291,392,305,792,1524,297,631,432,410,639,874,758
ACSSF,2016m1,dc,000,0117,0000004,5549,512,1955,962,928,2239,2215,1713,2687,4692,4745,2881,2723,4239,5700,135,760,838,740,936,857,1635,1864,3795,4186,1501,2465,3760,3845,203,274,166,126,564,474,188,620,1706,2086,2646,1292,1130,3407,71,325,369,513,1877,968,1041,1706,1538,1282,1191,826,1201,2317,481,1746,210,203,118,593,203,614,562,348,294,298,236,2322,203,291,392,305,792,1524,297,631,432,410,639,874,758
ACSSF,2016m1,dc,000,0117,0000005,5549,512,1955,962,928,2239,2215,1713,2687,4692,4745,2881,2723,4239,5700,135,760,838,740,936,857,1635,1864,3795,4186,1501,2465,3760,3845,203,274,166,126,564,474,188,620,1706,2086,2646,1292,1130,3407,71,325,369,513,1877,968,1041,1706,1538,1282,1191,826,1201,2317,481,1746,210,203,118,593,203,614,562,348,294,298,236,2322,203,291,392,305,792,1524,297,631,432,410,639,874,758
ACSSF,2016m1,dc,000,0117,0000006,5549,512,1955,962,928,2239,2215,1713,2687,4692,4745,2881,2723,4239,5700,135,760,838,740,936,857,1635,1864,3795,4186,1501,2465,3760,3845,203,274,166,126,564,474,188,620,1706,2086,2646,1292,1130,3407,71,325,369,513,1877,968,1041,1706,1538,1282,1191,826,1201,2317,481,1746,210,203,118,593,203,614,562,348,294,298,236,2322,203,291,392,305,792,1524,297,631,432,410,639,874,758
ACSSF,2016m1,dc,000,0117,0000007,5549,512,1955,962,928,2239,2215,1713,2687,4692,4745,2881,2723,4239,5700,135,760,838,740,936,857,1635,1864,3795,4186,1501,2465,3760,3845,203,274,166,126,564,474,188,620,1706,2086,2646,1292,1130,3407,71,325,369,513,1877,968,1041,1706,1538,1282,1191,826,1201,2317,481,1746,210,203,118,593,203,614,562,348,294,298,236,2322,203,291,392,305,792,1524,297,631,432,410,639,874,758
ACSSF,2016m1,dc,000,0117,0000008,5549,512,1955,962,928,2239,2215,1713,2687,4692,4745,2881,2723,4239,5700,135,760,838,740,936,857,1635,1864,3795,4186,1501,2465,3760,3845,203,274,166,126,564,474,188,620,1706,2086,2646,1292,1130,3407,71,325,369,513,1877,968,1041,1706,1538,1282,1191,826,1201,2317,481,1746,210,203,118,593,203,614,562,348,294,298,236,2322,203,291,392,305,792,1524,297,631,432,410,639,874,758
ACSSF,2016m1,dc,000,0117,0000009,5549,512,1955,962,928,2239,2215,1713,2687,4692,4745,2881,2723,4239,5700,135,760,838,740,936,857,1635,1864,3795,4186,1501,2465,3760,3845,203,274,166,126,564,474,188,620,1706,2086,2646,1292,1130,3407,71,325,369,513,1877,968,1041,1706,1538,1282,1191,826,1201,2317,481,1746,210,203,118,593,203,614,562,348,294,298,236,2322,203,291,392,305,792,1524,297,631,432,410,639,874,758
ACSSF,2016m1,dc,000,0117,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
