ACSSF,2016m1,dc,000,0008,0000001,6322,203,214,203,1299,764,403,125,120,449,216,222,257,158,246,361,203,112,805,124,265,605,983,203,113,498,203,203,328,203,516,74,964,862,1012,2714,70,984,246,1230,566,2729,203,489,98,697,178,448,3248,205,2084,197,574,98,75,203,183,230,718,203,2089,526,598,1739,453,1314,1447,176,280,568,88,203,864,117,395,191,79,246,347,203,84,203,62,203,203,203,394,368,794,552,407,634,746,987,144,148,75,203,333,203,344,908,160,169,267,203,121,3950,6322,1299,764,983,516,964,862,2714,984,1230,566,2729,489,697,3248,2084,574,718,2089,526,1739,1314,1447,568,864,794,552,634,746,987
ACSSF,2016m1,dc,000,0008,0000002,6322,203,214,203,1299,764,403,125,120,449,216,222,257,158,246,361,203,112,805,124,265,605,983,203,113,498,203,203,328,203,516,74,964,862,1012,2714,70,984,246,1230,566,2729,203,489,98,697,178,448,3248,205,2084,197,574,98,75,203,183,230,718,203,2089,526,598,1739,453,1314,1447,176,280,568,88,203,864,117,395,191,79,246,347,203,84,203,62,203,203,203,394,368,794,552,407,634,746,987,144,148,75,203,333,203,344,908,160,169,267,203,121,3950,6322,1299,764,983,516,964,862,2714,984,1230,566,2729,489,697,3248,2084,574,718,2089,526,1739,1314,1447,568,864,794,552,634,746,987
ACSSF,2016m1,dc,000,0008,0000003,6322,203,214,203,1299,764,403,125,120,449,216,222,257,158,246,361,203,112,805,124,265,605,983,203,113,498,203,203,328,203,516,74,964,862,1012,2714,70,984,246,1230,566,2729,203,489,98,697,178,448,3248,205,2084,197,574,98,75,203,183,230,718,203,2089,526,598,1739,453,1314,1447,176,280,568,88,203,864,117,395,191,79,246,347,203,84,203,62,203,203,203,394,368,794,552,407,634,746,987,144,148,75,203,333,203,344,908,160,169,267,203,121,3950,6322,1299,764,983,516,964,862,2714,984,1230,566,2729,489,697,3248,2084,574,718,2089,526,1739,1314,1447,568,864,794,552,634,746,987
ACSSF,2016m1,dc,000,0008,0000004,6322,203,214,203,1299,764,403,125,120,449,216,222,257,158,246,361,203,112,805,124,265,605,983,203,113,498,203,203,328,203,516,74,964,862,1012,2714,70,984,246,1230,566,2729,203,489,98,697,178,448,3248,205,2084,197,574,98,75,203,183,230,718,203,2089,526,598,1739,453,1314,1447,176,280,568,88,203,864,117,395,191,79,246,347,203,84,203,62,203,203,203,394,368,794,552,407,634,746,987,144,148,75,203,333,203,344,908,160,169,267,203,121,3950,6322,1299,764,983,516,964,862,2714,984,1230,566,2729,489,697,3248,2084,574,718,2089,526,1739,1314,1447,568,864,794,552,634,746,987
ACSSF,2016m1,dc,000,0008,0000005,6322,203,214,203,1299,764,403,125,120,449,216,222,257,158,246,361,203,112,805,124,265,605,983,203,113,498,203,203,328,203,516,74,964,862,1012,2714,70,984,246,1230,566,2729,203,489,98,697,178,448,3248,205,2084,197,574,98,75,203,183,230,718,203,2089,526,598,1739,453,1314,1447,176,280,568,88,203,864,117,395,191,79,246,347,203,84,203,62,203,203,203,394,368,794,552,407,634,746,987,144,148,75,203,333,203,344,908,160,169,267,203,121,3950,6322,1299,764,983,516,964,862,2714,984,1230,566,2729,489,697,3248,2084,574,718,2089,526,1739,1314,1447,568,864,794,552,634,746,987
ACSSF,2016m1,dc,000,0008,0000006,6322,203,214,203,1299,764,403,125,120,449,216,222,257,158,246,361,203,112,805,124,265,605,983,203,113,498,203,203,328,203,516,74,964,862,1012,2714,70,984,246,1230,566,2729,203,489,98,697,178,448,3248,205,2084,197,574,98,75,203,183,230,718,203,2089,526,598,1739,453,1314,1447,176,280,568,88,203,864,117,395,191,79,246,347,203,84,203,62,203,203,203,394,368,794,552,407,634,746,987,144,148,75,203,333,203,344,908,160,169,267,203,121,3950,6322,1299,764,983,516,964,862,2714,984,1230,566,2729,489,697,3248,2084,574,718,2089,526,1739,1314,1447,568,864,794,552,634,746,987
ACSSF,2016m1,dc,000,0008,0000007,6322,203,214,203,1299,764,403,125,120,449,216,222,257,158,246,361,203,112,805,124,265,605,983,203,113,498,203,203,328,203,516,74,964,862,1012,2714,70,984,246,1230,566,2729,203,489,98,697,178,448,3248,205,2084,197,574,98,75,203,183,230,718,203,2089,526,598,1739,453,1314,1447,176,280,568,88,203,864,117,395,191,79,246,347,203,84,203,62,203,203,203,394,368,794,552,407,634,746,987,144,148,75,203,333,203,344,908,160,169,267,203,121,3950,6322,1299,764,983,516,964,862,2714,984,1230,566,2729,489,697,3248,2084,574,718,2089,526,1739,1314,1447,568,864,794,552,634,746,987
ACSSF,2016m1,dc,000,0008,0000008,6322,203,214,203,1299,764,403,125,120,449,216,222,257,158,246,361,203,112,805,124,265,605,983,203,113,498,203,203,328,203,516,74,964,862,1012,2714,70,984,246,1230,566,2729,203,489,98,697,178,448,3248,205,2084,197,574,98,75,203,183,230,718,203,2089,526,598,1739,453,1314,1447,176,280,568,88,203,864,117,395,191,79,246,347,203,84,203,62,203,203,203,394,368,794,552,407,634,746,987,144,148,75,203,333,203,344,908,160,169,267,203,121,3950,6322,1299,764,983,516,964,862,2714,984,1230,566,2729,489,697,3248,2084,574,718,2089,526,1739,1314,1447,568,864,794,552,634,746,987
ACSSF,2016m1,dc,000,0008,0000009,6322,203,214,203,1299,764,403,125,120,449,216,222,257,158,246,361,203,112,805,124,265,605,983,203,113,498,203,203,328,203,516,74,964,862,1012,2714,70,984,246,1230,566,2729,203,489,98,697,178,448,3248,205,2084,197,574,98,75,203,183,230,718,203,2089,526,598,1739,453,1314,1447,176,280,568,88,203,864,117,395,191,79,246,347,203,84,203,62,203,203,203,394,368,794,552,407,634,746,987,144,148,75,203,333,203,344,908,160,169,267,203,121,3950,6322,1299,764,983,516,964,862,2714,984,1230,566,2729,489,697,3248,2084,574,718,2089,526,1739,1314,1447,568,864,794,552,634,746,987
ACSSF,2016m1,dc,000,0008,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3176,590,458,340,191,587,538,1797,651,758,293,1457,269,579,1655,1171,263,407,1089,369,778,900,875,391,382,338,223,229,464,527
