ACSSF,2015m1,dc,000,0046,0000001,2627,1845,932,1084,2627,2021,1670,1390,1780,6028,6522,15437,219,2251,1797,233,1264,603,608,777,1402,2240,2251,1797,705,490,553,1642,1187,760,1402,1052,909,,,,,,,,1780,1209,936,687,1326,997,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,940,696,479,463,662,1948,1569,1059,821,1311,2251,1718,1166,916,689,1279,1303,1225,655,646,485,2251,1692,1119,887,708,1261,1384,677,672,658,56,236,778,678,282,611,354,2251,966,859,442,706,612,1553,1079,962,479,1062,2251,1789,1602,955,844,1028,1130,764,676,399,880,2251,1788,1509,1038,741,1065,1174,800,557,503,897,2251,647,531,451,193,430,2137,1733,1094,911,1362,3030,1648,1180,547,1062,1144,3345
ACSSF,2015m1,dc,000,0046,0000002,2627,1845,932,1084,2627,2021,1670,1390,1780,6028,6522,15437,219,2251,1797,233,1264,603,608,777,1402,2240,2251,1797,705,490,553,1642,1187,760,1402,1052,909,,,,,,,,1780,1209,936,687,1326,997,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,940,696,479,463,662,1948,1569,1059,821,1311,2251,1718,1166,916,689,1279,1303,1225,655,646,485,2251,1692,1119,887,708,1261,1384,677,672,658,56,236,778,678,282,611,354,2251,966,859,442,706,612,1553,1079,962,479,1062,2251,1789,1602,955,844,1028,1130,764,676,399,880,2251,1788,1509,1038,741,1065,1174,800,557,503,897,2251,647,531,451,193,430,2137,1733,1094,911,1362,3030,1648,1180,547,1062,1144,3345
ACSSF,2015m1,dc,000,0046,0000003,2627,1845,932,1084,2627,2021,1670,1390,1780,6028,6522,15437,219,2251,1797,233,1264,603,608,777,1402,2240,2251,1797,705,490,553,1642,1187,760,1402,1052,909,,,,,,,,1780,1209,936,687,1326,997,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,940,696,479,463,662,1948,1569,1059,821,1311,2251,1718,1166,916,689,1279,1303,1225,655,646,485,2251,1692,1119,887,708,1261,1384,677,672,658,56,236,778,678,282,611,354,2251,966,859,442,706,612,1553,1079,962,479,1062,2251,1789,1602,955,844,1028,1130,764,676,399,880,2251,1788,1509,1038,741,1065,1174,800,557,503,897,2251,647,531,451,193,430,2137,1733,1094,911,1362,3030,1648,1180,547,1062,1144,3345
ACSSF,2015m1,dc,000,0046,0000004,2627,1845,932,1084,2627,2021,1670,1390,1780,6028,6522,15437,219,2251,1797,233,1264,603,608,777,1402,2240,2251,1797,705,490,553,1642,1187,760,1402,1052,909,,,,,,,,1780,1209,936,687,1326,997,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,940,696,479,463,662,1948,1569,1059,821,1311,2251,1718,1166,916,689,1279,1303,1225,655,646,485,2251,1692,1119,887,708,1261,1384,677,672,658,56,236,778,678,282,611,354,2251,966,859,442,706,612,1553,1079,962,479,1062,2251,1789,1602,955,844,1028,1130,764,676,399,880,2251,1788,1509,1038,741,1065,1174,800,557,503,897,2251,647,531,451,193,430,2137,1733,1094,911,1362,3030,1648,1180,547,1062,1144,3345
ACSSF,2015m1,dc,000,0046,0000005,2627,1845,932,1084,2627,2021,1670,1390,1780,6028,6522,15437,219,2251,1797,233,1264,603,608,777,1402,2240,2251,1797,705,490,553,1642,1187,760,1402,1052,909,,,,,,,,1780,1209,936,687,1326,997,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,940,696,479,463,662,1948,1569,1059,821,1311,2251,1718,1166,916,689,1279,1303,1225,655,646,485,2251,1692,1119,887,708,1261,1384,677,672,658,56,236,778,678,282,611,354,2251,966,859,442,706,612,1553,1079,962,479,1062,2251,1789,1602,955,844,1028,1130,764,676,399,880,2251,1788,1509,1038,741,1065,1174,800,557,503,897,2251,647,531,451,193,430,2137,1733,1094,911,1362,3030,1648,1180,547,1062,1144,3345
ACSSF,2015m1,dc,000,0046,0000006,2627,1845,932,1084,2627,2021,1670,1390,1780,6028,6522,15437,219,2251,1797,233,1264,603,608,777,1402,2240,2251,1797,705,490,553,1642,1187,760,1402,1052,909,,,,,,,,1780,1209,936,687,1326,997,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,940,696,479,463,662,1948,1569,1059,821,1311,2251,1718,1166,916,689,1279,1303,1225,655,646,485,2251,1692,1119,887,708,1261,1384,677,672,658,56,236,778,678,282,611,354,2251,966,859,442,706,612,1553,1079,962,479,1062,2251,1789,1602,955,844,1028,1130,764,676,399,880,2251,1788,1509,1038,741,1065,1174,800,557,503,897,2251,647,531,451,193,430,2137,1733,1094,911,1362,3030,1648,1180,547,1062,1144,3345
ACSSF,2015m1,dc,000,0046,0000007,2627,1845,932,1084,2627,2021,1670,1390,1780,6028,6522,15437,219,2251,1797,233,1264,603,608,777,1402,2240,2251,1797,705,490,553,1642,1187,760,1402,1052,909,,,,,,,,1780,1209,936,687,1326,997,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,940,696,479,463,662,1948,1569,1059,821,1311,2251,1718,1166,916,689,1279,1303,1225,655,646,485,2251,1692,1119,887,708,1261,1384,677,672,658,56,236,778,678,282,611,354,2251,966,859,442,706,612,1553,1079,962,479,1062,2251,1789,1602,955,844,1028,1130,764,676,399,880,2251,1788,1509,1038,741,1065,1174,800,557,503,897,2251,647,531,451,193,430,2137,1733,1094,911,1362,3030,1648,1180,547,1062,1144,3345
ACSSF,2015m1,dc,000,0046,0000008,2627,1845,932,1084,2627,2021,1670,1390,1780,6028,6522,15437,219,2251,1797,233,1264,603,608,777,1402,2240,2251,1797,705,490,553,1642,1187,760,1402,1052,909,,,,,,,,1780,1209,936,687,1326,997,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,940,696,479,463,662,1948,1569,1059,821,1311,2251,1718,1166,916,689,1279,1303,1225,655,646,485,2251,1692,1119,887,708,1261,1384,677,672,658,56,236,778,678,282,611,354,2251,966,859,442,706,612,1553,1079,962,479,1062,2251,1789,1602,955,844,1028,1130,764,676,399,880,2251,1788,1509,1038,741,1065,1174,800,557,503,897,2251,647,531,451,193,430,2137,1733,1094,911,1362,3030,1648,1180,547,1062,1144,3345
ACSSF,2015m1,dc,000,0046,0000009,2627,1845,932,1084,2627,2021,1670,1390,1780,6028,6522,15437,219,2251,1797,233,1264,603,608,777,1402,2240,2251,1797,705,490,553,1642,1187,760,1402,1052,909,,,,,,,,1780,1209,936,687,1326,997,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251,940,696,479,463,662,1948,1569,1059,821,1311,2251,1718,1166,916,689,1279,1303,1225,655,646,485,2251,1692,1119,887,708,1261,1384,677,672,658,56,236,778,678,282,611,354,2251,966,859,442,706,612,1553,1079,962,479,1062,2251,1789,1602,955,844,1028,1130,764,676,399,880,2251,1788,1509,1038,741,1065,1174,800,557,503,897,2251,647,531,451,193,430,2137,1733,1094,911,1362,3030,1648,1180,547,1062,1144,3345
ACSSF,2015m1,dc,000,0046,0000010,,,,,,,,,,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
