ACSSF,2015m1,dc,000,0028,0000001,8083,8482,6275,10621,7464,7860,5712,9246,5568,3071,1743,4426,189,189,189,189,6014,2144,690,5543,,,,,,,,,,,,,,,,,,,,,8006,9988,10732,7445,9651,9181,5615,2364,5202,189,189,189,6003,3615,4839,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000006,8083,8482,6275,10621,7464,7860,5712,9246,5568,3071,1743,4426,189,189,189,189,6014,2144,690,5543,,,,,,,,,,,,,,,,,,,,,8006,9988,10732,7445,9651,9181,5615,2364,5202,189,189,189,6003,3615,4839,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000007,8083,8482,6275,10621,7464,7860,5712,9246,5568,3071,1743,4426,189,189,189,189,6014,2144,690,5543,,,,,,,,,,,,,,,,,,,,,8006,9988,10732,7445,9651,9181,5615,2364,5202,189,189,189,6003,3615,4839,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000008,8083,8482,6275,10621,7464,7860,5712,9246,5568,3071,1743,4426,189,189,189,189,6014,2144,690,5543,,,,,,,,,,,,,,,,,,,,,8006,9988,10732,7445,9651,9181,5615,2364,5202,189,189,189,6003,3615,4839,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0028,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
