ACSSF,2016m1,dc,000,0113,0000001,1579,1191,1191,.,1255,10167,27155,3025,4592,9370,13172,6568,16147,11019,20257,3252,3319,260508,2259,4419,6119,4190,2052,11619,2384,6831,3054,3866,.,.,.,1310,44385,30648,6457,3767,10748,12271,20255,21651,19305,19618,3275,1896,290865,1266,5975,8000,3813,2318,12198,3789,9342,5841,1368,881,881,.,12689,25390,22048,3894,12787,11803,33682,9834,12715,27767,15662,5924,4122,432345,2391,5400,4237,6400,2036,20927,1802,7413,7529,5549,3863,137,137,203,1870,627,920,1758,1704,1619,584,1122,1908,1462,1321,3054,2728,247,1436,2901,2123,1772,2241,1302,1858,2401,2725,3401,483,483,203,355,651,174,1412,1121,1074,226,1346,1569,1197,1063,2985,2540,165,1627,3285,2558,2378,1992,1007,2085,1989,2840
ACSSF,2016m1,dc,000,0113,0000002,1579,1191,1191,.,1255,10167,27155,3025,4592,9370,13172,6568,16147,11019,20257,3252,3319,260508,2259,4419,6119,4190,2052,11619,2384,6831,3054,3866,.,.,.,1310,44385,30648,6457,3767,10748,12271,20255,21651,19305,19618,3275,1896,290865,1266,5975,8000,3813,2318,12198,3789,9342,5841,1368,881,881,.,12689,25390,22048,3894,12787,11803,33682,9834,12715,27767,15662,5924,4122,432345,2391,5400,4237,6400,2036,20927,1802,7413,7529,5549,3863,137,137,203,1870,627,920,1758,1704,1619,584,1122,1908,1462,1321,3054,2728,247,1436,2901,2123,1772,2241,1302,1858,2401,2725,3401,483,483,203,355,651,174,1412,1121,1074,226,1346,1569,1197,1063,2985,2540,165,1627,3285,2558,2378,1992,1007,2085,1989,2840
ACSSF,2016m1,dc,000,0113,0000003,1579,1191,1191,.,1255,10167,27155,3025,4592,9370,13172,6568,16147,11019,20257,3252,3319,260508,2259,4419,6119,4190,2052,11619,2384,6831,3054,3866,.,.,.,1310,44385,30648,6457,3767,10748,12271,20255,21651,19305,19618,3275,1896,290865,1266,5975,8000,3813,2318,12198,3789,9342,5841,1368,881,881,.,12689,25390,22048,3894,12787,11803,33682,9834,12715,27767,15662,5924,4122,432345,2391,5400,4237,6400,2036,20927,1802,7413,7529,5549,3863,137,137,203,1870,627,920,1758,1704,1619,584,1122,1908,1462,1321,3054,2728,247,1436,2901,2123,1772,2241,1302,1858,2401,2725,3401,483,483,203,355,651,174,1412,1121,1074,226,1346,1569,1197,1063,2985,2540,165,1627,3285,2558,2378,1992,1007,2085,1989,2840
ACSSF,2016m1,dc,000,0113,0000004,1579,1191,1191,.,1255,10167,27155,3025,4592,9370,13172,6568,16147,11019,20257,3252,3319,260508,2259,4419,6119,4190,2052,11619,2384,6831,3054,3866,.,.,.,1310,44385,30648,6457,3767,10748,12271,20255,21651,19305,19618,3275,1896,290865,1266,5975,8000,3813,2318,12198,3789,9342,5841,1368,881,881,.,12689,25390,22048,3894,12787,11803,33682,9834,12715,27767,15662,5924,4122,432345,2391,5400,4237,6400,2036,20927,1802,7413,7529,5549,3863,137,137,203,1870,627,920,1758,1704,1619,584,1122,1908,1462,1321,3054,2728,247,1436,2901,2123,1772,2241,1302,1858,2401,2725,3401,483,483,203,355,651,174,1412,1121,1074,226,1346,1569,1197,1063,2985,2540,165,1627,3285,2558,2378,1992,1007,2085,1989,2840
ACSSF,2016m1,dc,000,0113,0000005,1579,1191,1191,.,1255,10167,27155,3025,4592,9370,13172,6568,16147,11019,20257,3252,3319,260508,2259,4419,6119,4190,2052,11619,2384,6831,3054,3866,.,.,.,1310,44385,30648,6457,3767,10748,12271,20255,21651,19305,19618,3275,1896,290865,1266,5975,8000,3813,2318,12198,3789,9342,5841,1368,881,881,.,12689,25390,22048,3894,12787,11803,33682,9834,12715,27767,15662,5924,4122,432345,2391,5400,4237,6400,2036,20927,1802,7413,7529,5549,3863,137,137,203,1870,627,920,1758,1704,1619,584,1122,1908,1462,1321,3054,2728,247,1436,2901,2123,1772,2241,1302,1858,2401,2725,3401,483,483,203,355,651,174,1412,1121,1074,226,1346,1569,1197,1063,2985,2540,165,1627,3285,2558,2378,1992,1007,2085,1989,2840
ACSSF,2016m1,dc,000,0113,0000006,1579,1191,1191,.,1255,10167,27155,3025,4592,9370,13172,6568,16147,11019,20257,3252,3319,260508,2259,4419,6119,4190,2052,11619,2384,6831,3054,3866,.,.,.,1310,44385,30648,6457,3767,10748,12271,20255,21651,19305,19618,3275,1896,290865,1266,5975,8000,3813,2318,12198,3789,9342,5841,1368,881,881,.,12689,25390,22048,3894,12787,11803,33682,9834,12715,27767,15662,5924,4122,432345,2391,5400,4237,6400,2036,20927,1802,7413,7529,5549,3863,137,137,203,1870,627,920,1758,1704,1619,584,1122,1908,1462,1321,3054,2728,247,1436,2901,2123,1772,2241,1302,1858,2401,2725,3401,483,483,203,355,651,174,1412,1121,1074,226,1346,1569,1197,1063,2985,2540,165,1627,3285,2558,2378,1992,1007,2085,1989,2840
ACSSF,2016m1,dc,000,0113,0000007,1579,1191,1191,.,1255,10167,27155,3025,4592,9370,13172,6568,16147,11019,20257,3252,3319,260508,2259,4419,6119,4190,2052,11619,2384,6831,3054,3866,.,.,.,1310,44385,30648,6457,3767,10748,12271,20255,21651,19305,19618,3275,1896,290865,1266,5975,8000,3813,2318,12198,3789,9342,5841,1368,881,881,.,12689,25390,22048,3894,12787,11803,33682,9834,12715,27767,15662,5924,4122,432345,2391,5400,4237,6400,2036,20927,1802,7413,7529,5549,3863,137,137,203,1870,627,920,1758,1704,1619,584,1122,1908,1462,1321,3054,2728,247,1436,2901,2123,1772,2241,1302,1858,2401,2725,3401,483,483,203,355,651,174,1412,1121,1074,226,1346,1569,1197,1063,2985,2540,165,1627,3285,2558,2378,1992,1007,2085,1989,2840
ACSSF,2016m1,dc,000,0113,0000008,1579,1191,1191,.,1255,10167,27155,3025,4592,9370,13172,6568,16147,11019,20257,3252,3319,260508,2259,4419,6119,4190,2052,11619,2384,6831,3054,3866,.,.,.,1310,44385,30648,6457,3767,10748,12271,20255,21651,19305,19618,3275,1896,290865,1266,5975,8000,3813,2318,12198,3789,9342,5841,1368,881,881,.,12689,25390,22048,3894,12787,11803,33682,9834,12715,27767,15662,5924,4122,432345,2391,5400,4237,6400,2036,20927,1802,7413,7529,5549,3863,137,137,203,1870,627,920,1758,1704,1619,584,1122,1908,1462,1321,3054,2728,247,1436,2901,2123,1772,2241,1302,1858,2401,2725,3401,483,483,203,355,651,174,1412,1121,1074,226,1346,1569,1197,1063,2985,2540,165,1627,3285,2558,2378,1992,1007,2085,1989,2840
ACSSF,2016m1,dc,000,0113,0000009,1579,1191,1191,.,1255,10167,27155,3025,4592,9370,13172,6568,16147,11019,20257,3252,3319,260508,2259,4419,6119,4190,2052,11619,2384,6831,3054,3866,.,.,.,1310,44385,30648,6457,3767,10748,12271,20255,21651,19305,19618,3275,1896,290865,1266,5975,8000,3813,2318,12198,3789,9342,5841,1368,881,881,.,12689,25390,22048,3894,12787,11803,33682,9834,12715,27767,15662,5924,4122,432345,2391,5400,4237,6400,2036,20927,1802,7413,7529,5549,3863,137,137,203,1870,627,920,1758,1704,1619,584,1122,1908,1462,1321,3054,2728,247,1436,2901,2123,1772,2241,1302,1858,2401,2725,3401,483,483,203,355,651,174,1412,1121,1074,226,1346,1569,1197,1063,2985,2540,165,1627,3285,2558,2378,1992,1007,2085,1989,2840
ACSSF,2016m1,dc,000,0113,0000010,7835,.,.,.,67125,131894,.,57937,136234,.,.,23842,33063,62083,54104,15801,13742,.,23156,8178,24757,15083,12841,22067,27022,11799,13097,7152,.,.,.,68783,189287,.,37370,250358,.,.,79673,92580,94508,100059,13856,19741,.,62050,9236,29234,38232,15967,33618,30012,62062,67692,10171,.,.,.,.,112758,.,33582,.,.,.,32286,37509,56152,76066,16443,23072,.,8455,16627,25637,17241,8932,22281,12979,16021,6136,4328,2489,87,87,203,600,358,116,730,277,163,223,659,554,450,346,1202,1160,203,264,1277,883,876,765,670,396,804,1199,2897,466,466,203,144,294,203,295,141,141,203,861,813,499,632,1385,1261,160,505,1568,1361,985,704,488,628,914,1210
ACSSF,2016m1,dc,000,0113,0000011,5377,.,.,.,862,87152,44600,8062,2449,5792,3633,10290,8194,40135,12915,8724,10964,.,3759,7185,6336,8530,4133,18586,3485,15898,8315,6128,.,.,.,859,56851,44677,15137,7639,8925,10023,62656,16359,69336,2005,4955,18052,.,7026,8247,7529,18185,5717,33512,4371,22659,4873,6781,.,.,.,84208,.,.,3810,7844,11794,.,7933,12825,21056,34256,15850,15025,.,3385,16880,12756,10276,6603,15183,8246,18249,14343,4782,3345,203,203,203,1310,178,337,676,858,866,155,426,997,380,894,1497,1284,203,626,1146,829,744,1280,555,1198,832,1171,3133,115,115,203,186,214,82,549,552,528,165,576,616,455,413,1372,894,203,968,1316,896,1000,986,355,917,892,1163
ACSSF,2016m1,dc,000,0113,0000012,2445,.,.,.,53937,37649,48114,18517,13388,13558,144640,15494,31613,37187,30219,7071,8076,.,10092,7157,5653,15314,14396,5689,3890,8691,6214,4896,.,.,.,53937,24425,.,34705,24340,30763,221158,25897,52846,34859,37415,12407,8398,.,11258,12980,11214,29744,14505,9382,11585,18370,9359,4906,.,.,.,.,50720,.,31604,38784,42973,.,14921,37246,76123,40341,12220,7338,.,18992,7693,6313,15131,19292,11265,4148,10946,12137,3710,2668,74,74,203,640,201,184,702,730,779,205,475,616,587,206,1313,1055,203,847,918,815,563,799,454,670,802,1431,2621,203,203,203,203,235,101,543,360,341,79,453,690,560,383,864,822,56,322,1471,1019,1063,760,575,581,1021,1024
ACSSF,2016m1,dc,000,0113,0000013,1423,.,.,.,5695,18107,9717,1533,5830,2670,12710,24221,5160,9216,15456,6855,18994,.,4240,2332,14355,3175,1260,14880,2194,4449,7195,5682,.,.,.,8425,7165,9717,3601,16907,12492,18895,32826,6372,81838,4844,4995,44380,.,5386,15384,18993,21361,7977,10291,4976,10325,9238,1595,.,.,.,.,.,.,3179,1469,1377,.,29539,14572,10154,7929,15704,15612,.,7048,5129,10210,2279,5262,21487,5237,3335,13376,4550,2268,71,71,203,981,229,341,989,1112,972,454,205,853,230,815,1307,808,203,921,968,703,568,1151,553,986,861,885,3232,203,203,203,274,262,203,1092,769,762,124,528,513,463,231,1355,668,203,1154,1676,935,1412,1078,153,1095,812,1049
ACSSF,2016m1,dc,000,0113,0000014,3876,.,.,.,67740,17518,36550,12624,27535,24804,265483,26182,11725,14017,47466,7007,5570,290865,10915,10105,14723,11729,7168,10530,9600,7865,6040,5278,.,.,.,67740,38088,23138,14820,16971,11185,283661,25148,12003,12616,31024,3696,3346,290865,41960,24609,25539,36849,7476,10430,9303,10999,8089,6398,.,.,.,.,56627,.,8226,30133,30945,.,17212,23329,32971,14676,10256,7844,.,7532,8298,13611,17858,2509,15616,3096,12415,8359,5521,3616,203,203,203,531,459,776,746,574,557,156,649,1210,1128,603,1977,1913,247,469,1501,936,837,1482,569,1203,1566,1824,3394,203,203,203,203,483,113,588,483,481,45,699,797,685,432,1890,1897,203,523,1897,1326,1209,1233,574,1159,1095,1304
ACSSF,2016m1,dc,000,0113,0000015,1579,1191,1191,.,1255,10167,27155,3025,4592,9370,13172,6568,16147,11019,20257,3252,3319,260508,2259,4419,6119,4190,2052,11619,2384,6831,3054,3866,.,.,.,1310,44385,30648,6457,3767,10748,12271,20255,21651,19305,19618,3275,1896,290865,1266,5975,8000,3813,2318,12198,3789,9342,5841,1368,881,881,.,12689,25390,22048,3894,12787,11803,33682,9834,12715,27767,15662,5924,4122,432345,2391,5400,4237,6400,2036,20927,1802,7413,7529,5549,3863,137,137,203,1870,627,920,1758,1704,1619,584,1122,1908,1462,1321,3054,2728,247,1436,2901,2123,1772,2241,1302,1858,2401,2725,3401,483,483,203,355,651,174,1412,1121,1074,226,1346,1569,1197,1063,2985,2540,165,1627,3285,2558,2378,1992,1007,2085,1989,2840
