ACSSF,2015m1,dc,000,0008,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974,1361,646,695,682,497,1097,2409,1445,1508,1237,3605,831,534,3127,1947,579,783,1297,457,1273,601,1857,598,789,1196,589,773,809,871
ACSSF,2015m1,dc,000,0008,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974,1361,646,695,682,497,1097,2409,1445,1508,1237,3605,831,534,3127,1947,579,783,1297,457,1273,601,1857,598,789,1196,589,773,809,871
ACSSF,2015m1,dc,000,0008,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974,1361,646,695,682,497,1097,2409,1445,1508,1237,3605,831,534,3127,1947,579,783,1297,457,1273,601,1857,598,789,1196,589,773,809,871
ACSSF,2015m1,dc,000,0008,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974,1361,646,695,682,497,1097,2409,1445,1508,1237,3605,831,534,3127,1947,579,783,1297,457,1273,601,1857,598,789,1196,589,773,809,871
ACSSF,2015m1,dc,000,0008,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974,1361,646,695,682,497,1097,2409,1445,1508,1237,3605,831,534,3127,1947,579,783,1297,457,1273,601,1857,598,789,1196,589,773,809,871
ACSSF,2015m1,dc,000,0008,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974,1361,646,695,682,497,1097,2409,1445,1508,1237,3605,831,534,3127,1947,579,783,1297,457,1273,601,1857,598,789,1196,589,773,809,871
ACSSF,2015m1,dc,000,0008,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974,1361,646,695,682,497,1097,2409,1445,1508,1237,3605,831,534,3127,1947,579,783,1297,457,1273,601,1857,598,789,1196,589,773,809,871
ACSSF,2015m1,dc,000,0008,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974,1361,646,695,682,497,1097,2409,1445,1508,1237,3605,831,534,3127,1947,579,783,1297,457,1273,601,1857,598,789,1196,589,773,809,871
ACSSF,2015m1,dc,000,0008,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974,1361,646,695,682,497,1097,2409,1445,1508,1237,3605,831,534,3127,1947,579,783,1297,457,1273,601,1857,598,789,1196,589,773,809,871
ACSSF,2015m1,dc,000,0008,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747,457,280,374,256,195,913,1626,541,847,1135,1926,637,298,1956,959,406,361,674,407,1042,224,1370,237,106,825,470,300,484,200
ACSSF,2015m1,dc,000,0008,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2158,300,492,476,360,182,170,661,733,342,202,1214,219,190,1100,929,215,311,455,141,333,358,242,314,564,394,204,261,259,639
ACSSF,2015m1,dc,000,0008,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207,547,214,205,98,366,454,893,469,511,308,1024,149,152,1072,570,178,370,471,106,394,350,484,121,292,329,169,262,356,460
ACSSF,2015m1,dc,000,0008,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2015m1,dc,000,0008,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3033,727,322,404,422,198,526,1185,832,1046,241,1738,397,302,1664,1295,255,484,787,253,650,255,546,418,344,569,139,458,459,349
ACSSF,2015m1,dc,000,0008,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5974,1361,646,695,682,497,1097,2409,1445,1508,1237,3605,831,534,3127,1947,579,783,1297,457,1273,601,1857,598,789,1196,589,773,809,871
