ACSSF,2016m1,dc,000,0085,0000001,669305426,471827249,413951659,394833353,108307917,299170155,290031214,66019984,471531085,462117419,308580759,373539568,221867164,207184623,75621166,1813,2925,2049,9598,9750,,4998,7194,3188,3441,1234968388,831497114,645460193,18476775,263283207,,197783645,140447684,790363721,256087179,355,444,3913,203,3913,213,88,538,284,599,324,603,734,711,854,1448,1433,1202,1586,1100,1331,1808,1910,2728,2950,3991,2987,3287,1969,1578,1448,1832,1488,863,1303,762,1141,470,1009,681,540,712,575,774,834,657,983,1260,458,3810,203,3810,203,66,333,162,770,519,1108,579,1326,686,1671,1271,1231,1293,1394,1286,1573,1654,1899,2966,3796,3123,4735,1806,1792,1673,1909,1891,1017,1718,1192,1356,844,1250,1297,1178,850,798,691,926,1000,851,1189,919,1334,2662,1160,2038,1845,878
ACSSF,2016m1,dc,000,0085,0000002,669305426,471827249,413951659,394833353,108307917,299170155,290031214,66019984,471531085,462117419,308580759,373539568,221867164,207184623,75621166,1813,2925,2049,9598,9750,,4998,7194,3188,3441,1234968388,831497114,645460193,18476775,263283207,,197783645,140447684,790363721,256087179,355,444,3913,203,3913,213,88,538,284,599,324,603,734,711,854,1448,1433,1202,1586,1100,1331,1808,1910,2728,2950,3991,2987,3287,1969,1578,1448,1832,1488,863,1303,762,1141,470,1009,681,540,712,575,774,834,657,983,1260,458,3810,203,3810,203,66,333,162,770,519,1108,579,1326,686,1671,1271,1231,1293,1394,1286,1573,1654,1899,2966,3796,3123,4735,1806,1792,1673,1909,1891,1017,1718,1192,1356,844,1250,1297,1178,850,798,691,926,1000,851,1189,919,1334,2662,1160,2038,1845,878
ACSSF,2016m1,dc,000,0085,0000003,669305426,471827249,413951659,394833353,108307917,299170155,290031214,66019984,471531085,462117419,308580759,373539568,221867164,207184623,75621166,1813,2925,2049,9598,9750,,4998,7194,3188,3441,1234968388,831497114,645460193,18476775,263283207,,197783645,140447684,790363721,256087179,355,444,3913,203,3913,213,88,538,284,599,324,603,734,711,854,1448,1433,1202,1586,1100,1331,1808,1910,2728,2950,3991,2987,3287,1969,1578,1448,1832,1488,863,1303,762,1141,470,1009,681,540,712,575,774,834,657,983,1260,458,3810,203,3810,203,66,333,162,770,519,1108,579,1326,686,1671,1271,1231,1293,1394,1286,1573,1654,1899,2966,3796,3123,4735,1806,1792,1673,1909,1891,1017,1718,1192,1356,844,1250,1297,1178,850,798,691,926,1000,851,1189,919,1334,2662,1160,2038,1845,878
ACSSF,2016m1,dc,000,0085,0000004,669305426,471827249,413951659,394833353,108307917,299170155,290031214,66019984,471531085,462117419,308580759,373539568,221867164,207184623,75621166,1813,2925,2049,9598,9750,,4998,7194,3188,3441,1234968388,831497114,645460193,18476775,263283207,,197783645,140447684,790363721,256087179,355,444,3913,203,3913,213,88,538,284,599,324,603,734,711,854,1448,1433,1202,1586,1100,1331,1808,1910,2728,2950,3991,2987,3287,1969,1578,1448,1832,1488,863,1303,762,1141,470,1009,681,540,712,575,774,834,657,983,1260,458,3810,203,3810,203,66,333,162,770,519,1108,579,1326,686,1671,1271,1231,1293,1394,1286,1573,1654,1899,2966,3796,3123,4735,1806,1792,1673,1909,1891,1017,1718,1192,1356,844,1250,1297,1178,850,798,691,926,1000,851,1189,919,1334,2662,1160,2038,1845,878
ACSSF,2016m1,dc,000,0085,0000005,669305426,471827249,413951659,394833353,108307917,299170155,290031214,66019984,471531085,462117419,308580759,373539568,221867164,207184623,75621166,1813,2925,2049,9598,9750,,4998,7194,3188,3441,1234968388,831497114,645460193,18476775,263283207,,197783645,140447684,790363721,256087179,355,444,3913,203,3913,213,88,538,284,599,324,603,734,711,854,1448,1433,1202,1586,1100,1331,1808,1910,2728,2950,3991,2987,3287,1969,1578,1448,1832,1488,863,1303,762,1141,470,1009,681,540,712,575,774,834,657,983,1260,458,3810,203,3810,203,66,333,162,770,519,1108,579,1326,686,1671,1271,1231,1293,1394,1286,1573,1654,1899,2966,3796,3123,4735,1806,1792,1673,1909,1891,1017,1718,1192,1356,844,1250,1297,1178,850,798,691,926,1000,851,1189,919,1334,2662,1160,2038,1845,878
ACSSF,2016m1,dc,000,0085,0000006,669305426,471827249,413951659,394833353,108307917,299170155,290031214,66019984,471531085,462117419,308580759,373539568,221867164,207184623,75621166,1813,2925,2049,9598,9750,,4998,7194,3188,3441,1234968388,831497114,645460193,18476775,263283207,,197783645,140447684,790363721,256087179,355,444,3913,203,3913,213,88,538,284,599,324,603,734,711,854,1448,1433,1202,1586,1100,1331,1808,1910,2728,2950,3991,2987,3287,1969,1578,1448,1832,1488,863,1303,762,1141,470,1009,681,540,712,575,774,834,657,983,1260,458,3810,203,3810,203,66,333,162,770,519,1108,579,1326,686,1671,1271,1231,1293,1394,1286,1573,1654,1899,2966,3796,3123,4735,1806,1792,1673,1909,1891,1017,1718,1192,1356,844,1250,1297,1178,850,798,691,926,1000,851,1189,919,1334,2662,1160,2038,1845,878
ACSSF,2016m1,dc,000,0085,0000007,669305426,471827249,413951659,394833353,108307917,299170155,290031214,66019984,471531085,462117419,308580759,373539568,221867164,207184623,75621166,1813,2925,2049,9598,9750,,4998,7194,3188,3441,1234968388,831497114,645460193,18476775,263283207,,197783645,140447684,790363721,256087179,355,444,3913,203,3913,213,88,538,284,599,324,603,734,711,854,1448,1433,1202,1586,1100,1331,1808,1910,2728,2950,3991,2987,3287,1969,1578,1448,1832,1488,863,1303,762,1141,470,1009,681,540,712,575,774,834,657,983,1260,458,3810,203,3810,203,66,333,162,770,519,1108,579,1326,686,1671,1271,1231,1293,1394,1286,1573,1654,1899,2966,3796,3123,4735,1806,1792,1673,1909,1891,1017,1718,1192,1356,844,1250,1297,1178,850,798,691,926,1000,851,1189,919,1334,2662,1160,2038,1845,878
ACSSF,2016m1,dc,000,0085,0000008,669305426,471827249,413951659,394833353,108307917,299170155,290031214,66019984,471531085,462117419,308580759,373539568,221867164,207184623,75621166,1813,2925,2049,9598,9750,,4998,7194,3188,3441,1234968388,831497114,645460193,18476775,263283207,,197783645,140447684,790363721,256087179,355,444,3913,203,3913,213,88,538,284,599,324,603,734,711,854,1448,1433,1202,1586,1100,1331,1808,1910,2728,2950,3991,2987,3287,1969,1578,1448,1832,1488,863,1303,762,1141,470,1009,681,540,712,575,774,834,657,983,1260,458,3810,203,3810,203,66,333,162,770,519,1108,579,1326,686,1671,1271,1231,1293,1394,1286,1573,1654,1899,2966,3796,3123,4735,1806,1792,1673,1909,1891,1017,1718,1192,1356,844,1250,1297,1178,850,798,691,926,1000,851,1189,919,1334,2662,1160,2038,1845,878
ACSSF,2016m1,dc,000,0085,0000009,669305426,471827249,413951659,394833353,108307917,299170155,290031214,66019984,471531085,462117419,308580759,373539568,221867164,207184623,75621166,1813,2925,2049,9598,9750,,4998,7194,3188,3441,1234968388,831497114,645460193,18476775,263283207,,197783645,140447684,790363721,256087179,355,444,3913,203,3913,213,88,538,284,599,324,603,734,711,854,1448,1433,1202,1586,1100,1331,1808,1910,2728,2950,3991,2987,3287,1969,1578,1448,1832,1488,863,1303,762,1141,470,1009,681,540,712,575,774,834,657,983,1260,458,3810,203,3810,203,66,333,162,770,519,1108,579,1326,686,1671,1271,1231,1293,1394,1286,1573,1654,1899,2966,3796,3123,4735,1806,1792,1673,1909,1891,1017,1718,1192,1356,844,1250,1297,1178,850,798,691,926,1000,851,1189,919,1334,2662,1160,2038,1845,878
ACSSF,2016m1,dc,000,0085,0000010,449096909,273451275,250877249,243362420,54447407,160829309,163518665,42038072,348757871,336475239,149253695,315754090,125586454,113896536,57533976,6565,7788,11123,11009,11269,,72127,14279,,,748488421,719575667,94828546,8990012,97233184,,86986067,81645766,725703321,138801195,4922,2596,2011,203,2011,87,203,203,203,115,192,134,203,79,166,501,239,182,256,292,169,811,761,1057,1398,2169,1004,2156,1208,607,745,332,557,131,629,124,499,232,388,281,163,222,349,237,394,354,459,754,3637,2012,203,2012,203,203,203,203,400,164,347,191,456,131,341,338,358,477,314,515,500,759,726,1416,3241,887,3019,718,1027,666,505,767,298,599,554,533,437,533,1149,682,429,573,316,388,478,576,776,7148,8264,27758,6520,7506,9019,4006
