ACSSF,2010m1,dc,000,0051,0000001,383,6086,6763,3977,5891,5042,3503,1905,1729,886,1645,1673,738,3331,3262,1178,1028,6259,3974,4559,4292,2019,3274,3602,4632,3990,2351,3567,5891,3456,3208,3166,1015,1605,3368,2819,2690,844,1805,1909,1257,1037,938,469,705,1478,1405,1218,502,775,1645,982,479,391,316,885,1332,680,668,152,1322,3331,2196,1788,1625,741,1200,2425,1880,1709,728,1375,1.7,0.8,,,,,,,,,,,,,,,,,,,383,725,3853,3754,1310,3666,726,3577,3641,1054,3478,383,725,3853,3754,205,3760,726,3577,3641,540,3757,383,725,3853,3754,638,3703,726,3577,3641,808,3672,1.1,1.5,1.9,2.3,7.7,1.1,1.7,4.5,3.1,383,725,3853,3754,3959,2049,686,726,3577,3641,4211,2099,837
ACSSF,2010m1,dc,000,0051,0000002,383,6086,6763,3977,5891,5042,3503,1905,1729,886,1645,1673,738,3331,3262,1178,1028,6259,3974,4559,4292,2019,3274,3602,4632,3990,2351,3567,5891,3456,3208,3166,1015,1605,3368,2819,2690,844,1805,1909,1257,1037,938,469,705,1478,1405,1218,502,775,1645,982,479,391,316,885,1332,680,668,152,1322,3331,2196,1788,1625,741,1200,2425,1880,1709,728,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0051,0000003,383,6086,6763,3977,5891,5042,3503,1905,1729,886,1645,1673,738,3331,3262,1178,1028,6259,3974,4559,4292,2019,3274,3602,4632,3990,2351,3567,5891,3456,3208,3166,1015,1605,3368,2819,2690,844,1805,1909,1257,1037,938,469,705,1478,1405,1218,502,775,1645,982,479,391,316,885,1332,680,668,152,1322,3331,2196,1788,1625,741,1200,2425,1880,1709,728,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0051,0000004,383,6086,6763,3977,5891,5042,3503,1905,1729,886,1645,1673,738,3331,3262,1178,1028,6259,3974,4559,4292,2019,3274,3602,4632,3990,2351,3567,5891,3456,3208,3166,1015,1605,3368,2819,2690,844,1805,1909,1257,1037,938,469,705,1478,1405,1218,502,775,1645,982,479,391,316,885,1332,680,668,152,1322,3331,2196,1788,1625,741,1200,2425,1880,1709,728,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0051,0000005,383,6086,6763,3977,5891,5042,3503,1905,1729,886,1645,1673,738,3331,3262,1178,1028,6259,3974,4559,4292,2019,3274,3602,4632,3990,2351,3567,5891,3456,3208,3166,1015,1605,3368,2819,2690,844,1805,1909,1257,1037,938,469,705,1478,1405,1218,502,775,1645,982,479,391,316,885,1332,680,668,152,1322,3331,2196,1788,1625,741,1200,2425,1880,1709,728,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0051,0000006,383,6086,6763,3977,5891,5042,3503,1905,1729,886,1645,1673,738,3331,3262,1178,1028,6259,3974,4559,4292,2019,3274,3602,4632,3990,2351,3567,5891,3456,3208,3166,1015,1605,3368,2819,2690,844,1805,1909,1257,1037,938,469,705,1478,1405,1218,502,775,1645,982,479,391,316,885,1332,680,668,152,1322,3331,2196,1788,1625,741,1200,2425,1880,1709,728,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0051,0000007,383,6086,6763,3977,5891,5042,3503,1905,1729,886,1645,1673,738,3331,3262,1178,1028,6259,3974,4559,4292,2019,3274,3602,4632,3990,2351,3567,5891,3456,3208,3166,1015,1605,3368,2819,2690,844,1805,1909,1257,1037,938,469,705,1478,1405,1218,502,775,1645,982,479,391,316,885,1332,680,668,152,1322,3331,2196,1788,1625,741,1200,2425,1880,1709,728,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0051,0000008,383,6086,6763,3977,5891,5042,3503,1905,1729,886,1645,1673,738,3331,3262,1178,1028,6259,3974,4559,4292,2019,3274,3602,4632,3990,2351,3567,5891,3456,3208,3166,1015,1605,3368,2819,2690,844,1805,1909,1257,1037,938,469,705,1478,1405,1218,502,775,1645,982,479,391,316,885,1332,680,668,152,1322,3331,2196,1788,1625,741,1200,2425,1880,1709,728,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0051,0000009,383,6086,6763,3977,5891,5042,3503,1905,1729,886,1645,1673,738,3331,3262,1178,1028,6259,3974,4559,4292,2019,3274,3602,4632,3990,2351,3567,5891,3456,3208,3166,1015,1605,3368,2819,2690,844,1805,1909,1257,1037,938,469,705,1478,1405,1218,502,775,1645,982,479,391,316,885,1332,680,668,152,1322,3331,2196,1788,1625,741,1200,2425,1880,1709,728,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0051,0000010,4695,3529,3638,1318,3332,2743,1959,738,535,610,890,843,397,1289,1230,543,4672,3488,2621,2631,2614,363,1515,2528,2081,2088,315,1513,3332,1624,1622,1604,327,722,1996,1778,1739,214,1233,738,399,402,373,110,95,632,623,596,339,139,890,211,163,163,292,138,870,307,307,292,816,1289,734,602,602,292,332,913,730,659,324,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
