ACSSF,2010m1,dc,000,0006,0000001,581,1637,2723,3242,4199,9787,8510,13118,3484,3040,11731,8709,1573,1780,8055,5383,484,811,5353,9067,2404,2240,7836,3512,1216,795,3431,2836,685,377,2563,2019,704,311,1783,13175,8590,7524,5587,2914,3398,1582,8747,6656,4184,3967,2300,2587,910,5382,4295,1907,1939,1500,895,452,9040,5632,4249,4338,1445,1350,436,3583,3011,1188,1427,424,473,155,2808,2189,1032,590,731,601,273,2071,1556,848,815,273,369,719,13118,3484,3040,11731,8709,1573,1780,8055,5383,484,811,5353,9067,2404,2240,7836,4502,1355,852,4233,2019,704,311,1783,13175,8590,7524,5587,2914,3398,1582,8747,6656,4184,3967,2300,2587,910,5382,4295,1907,1939,1500,895,452,9040,5632,4249,4338,1445,1350,436,4524,3734,1424,1530,850,774,155,2071,1556,848,815,273,369,719
ACSSF,2010m1,dc,000,0006,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0006,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0006,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0006,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0006,0000006,581,1637,2723,3242,4199,9787,8510,13118,3484,3040,11731,8709,1573,1780,8055,5383,484,811,5353,9067,2404,2240,7836,3512,1216,795,3431,2836,685,377,2563,2019,704,311,1783,13175,8590,7524,5587,2914,3398,1582,8747,6656,4184,3967,2300,2587,910,5382,4295,1907,1939,1500,895,452,9040,5632,4249,4338,1445,1350,436,3583,3011,1188,1427,424,473,155,2808,2189,1032,590,731,601,273,2071,1556,848,815,273,369,719,13118,3484,3040,11731,8709,1573,1780,8055,5383,484,811,5353,9067,2404,2240,7836,4502,1355,852,4233,2019,704,311,1783,13175,8590,7524,5587,2914,3398,1582,8747,6656,4184,3967,2300,2587,910,5382,4295,1907,1939,1500,895,452,9040,5632,4249,4338,1445,1350,436,4524,3734,1424,1530,850,774,155,2071,1556,848,815,273,369,719
ACSSF,2010m1,dc,000,0006,0000007,581,1637,2723,3242,4199,9787,8510,13118,3484,3040,11731,8709,1573,1780,8055,5383,484,811,5353,9067,2404,2240,7836,3512,1216,795,3431,2836,685,377,2563,2019,704,311,1783,13175,8590,7524,5587,2914,3398,1582,8747,6656,4184,3967,2300,2587,910,5382,4295,1907,1939,1500,895,452,9040,5632,4249,4338,1445,1350,436,3583,3011,1188,1427,424,473,155,2808,2189,1032,590,731,601,273,2071,1556,848,815,273,369,719,13118,3484,3040,11731,8709,1573,1780,8055,5383,484,811,5353,9067,2404,2240,7836,4502,1355,852,4233,2019,704,311,1783,13175,8590,7524,5587,2914,3398,1582,8747,6656,4184,3967,2300,2587,910,5382,4295,1907,1939,1500,895,452,9040,5632,4249,4338,1445,1350,436,4524,3734,1424,1530,850,774,155,2071,1556,848,815,273,369,719
ACSSF,2010m1,dc,000,0006,0000008,581,1637,2723,3242,4199,9787,8510,13118,3484,3040,11731,8709,1573,1780,8055,5383,484,811,5353,9067,2404,2240,7836,3512,1216,795,3431,2836,685,377,2563,2019,704,311,1783,13175,8590,7524,5587,2914,3398,1582,8747,6656,4184,3967,2300,2587,910,5382,4295,1907,1939,1500,895,452,9040,5632,4249,4338,1445,1350,436,3583,3011,1188,1427,424,473,155,2808,2189,1032,590,731,601,273,2071,1556,848,815,273,369,719,13118,3484,3040,11731,8709,1573,1780,8055,5383,484,811,5353,9067,2404,2240,7836,4502,1355,852,4233,2019,704,311,1783,13175,8590,7524,5587,2914,3398,1582,8747,6656,4184,3967,2300,2587,910,5382,4295,1907,1939,1500,895,452,9040,5632,4249,4338,1445,1350,436,4524,3734,1424,1530,850,774,155,2071,1556,848,815,273,369,719
ACSSF,2010m1,dc,000,0006,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0006,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
