ACSSF,2010m1,dc,000,0115,0000001,3779,3107,2481,1860,734,623,396,311,744,292,1438,1764,853,1282,974,671,584,1329,794,604,198,417,227,263,515,284,292,265,80,969,658,865,292,2286,1124,1110,136,1521,1381,277,983,1319,699,881,278,808,324,234,524,829,1154,428,466,1166,1165,1084,709,257,554,292,465,478,2200,918,798,296,466,890,292,292,275,292,532,538,1452,334,768,996,514,296,1372,149,292,1325,174,514,76,270,85,376,226,2411,1167,349,242,661,586,824,142,325,2202,614,292,258,316,786,465,358,1477,1062,314,89,292,292,89,219,292,292,292,292,292,292,292,219,292,190,292,292,190,853,622,292,292,364,292,250,219,292,80,301,467,91,292,127,233,158,292,370,265,265,292
ACSSF,2010m1,dc,000,0115,0000002,3779,3107,2481,1860,734,623,396,311,744,292,1438,1764,853,1282,974,671,584,1329,794,604,198,417,227,263,515,284,292,265,80,969,658,865,292,2286,1124,1110,136,1521,1381,277,983,1319,699,881,278,808,324,234,524,829,1154,428,466,1166,1165,1084,709,257,554,292,465,478,2200,918,798,296,466,890,292,292,275,292,532,538,1452,334,768,996,514,296,1372,149,292,1325,174,514,76,270,85,376,226,2411,1167,349,242,661,586,824,142,325,2202,614,292,258,316,786,465,358,1477,1062,314,89,292,292,89,219,292,292,292,292,292,292,292,219,292,190,292,292,190,853,622,292,292,364,292,250,219,292,80,301,467,91,292,127,233,158,292,370,265,265,292
ACSSF,2010m1,dc,000,0115,0000003,3779,3107,2481,1860,734,623,396,311,744,292,1438,1764,853,1282,974,671,584,1329,794,604,198,417,227,263,515,284,292,265,80,969,658,865,292,2286,1124,1110,136,1521,1381,277,983,1319,699,881,278,808,324,234,524,829,1154,428,466,1166,1165,1084,709,257,554,292,465,478,2200,918,798,296,466,890,292,292,275,292,532,538,1452,334,768,996,514,296,1372,149,292,1325,174,514,76,270,85,376,226,2411,1167,349,242,661,586,824,142,325,2202,614,292,258,316,786,465,358,1477,1062,314,89,292,292,89,219,292,292,292,292,292,292,292,219,292,190,292,292,190,853,622,292,292,364,292,250,219,292,80,301,467,91,292,127,233,158,292,370,265,265,292
ACSSF,2010m1,dc,000,0115,0000004,3779,3107,2481,1860,734,623,396,311,744,292,1438,1764,853,1282,974,671,584,1329,794,604,198,417,227,263,515,284,292,265,80,969,658,865,292,2286,1124,1110,136,1521,1381,277,983,1319,699,881,278,808,324,234,524,829,1154,428,466,1166,1165,1084,709,257,554,292,465,478,2200,918,798,296,466,890,292,292,275,292,532,538,1452,334,768,996,514,296,1372,149,292,1325,174,514,76,270,85,376,226,2411,1167,349,242,661,586,824,142,325,2202,614,292,258,316,786,465,358,1477,1062,314,89,292,292,89,219,292,292,292,292,292,292,292,219,292,190,292,292,190,853,622,292,292,364,292,250,219,292,80,301,467,91,292,127,233,158,292,370,265,265,292
ACSSF,2010m1,dc,000,0115,0000005,3779,3107,2481,1860,734,623,396,311,744,292,1438,1764,853,1282,974,671,584,1329,794,604,198,417,227,263,515,284,292,265,80,969,658,865,292,2286,1124,1110,136,1521,1381,277,983,1319,699,881,278,808,324,234,524,829,1154,428,466,1166,1165,1084,709,257,554,292,465,478,2200,918,798,296,466,890,292,292,275,292,532,538,1452,334,768,996,514,296,1372,149,292,1325,174,514,76,270,85,376,226,2411,1167,349,242,661,586,824,142,325,2202,614,292,258,316,786,465,358,1477,1062,314,89,292,292,89,219,292,292,292,292,292,292,292,219,292,190,292,292,190,853,622,292,292,364,292,250,219,292,80,301,467,91,292,127,233,158,292,370,265,265,292
ACSSF,2010m1,dc,000,0115,0000006,3779,3107,2481,1860,734,623,396,311,744,292,1438,1764,853,1282,974,671,584,1329,794,604,198,417,227,263,515,284,292,265,80,969,658,865,292,2286,1124,1110,136,1521,1381,277,983,1319,699,881,278,808,324,234,524,829,1154,428,466,1166,1165,1084,709,257,554,292,465,478,2200,918,798,296,466,890,292,292,275,292,532,538,1452,334,768,996,514,296,1372,149,292,1325,174,514,76,270,85,376,226,2411,1167,349,242,661,586,824,142,325,2202,614,292,258,316,786,465,358,1477,1062,314,89,292,292,89,219,292,292,292,292,292,292,292,219,292,190,292,292,190,853,622,292,292,364,292,250,219,292,80,301,467,91,292,127,233,158,292,370,265,265,292
ACSSF,2010m1,dc,000,0115,0000007,3779,3107,2481,1860,734,623,396,311,744,292,1438,1764,853,1282,974,671,584,1329,794,604,198,417,227,263,515,284,292,265,80,969,658,865,292,2286,1124,1110,136,1521,1381,277,983,1319,699,881,278,808,324,234,524,829,1154,428,466,1166,1165,1084,709,257,554,292,465,478,2200,918,798,296,466,890,292,292,275,292,532,538,1452,334,768,996,514,296,1372,149,292,1325,174,514,76,270,85,376,226,2411,1167,349,242,661,586,824,142,325,2202,614,292,258,316,786,465,358,1477,1062,314,89,292,292,89,219,292,292,292,292,292,292,292,219,292,190,292,292,190,853,622,292,292,364,292,250,219,292,80,301,467,91,292,127,233,158,292,370,265,265,292
ACSSF,2010m1,dc,000,0115,0000008,3779,3107,2481,1860,734,623,396,311,744,292,1438,1764,853,1282,974,671,584,1329,794,604,198,417,227,263,515,284,292,265,80,969,658,865,292,2286,1124,1110,136,1521,1381,277,983,1319,699,881,278,808,324,234,524,829,1154,428,466,1166,1165,1084,709,257,554,292,465,478,2200,918,798,296,466,890,292,292,275,292,532,538,1452,334,768,996,514,296,1372,149,292,1325,174,514,76,270,85,376,226,2411,1167,349,242,661,586,824,142,325,2202,614,292,258,316,786,465,358,1477,1062,314,89,292,292,89,219,292,292,292,292,292,292,292,219,292,190,292,292,190,853,622,292,292,364,292,250,219,292,80,301,467,91,292,127,233,158,292,370,265,265,292
ACSSF,2010m1,dc,000,0115,0000009,3779,3107,2481,1860,734,623,396,311,744,292,1438,1764,853,1282,974,671,584,1329,794,604,198,417,227,263,515,284,292,265,80,969,658,865,292,2286,1124,1110,136,1521,1381,277,983,1319,699,881,278,808,324,234,524,829,1154,428,466,1166,1165,1084,709,257,554,292,465,478,2200,918,798,296,466,890,292,292,275,292,532,538,1452,334,768,996,514,296,1372,149,292,1325,174,514,76,270,85,376,226,2411,1167,349,242,661,586,824,142,325,2202,614,292,258,316,786,465,358,1477,1062,314,89,292,292,89,219,292,292,292,292,292,292,292,219,292,190,292,292,190,853,622,292,292,364,292,250,219,292,80,301,467,91,292,127,233,158,292,370,265,265,292
ACSSF,2010m1,dc,000,0115,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
