ACSSF,2010m1,dc,000,0032,0000001,1124,9830,9866,7827,9516,10851,6119,2534,5594,292,292,292,4177,2031,3679,1399,804,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,379,383,455,1472,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,6163,292,4828,292,4828,292,4828,2250,995,3455,1679,1472,292,103,1448,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,455,1472,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,4828,292,4828,292,4828,1472,292,1472
ACSSF,2010m1,dc,000,0032,0000002,1124,9830,9866,7827,9516,10851,6119,2534,5594,292,292,292,4177,2031,3679,1399,804,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,379,383,455,1472,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,6163,292,4828,292,4828,292,4828,2250,995,3455,1679,1472,292,103,1448,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,455,1472,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,4828,292,4828,292,4828,1472,292,1472
ACSSF,2010m1,dc,000,0032,0000003,1124,9830,9866,7827,9516,10851,6119,2534,5594,292,292,292,4177,2031,3679,1399,804,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,379,383,455,1472,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,6163,292,4828,292,4828,292,4828,2250,995,3455,1679,1472,292,103,1448,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,455,1472,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,4828,292,4828,292,4828,1472,292,1472
ACSSF,2010m1,dc,000,0032,0000004,1124,9830,9866,7827,9516,10851,6119,2534,5594,292,292,292,4177,2031,3679,1399,804,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,379,383,455,1472,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,6163,292,4828,292,4828,292,4828,2250,995,3455,1679,1472,292,103,1448,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,455,1472,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,4828,292,4828,292,4828,1472,292,1472
ACSSF,2010m1,dc,000,0032,0000005,1124,9830,9866,7827,9516,10851,6119,2534,5594,292,292,292,4177,2031,3679,1399,804,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,379,383,455,1472,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,6163,292,4828,292,4828,292,4828,2250,995,3455,1679,1472,292,103,1448,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,455,1472,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,4828,292,4828,292,4828,1472,292,1472
ACSSF,2010m1,dc,000,0032,0000006,1124,9830,9866,7827,9516,10851,6119,2534,5594,292,292,292,4177,2031,3679,1399,804,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,379,383,455,1472,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,6163,292,4828,292,4828,292,4828,2250,995,3455,1679,1472,292,103,1448,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,455,1472,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,4828,292,4828,292,4828,1472,292,1472
ACSSF,2010m1,dc,000,0032,0000007,1124,9830,9866,7827,9516,10851,6119,2534,5594,292,292,292,4177,2031,3679,1399,804,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,379,383,455,1472,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,6163,292,4828,292,4828,292,4828,2250,995,3455,1679,1472,292,103,1448,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,455,1472,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,4828,292,4828,292,4828,1472,292,1472
ACSSF,2010m1,dc,000,0032,0000008,1124,9830,9866,7827,9516,10851,6119,2534,5594,292,292,292,4177,2031,3679,1399,804,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,379,383,455,1472,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,6163,292,4828,292,4828,292,4828,2250,995,3455,1679,1472,292,103,1448,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,455,1472,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,4828,292,4828,292,4828,1472,292,1472
ACSSF,2010m1,dc,000,0032,0000009,1124,9830,9866,7827,9516,10851,6119,2534,5594,292,292,292,4177,2031,3679,1399,804,1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,379,383,455,1472,,,,,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,6163,292,4828,292,4828,292,4828,2250,995,3455,1679,1472,292,103,1448,1124,8281,7807,6807,6431,2332,4044,2835,2106,521,455,1472,,,,,,,,,,,,,,,,,,,,,,1124,8281,7807,6163,4828,292,4828,292,4828,1472,292,1472
ACSSF,2010m1,dc,000,0032,0000010,5100,4444,3885,4423,3978,3107,2046,1182,1692,292,292,292,1717,1292,1250,743,464,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5278,4721,2980,2153,2018,530,1858,1287,1040,365,251,272,227,808,,,,,,,,,,,,,,,,,,,,,,,,,,5278,4721,2980,2006,2006,292,2096,292,2096,292,2096,1385,610,1088,726,808,292,292,808,5278,4721,2980,2153,2018,530,1858,1287,1040,365,227,808,,,,,,,,,,,,,,,,,,,,,,5278,4721,2980,2006,2096,292,2096,292,2096,808,292,808
