ACSSF,2010m1,dc,000,0114,0000001,4940,3565,3145,2549,2134,888,617,428,224,567,292,1803,1764,483,1294,1434,846,1152,2007,1453,1300,842,760,317,619,663,773,483,620,115,1279,579,1185,130,2383,614,594,199,1642,1344,137,1003,1098,674,721,141,603,387,138,449,189,1310,792,521,916,869,856,696,432,77,292,264,172,2055,268,209,292,172,1150,95,292,249,292,750,703,1271,458,850,705,346,279,1065,236,62,978,288,395,272,191,145,292,175,2258,1698,565,468,331,776,637,645,817,1669,415,292,236,296,787,364,637,475,787,1536,292,292,292,292,1214,349,422,583,404,317,188,601,215,292,846,96,259,791,1756,882,469,292,482,319,181,86,292,435,246,1247,137,236,478,580,753,464,266,890,714,513
ACSSF,2010m1,dc,000,0114,0000002,4940,3565,3145,2549,2134,888,617,428,224,567,292,1803,1764,483,1294,1434,846,1152,2007,1453,1300,842,760,317,619,663,773,483,620,115,1279,579,1185,130,2383,614,594,199,1642,1344,137,1003,1098,674,721,141,603,387,138,449,189,1310,792,521,916,869,856,696,432,77,292,264,172,2055,268,209,292,172,1150,95,292,249,292,750,703,1271,458,850,705,346,279,1065,236,62,978,288,395,272,191,145,292,175,2258,1698,565,468,331,776,637,645,817,1669,415,292,236,296,787,364,637,475,787,1536,292,292,292,292,1214,349,422,583,404,317,188,601,215,292,846,96,259,791,1756,882,469,292,482,319,181,86,292,435,246,1247,137,236,478,580,753,464,266,890,714,513
ACSSF,2010m1,dc,000,0114,0000003,4940,3565,3145,2549,2134,888,617,428,224,567,292,1803,1764,483,1294,1434,846,1152,2007,1453,1300,842,760,317,619,663,773,483,620,115,1279,579,1185,130,2383,614,594,199,1642,1344,137,1003,1098,674,721,141,603,387,138,449,189,1310,792,521,916,869,856,696,432,77,292,264,172,2055,268,209,292,172,1150,95,292,249,292,750,703,1271,458,850,705,346,279,1065,236,62,978,288,395,272,191,145,292,175,2258,1698,565,468,331,776,637,645,817,1669,415,292,236,296,787,364,637,475,787,1536,292,292,292,292,1214,349,422,583,404,317,188,601,215,292,846,96,259,791,1756,882,469,292,482,319,181,86,292,435,246,1247,137,236,478,580,753,464,266,890,714,513
ACSSF,2010m1,dc,000,0114,0000004,4940,3565,3145,2549,2134,888,617,428,224,567,292,1803,1764,483,1294,1434,846,1152,2007,1453,1300,842,760,317,619,663,773,483,620,115,1279,579,1185,130,2383,614,594,199,1642,1344,137,1003,1098,674,721,141,603,387,138,449,189,1310,792,521,916,869,856,696,432,77,292,264,172,2055,268,209,292,172,1150,95,292,249,292,750,703,1271,458,850,705,346,279,1065,236,62,978,288,395,272,191,145,292,175,2258,1698,565,468,331,776,637,645,817,1669,415,292,236,296,787,364,637,475,787,1536,292,292,292,292,1214,349,422,583,404,317,188,601,215,292,846,96,259,791,1756,882,469,292,482,319,181,86,292,435,246,1247,137,236,478,580,753,464,266,890,714,513
ACSSF,2010m1,dc,000,0114,0000005,4940,3565,3145,2549,2134,888,617,428,224,567,292,1803,1764,483,1294,1434,846,1152,2007,1453,1300,842,760,317,619,663,773,483,620,115,1279,579,1185,130,2383,614,594,199,1642,1344,137,1003,1098,674,721,141,603,387,138,449,189,1310,792,521,916,869,856,696,432,77,292,264,172,2055,268,209,292,172,1150,95,292,249,292,750,703,1271,458,850,705,346,279,1065,236,62,978,288,395,272,191,145,292,175,2258,1698,565,468,331,776,637,645,817,1669,415,292,236,296,787,364,637,475,787,1536,292,292,292,292,1214,349,422,583,404,317,188,601,215,292,846,96,259,791,1756,882,469,292,482,319,181,86,292,435,246,1247,137,236,478,580,753,464,266,890,714,513
ACSSF,2010m1,dc,000,0114,0000006,4940,3565,3145,2549,2134,888,617,428,224,567,292,1803,1764,483,1294,1434,846,1152,2007,1453,1300,842,760,317,619,663,773,483,620,115,1279,579,1185,130,2383,614,594,199,1642,1344,137,1003,1098,674,721,141,603,387,138,449,189,1310,792,521,916,869,856,696,432,77,292,264,172,2055,268,209,292,172,1150,95,292,249,292,750,703,1271,458,850,705,346,279,1065,236,62,978,288,395,272,191,145,292,175,2258,1698,565,468,331,776,637,645,817,1669,415,292,236,296,787,364,637,475,787,1536,292,292,292,292,1214,349,422,583,404,317,188,601,215,292,846,96,259,791,1756,882,469,292,482,319,181,86,292,435,246,1247,137,236,478,580,753,464,266,890,714,513
ACSSF,2010m1,dc,000,0114,0000007,4940,3565,3145,2549,2134,888,617,428,224,567,292,1803,1764,483,1294,1434,846,1152,2007,1453,1300,842,760,317,619,663,773,483,620,115,1279,579,1185,130,2383,614,594,199,1642,1344,137,1003,1098,674,721,141,603,387,138,449,189,1310,792,521,916,869,856,696,432,77,292,264,172,2055,268,209,292,172,1150,95,292,249,292,750,703,1271,458,850,705,346,279,1065,236,62,978,288,395,272,191,145,292,175,2258,1698,565,468,331,776,637,645,817,1669,415,292,236,296,787,364,637,475,787,1536,292,292,292,292,1214,349,422,583,404,317,188,601,215,292,846,96,259,791,1756,882,469,292,482,319,181,86,292,435,246,1247,137,236,478,580,753,464,266,890,714,513
ACSSF,2010m1,dc,000,0114,0000008,4940,3565,3145,2549,2134,888,617,428,224,567,292,1803,1764,483,1294,1434,846,1152,2007,1453,1300,842,760,317,619,663,773,483,620,115,1279,579,1185,130,2383,614,594,199,1642,1344,137,1003,1098,674,721,141,603,387,138,449,189,1310,792,521,916,869,856,696,432,77,292,264,172,2055,268,209,292,172,1150,95,292,249,292,750,703,1271,458,850,705,346,279,1065,236,62,978,288,395,272,191,145,292,175,2258,1698,565,468,331,776,637,645,817,1669,415,292,236,296,787,364,637,475,787,1536,292,292,292,292,1214,349,422,583,404,317,188,601,215,292,846,96,259,791,1756,882,469,292,482,319,181,86,292,435,246,1247,137,236,478,580,753,464,266,890,714,513
ACSSF,2010m1,dc,000,0114,0000009,4940,3565,3145,2549,2134,888,617,428,224,567,292,1803,1764,483,1294,1434,846,1152,2007,1453,1300,842,760,317,619,663,773,483,620,115,1279,579,1185,130,2383,614,594,199,1642,1344,137,1003,1098,674,721,141,603,387,138,449,189,1310,792,521,916,869,856,696,432,77,292,264,172,2055,268,209,292,172,1150,95,292,249,292,750,703,1271,458,850,705,346,279,1065,236,62,978,288,395,272,191,145,292,175,2258,1698,565,468,331,776,637,645,817,1669,415,292,236,296,787,364,637,475,787,1536,292,292,292,292,1214,349,422,583,404,317,188,601,215,292,846,96,259,791,1756,882,469,292,482,319,181,86,292,435,246,1247,137,236,478,580,753,464,266,890,714,513
ACSSF,2010m1,dc,000,0114,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
