ACSSF,2010m1,dc,000,0010,0000001,12876,5847,8063,8603,6906,8709,988,4752,5847,4842,5379,1025,2645,3673,3248,8955,4921,6188,4895,3447,3514,2722,2023,1052,551,2840,1220,1504,1245,900,2019,811,1316,979,823,13175,10068,8747,5382,4473,2385,1180,800,910,9040,5634,680,6624,2581,273,681,852,2148,3583,1275,2071,13147,2061,2033,2739,3555,4489,4886,4707,5911,5205,5669,2894,1513,2981,3395,13147,1603,2208,2652,3810,4952,3661,5466,3008,3888,5701,7123,3793,12876,5847,8063,8603,6906,8709,988,4752,5847,4842,5379,1025,2645,3673,3248,8955,4921,6188,4895,3447,4494,2840,2591,1495,1200,2019,811,1316,979,823,13175,10068,8747,5382,4473,2385,1664,9040,3583,2808,2071,13147,2061,2033,2739,3555,4489,4886,4707,5911,5205,8345,13147,2693,2652,3810,4952,3661,5466,4821,5701,9090
ACSSF,2010m1,dc,000,0010,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0010,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0010,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0010,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0010,0000006,12876,5847,8063,8603,6906,8709,988,4752,5847,4842,5379,1025,2645,3673,3248,8955,4921,6188,4895,3447,3514,2722,2023,1052,551,2840,1220,1504,1245,900,2019,811,1316,979,823,13175,10068,8747,5382,4473,2385,1180,800,910,9040,5634,680,6624,2581,273,681,852,2148,3583,1275,2071,13147,2061,2033,2739,3555,4489,4886,4707,5911,5205,5669,2894,1513,2981,3395,13147,1603,2208,2652,3810,4952,3661,5466,3008,3888,5701,7123,3793,12876,5847,8063,8603,6906,8709,988,4752,5847,4842,5379,1025,2645,3673,3248,8955,4921,6188,4895,3447,4494,2840,2591,1495,1200,2019,811,1316,979,823,13175,10068,8747,5382,4473,2385,1664,9040,3583,2808,2071,13147,2061,2033,2739,3555,4489,4886,4707,5911,5205,8345,13147,2693,2652,3810,4952,3661,5466,4821,5701,9090
ACSSF,2010m1,dc,000,0010,0000007,12876,5847,8063,8603,6906,8709,988,4752,5847,4842,5379,1025,2645,3673,3248,8955,4921,6188,4895,3447,3514,2722,2023,1052,551,2840,1220,1504,1245,900,2019,811,1316,979,823,13175,10068,8747,5382,4473,2385,1180,800,910,9040,5634,680,6624,2581,273,681,852,2148,3583,1275,2071,13147,2061,2033,2739,3555,4489,4886,4707,5911,5205,5669,2894,1513,2981,3395,13147,1603,2208,2652,3810,4952,3661,5466,3008,3888,5701,7123,3793,12876,5847,8063,8603,6906,8709,988,4752,5847,4842,5379,1025,2645,3673,3248,8955,4921,6188,4895,3447,4494,2840,2591,1495,1200,2019,811,1316,979,823,13175,10068,8747,5382,4473,2385,1664,9040,3583,2808,2071,13147,2061,2033,2739,3555,4489,4886,4707,5911,5205,8345,13147,2693,2652,3810,4952,3661,5466,4821,5701,9090
ACSSF,2010m1,dc,000,0010,0000008,12876,5847,8063,8603,6906,8709,988,4752,5847,4842,5379,1025,2645,3673,3248,8955,4921,6188,4895,3447,3514,2722,2023,1052,551,2840,1220,1504,1245,900,2019,811,1316,979,823,13175,10068,8747,5382,4473,2385,1180,800,910,9040,5634,680,6624,2581,273,681,852,2148,3583,1275,2071,13147,2061,2033,2739,3555,4489,4886,4707,5911,5205,5669,2894,1513,2981,3395,13147,1603,2208,2652,3810,4952,3661,5466,3008,3888,5701,7123,3793,12876,5847,8063,8603,6906,8709,988,4752,5847,4842,5379,1025,2645,3673,3248,8955,4921,6188,4895,3447,4494,2840,2591,1495,1200,2019,811,1316,979,823,13175,10068,8747,5382,4473,2385,1664,9040,3583,2808,2071,13147,2061,2033,2739,3555,4489,4886,4707,5911,5205,8345,13147,2693,2652,3810,4952,3661,5466,4821,5701,9090
ACSSF,2010m1,dc,000,0010,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0010,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
