ACSSF,2010m1,dc,000,0122,0000001,4978,138,1554,854,1030,2509,1868,1920,1981,3434,3267,2958,2632,3915,4835,138,575,624,356,826,1109,1353,1722,3123,3331,1290,1901,3246,4066,292,450,188,77,469,388,178,619,1765,1750,2746,1299,1033,3831,292,303,202,862,2217,762,938,1070,1497,1191,907,1150,1615,1667,292,1449,292,292,292,250,156,520,473,235,181,391,235,2309,292,409,569,413,637,1281,571,440,485,447,546,387,616
ACSSF,2010m1,dc,000,0122,0000002,4978,138,1554,854,1030,2509,1868,1920,1981,3434,3267,2958,2632,3915,4835,138,575,624,356,826,1109,1353,1722,3123,3331,1290,1901,3246,4066,292,450,188,77,469,388,178,619,1765,1750,2746,1299,1033,3831,292,303,202,862,2217,762,938,1070,1497,1191,907,1150,1615,1667,292,1449,292,292,292,250,156,520,473,235,181,391,235,2309,292,409,569,413,637,1281,571,440,485,447,546,387,616
ACSSF,2010m1,dc,000,0122,0000003,4978,138,1554,854,1030,2509,1868,1920,1981,3434,3267,2958,2632,3915,4835,138,575,624,356,826,1109,1353,1722,3123,3331,1290,1901,3246,4066,292,450,188,77,469,388,178,619,1765,1750,2746,1299,1033,3831,292,303,202,862,2217,762,938,1070,1497,1191,907,1150,1615,1667,292,1449,292,292,292,250,156,520,473,235,181,391,235,2309,292,409,569,413,637,1281,571,440,485,447,546,387,616
ACSSF,2010m1,dc,000,0122,0000004,4978,138,1554,854,1030,2509,1868,1920,1981,3434,3267,2958,2632,3915,4835,138,575,624,356,826,1109,1353,1722,3123,3331,1290,1901,3246,4066,292,450,188,77,469,388,178,619,1765,1750,2746,1299,1033,3831,292,303,202,862,2217,762,938,1070,1497,1191,907,1150,1615,1667,292,1449,292,292,292,250,156,520,473,235,181,391,235,2309,292,409,569,413,637,1281,571,440,485,447,546,387,616
ACSSF,2010m1,dc,000,0122,0000005,4978,138,1554,854,1030,2509,1868,1920,1981,3434,3267,2958,2632,3915,4835,138,575,624,356,826,1109,1353,1722,3123,3331,1290,1901,3246,4066,292,450,188,77,469,388,178,619,1765,1750,2746,1299,1033,3831,292,303,202,862,2217,762,938,1070,1497,1191,907,1150,1615,1667,292,1449,292,292,292,250,156,520,473,235,181,391,235,2309,292,409,569,413,637,1281,571,440,485,447,546,387,616
ACSSF,2010m1,dc,000,0122,0000006,4978,138,1554,854,1030,2509,1868,1920,1981,3434,3267,2958,2632,3915,4835,138,575,624,356,826,1109,1353,1722,3123,3331,1290,1901,3246,4066,292,450,188,77,469,388,178,619,1765,1750,2746,1299,1033,3831,292,303,202,862,2217,762,938,1070,1497,1191,907,1150,1615,1667,292,1449,292,292,292,250,156,520,473,235,181,391,235,2309,292,409,569,413,637,1281,571,440,485,447,546,387,616
ACSSF,2010m1,dc,000,0122,0000007,4978,138,1554,854,1030,2509,1868,1920,1981,3434,3267,2958,2632,3915,4835,138,575,624,356,826,1109,1353,1722,3123,3331,1290,1901,3246,4066,292,450,188,77,469,388,178,619,1765,1750,2746,1299,1033,3831,292,303,202,862,2217,762,938,1070,1497,1191,907,1150,1615,1667,292,1449,292,292,292,250,156,520,473,235,181,391,235,2309,292,409,569,413,637,1281,571,440,485,447,546,387,616
ACSSF,2010m1,dc,000,0122,0000008,4978,138,1554,854,1030,2509,1868,1920,1981,3434,3267,2958,2632,3915,4835,138,575,624,356,826,1109,1353,1722,3123,3331,1290,1901,3246,4066,292,450,188,77,469,388,178,619,1765,1750,2746,1299,1033,3831,292,303,202,862,2217,762,938,1070,1497,1191,907,1150,1615,1667,292,1449,292,292,292,250,156,520,473,235,181,391,235,2309,292,409,569,413,637,1281,571,440,485,447,546,387,616
ACSSF,2010m1,dc,000,0122,0000009,4978,138,1554,854,1030,2509,1868,1920,1981,3434,3267,2958,2632,3915,4835,138,575,624,356,826,1109,1353,1722,3123,3331,1290,1901,3246,4066,292,450,188,77,469,388,178,619,1765,1750,2746,1299,1033,3831,292,303,202,862,2217,762,938,1070,1497,1191,907,1150,1615,1667,292,1449,292,292,292,250,156,520,473,235,181,391,235,2309,292,409,569,413,637,1281,571,440,485,447,546,387,616
ACSSF,2010m1,dc,000,0122,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
