ACSSF,2010m1,dc,000,0016,0000001,0,0,0,2609,1396,867,1559,4077,321,1044,2052,1254,469,3976,292,2110,726,1148,509,594,298,173,1199,216,528,292,1013,451,263,292,911,0,0,447,1659,468,966,224,461,2146,526,2040,0,3922,1944,609,292,292,3651,652,438,556,0,0,0,0,0,0,2609,1396,867,1559,4077,2110,1013,0,0,447,1659,468,966,224,461,2146,526,2040,0
ACSSF,2010m1,dc,000,0016,0000002,0,0,0,2609,1396,867,1559,4077,321,1044,2052,1254,469,3976,292,2110,726,1148,509,594,298,173,1199,216,528,292,1013,451,263,292,911,0,0,447,1659,468,966,224,461,2146,526,2040,0,3922,1944,609,292,292,3651,652,438,556,0,0,0,0,0,0,2609,1396,867,1559,4077,2110,1013,0,0,447,1659,468,966,224,461,2146,526,2040,0
ACSSF,2010m1,dc,000,0016,0000003,0,0,0,2609,1396,867,1559,4077,321,1044,2052,1254,469,3976,292,2110,726,1148,509,594,298,173,1199,216,528,292,1013,451,263,292,911,0,0,447,1659,468,966,224,461,2146,526,2040,0,3922,1944,609,292,292,3651,652,438,556,0,0,0,0,0,0,2609,1396,867,1559,4077,2110,1013,0,0,447,1659,468,966,224,461,2146,526,2040,0
ACSSF,2010m1,dc,000,0016,0000004,0,0,0,2609,1396,867,1559,4077,321,1044,2052,1254,469,3976,292,2110,726,1148,509,594,298,173,1199,216,528,292,1013,451,263,292,911,0,0,447,1659,468,966,224,461,2146,526,2040,0,3922,1944,609,292,292,3651,652,438,556,0,0,0,0,0,0,2609,1396,867,1559,4077,2110,1013,0,0,447,1659,468,966,224,461,2146,526,2040,0
ACSSF,2010m1,dc,000,0016,0000005,0,0,0,2609,1396,867,1559,4077,321,1044,2052,1254,469,3976,292,2110,726,1148,509,594,298,173,1199,216,528,292,1013,451,263,292,911,0,0,447,1659,468,966,224,461,2146,526,2040,0,3922,1944,609,292,292,3651,652,438,556,0,0,0,0,0,0,2609,1396,867,1559,4077,2110,1013,0,0,447,1659,468,966,224,461,2146,526,2040,0
ACSSF,2010m1,dc,000,0016,0000006,0,0,0,2609,1396,867,1559,4077,321,1044,2052,1254,469,3976,292,2110,726,1148,509,594,298,173,1199,216,528,292,1013,451,263,292,911,0,0,447,1659,468,966,224,461,2146,526,2040,0,3922,1944,609,292,292,3651,652,438,556,0,0,0,0,0,0,2609,1396,867,1559,4077,2110,1013,0,0,447,1659,468,966,224,461,2146,526,2040,0
ACSSF,2010m1,dc,000,0016,0000007,0,0,0,2609,1396,867,1559,4077,321,1044,2052,1254,469,3976,292,2110,726,1148,509,594,298,173,1199,216,528,292,1013,451,263,292,911,0,0,447,1659,468,966,224,461,2146,526,2040,0,3922,1944,609,292,292,3651,652,438,556,0,0,0,0,0,0,2609,1396,867,1559,4077,2110,1013,0,0,447,1659,468,966,224,461,2146,526,2040,0
ACSSF,2010m1,dc,000,0016,0000008,0,0,0,2609,1396,867,1559,4077,321,1044,2052,1254,469,3976,292,2110,726,1148,509,594,298,173,1199,216,528,292,1013,451,263,292,911,0,0,447,1659,468,966,224,461,2146,526,2040,0,3922,1944,609,292,292,3651,652,438,556,0,0,0,0,0,0,2609,1396,867,1559,4077,2110,1013,0,0,447,1659,468,966,224,461,2146,526,2040,0
ACSSF,2010m1,dc,000,0016,0000009,0,0,0,2609,1396,867,1559,4077,321,1044,2052,1254,469,3976,292,2110,726,1148,509,594,298,173,1199,216,528,292,1013,451,263,292,911,0,0,447,1659,468,966,224,461,2146,526,2040,0,3922,1944,609,292,292,3651,652,438,556,0,0,0,0,0,0,2609,1396,867,1559,4077,2110,1013,0,0,447,1659,468,966,224,461,2146,526,2040,0
ACSSF,2010m1,dc,000,0016,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5292,5491,2353,5292,5491,2353,669,550,600,292,1486,1094,294,5292,5491,4311,2313,238,1407,100,314,981,103,961,2353
ACSSF,2010m1,dc,000,0016,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7254,6424,3700,7254,6424,3700,1641,1099,423,996,3629,947,538,7254,6424,3081,6391,199,825,73,261,659,205,613,3700
ACSSF,2010m1,dc,000,0016,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7533,7363,3671,6196,559,1080,292,259,920,352,846,2319,2229,684,110,292,292,1535,523,258,463,7533,7363,2319,7533,7363,2319,1954,504,152,679,1752,887,103,7533,7363,3671,6196,559,1080,292,259,920,352,846,2319
ACSSF,2010m1,dc,000,0016,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7794,7888,760,,,,,,,,,,,7794,7888,1172,7534,292,85,292,113,782,233,653,760
ACSSF,2010m1,dc,000,0016,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5751,5698,3311,4392,404,1536,153,198,950,203,940,3596,3189,485,292,292,292,1965,275,239,141,5751,5698,3596,5751,5698,3596,1321,350,556,903,2867,1020,800,5751,5698,3311,4392,404,1536,153,198,950,203,940,3596
ACSSF,2010m1,dc,000,0016,0000015,0,0,0,2609,1396,867,1559,4077,321,1044,2052,1254,469,3976,292,2110,726,1148,509,594,298,173,1199,216,528,292,1013,451,263,292,911,0,0,447,1659,468,966,224,461,2146,526,2040,0,3922,1944,609,292,292,3651,652,438,556,0,0,0,0,0,0,2609,1396,867,1559,4077,2110,1013,0,0,447,1659,468,966,224,461,2146,526,2040,0
