ACSSF,2010m1,dc,000,0002,0000001,6428,7433,5627,3370,1919,1701,6860,7114,5124,3289,1840,1738,4769,3807,2406,966,673,540,273,273,273,273,273,273,4016,3514,2228,1069,769,328,5184,3797,4353,4878,4641,4652,4972,3682,4251,4254,4007,3930,3873,1265,1911,1193,1922,1876,273,273,273,273,273,273,3457,1265,1295,1588,1774,1730,6428,5482,6948,4690,3626,3319,3197,4418,3188,2306,4009,6860,5077,7024,3662,3174,2737,3028,3803,2916,2198,3668,4769,1628,4056,2362,842,1234,1048,1674,1060,805,1706,273,273,273,273,273,273,273,273,273,273,273,4016,1313,3641,1689,1003,1530,1128,1378,1237,593,1172,1132,1189,5261,.,2493,7205,8007,5789,10204,7872,5913,5088,9582,6177,4541,1661,3970,273,273,273,273,5298,2477,1542,4541,7171,9847,11289,7827,9516,10851,6119,2534,5594,273,273,273,5328,3062,4120,6428,7433,5627,3473,1701,6860,7114,5124,3113,1738,4769,3807,2406,1307,540,273,273,273,273,273,4016,3514,2228,1233,328
ACSSF,2010m1,dc,000,0002,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0002,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0002,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0002,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0002,0000006,6428,7433,5627,3370,1919,1701,6860,7114,5124,3289,1840,1738,4769,3807,2406,966,673,540,273,273,273,273,273,273,4016,3514,2228,1069,769,328,5184,3797,4353,4878,4641,4652,4972,3682,4251,4254,4007,3930,3873,1265,1911,1193,1922,1876,273,273,273,273,273,273,3457,1265,1295,1588,1774,1730,6428,5482,6948,4690,3626,3319,3197,4418,3188,2306,4009,6860,5077,7024,3662,3174,2737,3028,3803,2916,2198,3668,4769,1628,4056,2362,842,1234,1048,1674,1060,805,1706,273,273,273,273,273,273,273,273,273,273,273,4016,1313,3641,1689,1003,1530,1128,1378,1237,593,1172,1132,1189,5261,.,2493,7205,8007,5789,10204,7872,5913,5088,9582,6177,4541,1661,3970,273,273,273,273,5298,2477,1542,4541,7171,9847,11289,7827,9516,10851,6119,2534,5594,273,273,273,5328,3062,4120,6428,7433,5627,3473,1701,6860,7114,5124,3113,1738,4769,3807,2406,1307,540,273,273,273,273,273,4016,3514,2228,1233,328
ACSSF,2010m1,dc,000,0002,0000007,6428,7433,5627,3370,1919,1701,6860,7114,5124,3289,1840,1738,4769,3807,2406,966,673,540,273,273,273,273,273,273,4016,3514,2228,1069,769,328,5184,3797,4353,4878,4641,4652,4972,3682,4251,4254,4007,3930,3873,1265,1911,1193,1922,1876,273,273,273,273,273,273,3457,1265,1295,1588,1774,1730,6428,5482,6948,4690,3626,3319,3197,4418,3188,2306,4009,6860,5077,7024,3662,3174,2737,3028,3803,2916,2198,3668,4769,1628,4056,2362,842,1234,1048,1674,1060,805,1706,273,273,273,273,273,273,273,273,273,273,273,4016,1313,3641,1689,1003,1530,1128,1378,1237,593,1172,1132,1189,5261,.,2493,7205,8007,5789,10204,7872,5913,5088,9582,6177,4541,1661,3970,273,273,273,273,5298,2477,1542,4541,7171,9847,11289,7827,9516,10851,6119,2534,5594,273,273,273,5328,3062,4120,6428,7433,5627,3473,1701,6860,7114,5124,3113,1738,4769,3807,2406,1307,540,273,273,273,273,273,4016,3514,2228,1233,328
ACSSF,2010m1,dc,000,0002,0000008,6428,7433,5627,3370,1919,1701,6860,7114,5124,3289,1840,1738,4769,3807,2406,966,673,540,273,273,273,273,273,273,4016,3514,2228,1069,769,328,5184,3797,4353,4878,4641,4652,4972,3682,4251,4254,4007,3930,3873,1265,1911,1193,1922,1876,273,273,273,273,273,273,3457,1265,1295,1588,1774,1730,6428,5482,6948,4690,3626,3319,3197,4418,3188,2306,4009,6860,5077,7024,3662,3174,2737,3028,3803,2916,2198,3668,4769,1628,4056,2362,842,1234,1048,1674,1060,805,1706,273,273,273,273,273,273,273,273,273,273,273,4016,1313,3641,1689,1003,1530,1128,1378,1237,593,1172,1132,1189,5261,.,2493,7205,8007,5789,10204,7872,5913,5088,9582,6177,4541,1661,3970,273,273,273,273,5298,2477,1542,4541,7171,9847,11289,7827,9516,10851,6119,2534,5594,273,273,273,5328,3062,4120,6428,7433,5627,3473,1701,6860,7114,5124,3113,1738,4769,3807,2406,1307,540,273,273,273,273,273,4016,3514,2228,1233,328
ACSSF,2010m1,dc,000,0002,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0002,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
