ACSSF,2010m1,dc,000,0173,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,2175,1096,750,573,480,562,366,1261,834,590,737,669,322,434,375,1041,161,351,1027,292,1490,1078,1050,997,331,419,599,292,752,594,289,572,1098,767,633,820,749,519,343,529,92,2395,1778,287,1363,1091,176,782,754,166,3237,3234,2038,347,1178,1760,3084,1935,2999,1458,1772,660,308,1508,565,498,227
ACSSF,2010m1,dc,000,0173,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,2175,1096,750,573,480,562,366,1261,834,590,737,669,322,434,375,1041,161,351,1027,292,1490,1078,1050,997,331,419,599,292,752,594,289,572,1098,767,633,820,749,519,343,529,92,2395,1778,287,1363,1091,176,782,754,166,3237,3234,2038,347,1178,1760,3084,1935,2999,1458,1772,660,308,1508,565,498,227
ACSSF,2010m1,dc,000,0173,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,2175,1096,750,573,480,562,366,1261,834,590,737,669,322,434,375,1041,161,351,1027,292,1490,1078,1050,997,331,419,599,292,752,594,289,572,1098,767,633,820,749,519,343,529,92,2395,1778,287,1363,1091,176,782,754,166,3237,3234,2038,347,1178,1760,3084,1935,2999,1458,1772,660,308,1508,565,498,227
ACSSF,2010m1,dc,000,0173,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,2175,1096,750,573,480,562,366,1261,834,590,737,669,322,434,375,1041,161,351,1027,292,1490,1078,1050,997,331,419,599,292,752,594,289,572,1098,767,633,820,749,519,343,529,92,2395,1778,287,1363,1091,176,782,754,166,3237,3234,2038,347,1178,1760,3084,1935,2999,1458,1772,660,308,1508,565,498,227
ACSSF,2010m1,dc,000,0173,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,2175,1096,750,573,480,562,366,1261,834,590,737,669,322,434,375,1041,161,351,1027,292,1490,1078,1050,997,331,419,599,292,752,594,289,572,1098,767,633,820,749,519,343,529,92,2395,1778,287,1363,1091,176,782,754,166,3237,3234,2038,347,1178,1760,3084,1935,2999,1458,1772,660,308,1508,565,498,227
ACSSF,2010m1,dc,000,0173,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,2175,1096,750,573,480,562,366,1261,834,590,737,669,322,434,375,1041,161,351,1027,292,1490,1078,1050,997,331,419,599,292,752,594,289,572,1098,767,633,820,749,519,343,529,92,2395,1778,287,1363,1091,176,782,754,166,3237,3234,2038,347,1178,1760,3084,1935,2999,1458,1772,660,308,1508,565,498,227
ACSSF,2010m1,dc,000,0173,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,2175,1096,750,573,480,562,366,1261,834,590,737,669,322,434,375,1041,161,351,1027,292,1490,1078,1050,997,331,419,599,292,752,594,289,572,1098,767,633,820,749,519,343,529,92,2395,1778,287,1363,1091,176,782,754,166,3237,3234,2038,347,1178,1760,3084,1935,2999,1458,1772,660,308,1508,565,498,227
ACSSF,2010m1,dc,000,0173,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,2175,1096,750,573,480,562,366,1261,834,590,737,669,322,434,375,1041,161,351,1027,292,1490,1078,1050,997,331,419,599,292,752,594,289,572,1098,767,633,820,749,519,343,529,92,2395,1778,287,1363,1091,176,782,754,166,3237,3234,2038,347,1178,1760,3084,1935,2999,1458,1772,660,308,1508,565,498,227
ACSSF,2010m1,dc,000,0173,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,2175,1096,750,573,480,562,366,1261,834,590,737,669,322,434,375,1041,161,351,1027,292,1490,1078,1050,997,331,419,599,292,752,594,289,572,1098,767,633,820,749,519,343,529,92,2395,1778,287,1363,1091,176,782,754,166,3237,3234,2038,347,1178,1760,3084,1935,2999,1458,1772,660,308,1508,565,498,227
ACSSF,2010m1,dc,000,0173,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2646,1579,855,586,347,463,460,307,951,340,464,722,568,223,434,311,785,292,132,776,292,1100,759,672,578,266,281,512,292,501,444,205,89,609,315,252,611,586,512,300,266,92,500,115,247,311,292,292,471,471,292,1782,1756,354,292,133,323,1417,131,1358,295,1040,594,226,799,256,256,292
ACSSF,2010m1,dc,000,0173,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0173,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0173,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2010m1,dc,000,0173,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3575,803,401,320,287,132,104,186,656,449,364,227,208,134,292,166,367,96,273,233,292,1262,724,642,597,235,183,234,292,536,418,153,487,674,336,292,553,412,75,292,406,292,1169,735,292,900,158,108,472,430,166,3005,2944,1064,143,289,1000,2756,744,2327,373,755,204,91,727,399,399,292
ACSSF,2010m1,dc,000,0173,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,2175,1096,750,573,480,562,366,1261,834,590,737,669,322,434,375,1041,161,351,1027,292,1490,1078,1050,997,331,419,599,292,752,594,289,572,1098,767,633,820,749,519,343,529,92,2395,1778,287,1363,1091,176,782,754,166,3237,3234,2038,347,1178,1760,3084,1935,2999,1458,1772,660,308,1508,565,498,227
