ACSSF,2010m1,dc,000,0048,0000001,3730,4051,3445,2541,1619,1163,905,732,4823,4494,2610,1205,682,129,272,142,3730,1413,3859,3730,4051,3445,2541,1619,1670,4823,4494,2610,1205,682,336
ACSSF,2010m1,dc,000,0048,0000002,3730,4051,3445,2541,1619,1163,905,732,4823,4494,2610,1205,682,129,272,142,,,,3730,4051,3445,2541,1619,1670,4823,4494,2610,1205,682,336
ACSSF,2010m1,dc,000,0048,0000003,3730,4051,3445,2541,1619,1163,905,732,4823,4494,2610,1205,682,129,272,142,,,,3730,4051,3445,2541,1619,1670,4823,4494,2610,1205,682,336
ACSSF,2010m1,dc,000,0048,0000004,3730,4051,3445,2541,1619,1163,905,732,4823,4494,2610,1205,682,129,272,142,,,,3730,4051,3445,2541,1619,1670,4823,4494,2610,1205,682,336
ACSSF,2010m1,dc,000,0048,0000005,3730,4051,3445,2541,1619,1163,905,732,4823,4494,2610,1205,682,129,272,142,,,,3730,4051,3445,2541,1619,1670,4823,4494,2610,1205,682,336
ACSSF,2010m1,dc,000,0048,0000006,3730,4051,3445,2541,1619,1163,905,732,4823,4494,2610,1205,682,129,272,142,,,,3730,4051,3445,2541,1619,1670,4823,4494,2610,1205,682,336
ACSSF,2010m1,dc,000,0048,0000007,3730,4051,3445,2541,1619,1163,905,732,4823,4494,2610,1205,682,129,272,142,,,,3730,4051,3445,2541,1619,1670,4823,4494,2610,1205,682,336
ACSSF,2010m1,dc,000,0048,0000008,3730,4051,3445,2541,1619,1163,905,732,4823,4494,2610,1205,682,129,272,142,,,,3730,4051,3445,2541,1619,1670,4823,4494,2610,1205,682,336
ACSSF,2010m1,dc,000,0048,0000009,3730,4051,3445,2541,1619,1163,905,732,4823,4494,2610,1205,682,129,272,142,,,,3730,4051,3445,2541,1619,1670,4823,4494,2610,1205,682,336
ACSSF,2010m1,dc,000,0048,0000010,2113,1686,1489,857,792,530,256,292,1900,1680,995,346,436,292,292,292,,,,2113,1686,1489,857,792,550,1900,1680,995,346,436,292
ACSSF,2010m1,dc,000,0048,0000011,2568,1683,1166,1074,776,697,518,494,2467,2032,908,486,292,79,272,116,,,,2568,1683,1166,1074,776,995,2467,2032,908,486,292,310
ACSSF,2010m1,dc,000,0048,0000012,2162,1774,1309,1237,891,629,411,327,2161,1993,912,816,374,105,292,292,,,,2162,1774,1309,1237,891,807,2161,1993,912,816,374,105
ACSSF,2010m1,dc,000,0048,0000013,2779,2187,1694,1262,987,472,489,440,2377,2466,711,66,261,292,292,292,,,,2779,2187,1694,1262,987,840,2377,2466,711,66,261,292
ACSSF,2010m1,dc,000,0048,0000014,2399,1397,1395,893,587,443,348,56,2614,2437,1336,649,277,292,292,77,,,,2399,1397,1395,893,587,549,2614,2437,1336,649,277,77
ACSSF,2010m1,dc,000,0048,0000015,3730,4051,3445,2541,1619,1163,905,732,4823,4494,2610,1205,682,129,272,142,,,,3730,4051,3445,2541,1619,1670,4823,4494,2610,1205,682,336
