ACSSF,2010m1,dc,000,0113,0000001,1239,2008,2387,6208,13929,13216,11135,16928,16897,7275,9361,5935,37349,7570,14999,50907,26868,12581,2303,8467,8842,5085,33370,3569,1866,10294,3702,12429,1446,5408,.,11441,18989,5650,21219,6439,15157,1648,1198,2912,5869,5411,9946,9060,14762,11311,3077,8914,17609,4734,9803,10567,23674,3276,2546,7398,21944,2109,18998,4958,4972,3942,3669,6456,2971,13509,.,51976,44191,7789,18049,5461,64939
ACSSF,2010m1,dc,000,0113,0000002,1239,2008,2387,6208,13929,13216,11135,16928,16897,7275,9361,5935,37349,7570,14999,50907,26868,12581,2303,8467,8842,5085,33370,3569,1866,10294,3702,12429,1446,5408,.,11441,18989,5650,21219,6439,15157,1648,1198,2912,5869,5411,9946,9060,14762,11311,3077,8914,17609,4734,9803,10567,23674,3276,2546,7398,21944,2109,18998,4958,4972,3942,3669,6456,2971,13509,.,51976,44191,7789,18049,5461,64939
ACSSF,2010m1,dc,000,0113,0000003,1239,2008,2387,6208,13929,13216,11135,16928,16897,7275,9361,5935,37349,7570,14999,50907,26868,12581,2303,8467,8842,5085,33370,3569,1866,10294,3702,12429,1446,5408,.,11441,18989,5650,21219,6439,15157,1648,1198,2912,5869,5411,9946,9060,14762,11311,3077,8914,17609,4734,9803,10567,23674,3276,2546,7398,21944,2109,18998,4958,4972,3942,3669,6456,2971,13509,.,51976,44191,7789,18049,5461,64939
ACSSF,2010m1,dc,000,0113,0000004,1239,2008,2387,6208,13929,13216,11135,16928,16897,7275,9361,5935,37349,7570,14999,50907,26868,12581,2303,8467,8842,5085,33370,3569,1866,10294,3702,12429,1446,5408,.,11441,18989,5650,21219,6439,15157,1648,1198,2912,5869,5411,9946,9060,14762,11311,3077,8914,17609,4734,9803,10567,23674,3276,2546,7398,21944,2109,18998,4958,4972,3942,3669,6456,2971,13509,.,51976,44191,7789,18049,5461,64939
ACSSF,2010m1,dc,000,0113,0000005,1239,2008,2387,6208,13929,13216,11135,16928,16897,7275,9361,5935,37349,7570,14999,50907,26868,12581,2303,8467,8842,5085,33370,3569,1866,10294,3702,12429,1446,5408,.,11441,18989,5650,21219,6439,15157,1648,1198,2912,5869,5411,9946,9060,14762,11311,3077,8914,17609,4734,9803,10567,23674,3276,2546,7398,21944,2109,18998,4958,4972,3942,3669,6456,2971,13509,.,51976,44191,7789,18049,5461,64939
ACSSF,2010m1,dc,000,0113,0000006,1239,2008,2387,6208,13929,13216,11135,16928,16897,7275,9361,5935,37349,7570,14999,50907,26868,12581,2303,8467,8842,5085,33370,3569,1866,10294,3702,12429,1446,5408,.,11441,18989,5650,21219,6439,15157,1648,1198,2912,5869,5411,9946,9060,14762,11311,3077,8914,17609,4734,9803,10567,23674,3276,2546,7398,21944,2109,18998,4958,4972,3942,3669,6456,2971,13509,.,51976,44191,7789,18049,5461,64939
ACSSF,2010m1,dc,000,0113,0000007,1239,2008,2387,6208,13929,13216,11135,16928,16897,7275,9361,5935,37349,7570,14999,50907,26868,12581,2303,8467,8842,5085,33370,3569,1866,10294,3702,12429,1446,5408,.,11441,18989,5650,21219,6439,15157,1648,1198,2912,5869,5411,9946,9060,14762,11311,3077,8914,17609,4734,9803,10567,23674,3276,2546,7398,21944,2109,18998,4958,4972,3942,3669,6456,2971,13509,.,51976,44191,7789,18049,5461,64939
ACSSF,2010m1,dc,000,0113,0000008,1239,2008,2387,6208,13929,13216,11135,16928,16897,7275,9361,5935,37349,7570,14999,50907,26868,12581,2303,8467,8842,5085,33370,3569,1866,10294,3702,12429,1446,5408,.,11441,18989,5650,21219,6439,15157,1648,1198,2912,5869,5411,9946,9060,14762,11311,3077,8914,17609,4734,9803,10567,23674,3276,2546,7398,21944,2109,18998,4958,4972,3942,3669,6456,2971,13509,.,51976,44191,7789,18049,5461,64939
ACSSF,2010m1,dc,000,0113,0000009,1239,2008,2387,6208,13929,13216,11135,16928,16897,7275,9361,5935,37349,7570,14999,50907,26868,12581,2303,8467,8842,5085,33370,3569,1866,10294,3702,12429,1446,5408,.,11441,18989,5650,21219,6439,15157,1648,1198,2912,5869,5411,9946,9060,14762,11311,3077,8914,17609,4734,9803,10567,23674,3276,2546,7398,21944,2109,18998,4958,4972,3942,3669,6456,2971,13509,.,51976,44191,7789,18049,5461,64939
ACSSF,2010m1,dc,000,0113,0000010,5590,7423,9529,25909,43097,42828,21217,22138,51383,63851,32186,148093,25454,4407,22490,151883,151883,.,9120,.,.,.,.,14927,19983,3464,15374,50332,9656,36003,.,58113,.,91168,.,113773,.,6904,7149,20069,15131,13949,28646,22070,191319,37791,8985,23680,18226,10967,14785,16539,21387,.,11883,27501,.,.,.,51106,10001,1963,6005,38805,5550,.,.,.,.,.,.,.,.
ACSSF,2010m1,dc,000,0113,0000011,3616,8272,7798,6185,16630,19038,15145,5583,25214,29138,19449,15568,63255,11783,5862,116246,53709,.,2711,.,25754,20794,103748,4494,4781,77608,4650,4582,11723,6894,.,15915,2770,4126,10367,9061,2093,5097,4890,10193,12252,7633,18382,21684,127536,28782,7915,23872,36677,8857,33135,20023,26483,.,6552,12768,8324,42550,3426,11356,3890,18336,6090,17065,8371,.,.,.,.,14265,28485,23530,53533
ACSSF,2010m1,dc,000,0113,0000012,2524,1919,7882,14980,44744,15626,18188,10464,32805,.,9002,20562,28430,21255,49494,615,9717,.,5250,16327,20722,5831,51023,15544,4356,.,6650,9908,17672,29360,.,9466,41184,10580,18294,18955,6501,5951,3682,10812,10486,21973,30949,40522,20165,25299,4545,5873,45289,7753,5683,24279,43939,61622,5337,28627,73688,53368,159943,7542,6797,5268,7953,21868,7070,30929,.,.,.,25884,.,14169,60650
ACSSF,2010m1,dc,000,0113,0000013,3613,6445,11856,8814,13860,19517,37384,43484,81743,.,7312,114263,54010,5904,47122,.,.,.,7387,23864,21108,22853,12589,10784,6862,21966,2618,28630,2145,15500,.,29034,3590,21917,9323,12826,8290,4320,4868,11082,23819,4151,6266,13442,.,18898,4183,16920,13021,27079,103843,13275,26649,17094,4377,7333,13993,16313,36386,8387,8586,5035,6359,16979,2359,50955,.,.,50955,19576,20103,4732,.
ACSSF,2010m1,dc,000,0113,0000014,5391,8257,3760,7083,12568,20411,13447,24917,13715,16536,6260,29886,21231,10491,11279,178055,216775,155009,3838,.,18558,11980,95491,13402,6262,68714,12488,17653,6148,3749,.,10612,17112,37152,25164,54248,13345,6442,4468,8610,11058,4844,23915,23464,.,12501,7444,33003,33785,33354,21744,34597,12587,7196,8422,.,99544,211763,.,15218,14093,39111,9677,20325,7613,70308,.,.,107675,40713,91364,.,.
ACSSF,2010m1,dc,000,0113,0000015,1239,2008,2387,6208,13929,13216,11135,16928,16897,7275,9361,5935,37349,7570,14999,50907,26868,12581,2303,8467,8842,5085,33370,3569,1866,10294,3702,12429,1446,5408,.,11441,18989,5650,21219,6439,15157,1648,1198,2912,5869,5411,9946,9060,14762,11311,3077,8914,17609,4734,9803,10567,23674,3276,2546,7398,21944,2109,18998,4958,4972,3942,3669,6456,2971,13509,.,51976,44191,7789,18049,5461,64939
