ACSSF,2010m1,dc,000,0098,0000001,3730,2792,1312,2220,4082,2360,4083,3730,2792,1703,527,1607,412,1506,292,2184,505,1026,378,926,1705,4082,2654,1922,1766,847,1717,244,4322,2612,1738,1019,1493,4821,3730,2792,2103,1835,4082,2271,3578,3335,431,3210,3683,2757,3688,,,,1311,148,1296,,,,1061,439,997,1141,328,1012,3327,312,3245,1534,643,1461,4051,2211,777,361,333,472,345,251,279,254,116,1975,552,252,463,183,292,1734,1208,1134,796,340,3756,2789,881,1750,2298,2328,571,867,830,280,2675,1220,436,898,712,249,2514,876,2050,1298,559,1540,2288,2386,3730,2792,1754,2094,4082,2230,4195,3730,2792,4082,3730,2792,1703,2184,4082,2654,4322,4051,2211,777,361,333,539,1975,552,252,463,183,1734,1208,1134,831,3756,2789,881,1750,2264,2675,1220,436,898,689,2514,876,2050,1465
ACSSF,2010m1,dc,000,0098,0000002,3730,2792,1312,2220,4082,2360,4083,3730,2792,1703,527,1607,412,1506,292,2184,505,1026,378,926,1705,4082,2654,1922,1766,847,1717,244,4322,2612,1738,1019,1493,4821,3730,2792,2103,1835,4082,2271,3578,3335,431,3210,3683,2757,3688,,,,1311,148,1296,,,,1061,439,997,1141,328,1012,3327,312,3245,1534,643,1461,4051,2211,777,361,333,472,345,251,279,254,116,1975,552,252,463,183,292,1734,1208,1134,796,340,3756,2789,881,1750,2298,2328,571,867,830,280,2675,1220,436,898,712,249,2514,876,2050,1298,559,1540,2288,2386,3730,2792,1754,2094,4082,2230,4195,3730,2792,4082,3730,2792,1703,2184,4082,2654,4322,4051,2211,777,361,333,539,1975,552,252,463,183,1734,1208,1134,831,3756,2789,881,1750,2264,2675,1220,436,898,689,2514,876,2050,1465
ACSSF,2010m1,dc,000,0098,0000003,3730,2792,1312,2220,4082,2360,4083,3730,2792,1703,527,1607,412,1506,292,2184,505,1026,378,926,1705,4082,2654,1922,1766,847,1717,244,4322,2612,1738,1019,1493,4821,3730,2792,2103,1835,4082,2271,3578,3335,431,3210,3683,2757,3688,,,,1311,148,1296,,,,1061,439,997,1141,328,1012,3327,312,3245,1534,643,1461,4051,2211,777,361,333,472,345,251,279,254,116,1975,552,252,463,183,292,1734,1208,1134,796,340,3756,2789,881,1750,2298,2328,571,867,830,280,2675,1220,436,898,712,249,2514,876,2050,1298,559,1540,2288,2386,3730,2792,1754,2094,4082,2230,4195,3730,2792,4082,3730,2792,1703,2184,4082,2654,4322,4051,2211,777,361,333,539,1975,552,252,463,183,1734,1208,1134,831,3756,2789,881,1750,2264,2675,1220,436,898,689,2514,876,2050,1465
ACSSF,2010m1,dc,000,0098,0000004,3730,2792,1312,2220,4082,2360,4083,3730,2792,1703,527,1607,412,1506,292,2184,505,1026,378,926,1705,4082,2654,1922,1766,847,1717,244,4322,2612,1738,1019,1493,4821,3730,2792,2103,1835,4082,2271,3578,3335,431,3210,3683,2757,3688,,,,1311,148,1296,,,,1061,439,997,1141,328,1012,3327,312,3245,1534,643,1461,4051,2211,777,361,333,472,345,251,279,254,116,1975,552,252,463,183,292,1734,1208,1134,796,340,3756,2789,881,1750,2298,2328,571,867,830,280,2675,1220,436,898,712,249,2514,876,2050,1298,559,1540,2288,2386,3730,2792,1754,2094,4082,2230,4195,3730,2792,4082,3730,2792,1703,2184,4082,2654,4322,4051,2211,777,361,333,539,1975,552,252,463,183,1734,1208,1134,831,3756,2789,881,1750,2264,2675,1220,436,898,689,2514,876,2050,1465
ACSSF,2010m1,dc,000,0098,0000005,3730,2792,1312,2220,4082,2360,4083,3730,2792,1703,527,1607,412,1506,292,2184,505,1026,378,926,1705,4082,2654,1922,1766,847,1717,244,4322,2612,1738,1019,1493,4821,3730,2792,2103,1835,4082,2271,3578,3335,431,3210,3683,2757,3688,,,,1311,148,1296,,,,1061,439,997,1141,328,1012,3327,312,3245,1534,643,1461,4051,2211,777,361,333,472,345,251,279,254,116,1975,552,252,463,183,292,1734,1208,1134,796,340,3756,2789,881,1750,2298,2328,571,867,830,280,2675,1220,436,898,712,249,2514,876,2050,1298,559,1540,2288,2386,3730,2792,1754,2094,4082,2230,4195,3730,2792,4082,3730,2792,1703,2184,4082,2654,4322,4051,2211,777,361,333,539,1975,552,252,463,183,1734,1208,1134,831,3756,2789,881,1750,2264,2675,1220,436,898,689,2514,876,2050,1465
ACSSF,2010m1,dc,000,0098,0000006,3730,2792,1312,2220,4082,2360,4083,3730,2792,1703,527,1607,412,1506,292,2184,505,1026,378,926,1705,4082,2654,1922,1766,847,1717,244,4322,2612,1738,1019,1493,4821,3730,2792,2103,1835,4082,2271,3578,3335,431,3210,3683,2757,3688,,,,1311,148,1296,,,,1061,439,997,1141,328,1012,3327,312,3245,1534,643,1461,4051,2211,777,361,333,472,345,251,279,254,116,1975,552,252,463,183,292,1734,1208,1134,796,340,3756,2789,881,1750,2298,2328,571,867,830,280,2675,1220,436,898,712,249,2514,876,2050,1298,559,1540,2288,2386,3730,2792,1754,2094,4082,2230,4195,3730,2792,4082,3730,2792,1703,2184,4082,2654,4322,4051,2211,777,361,333,539,1975,552,252,463,183,1734,1208,1134,831,3756,2789,881,1750,2264,2675,1220,436,898,689,2514,876,2050,1465
ACSSF,2010m1,dc,000,0098,0000007,3730,2792,1312,2220,4082,2360,4083,3730,2792,1703,527,1607,412,1506,292,2184,505,1026,378,926,1705,4082,2654,1922,1766,847,1717,244,4322,2612,1738,1019,1493,4821,3730,2792,2103,1835,4082,2271,3578,3335,431,3210,3683,2757,3688,,,,1311,148,1296,,,,1061,439,997,1141,328,1012,3327,312,3245,1534,643,1461,4051,2211,777,361,333,472,345,251,279,254,116,1975,552,252,463,183,292,1734,1208,1134,796,340,3756,2789,881,1750,2298,2328,571,867,830,280,2675,1220,436,898,712,249,2514,876,2050,1298,559,1540,2288,2386,3730,2792,1754,2094,4082,2230,4195,3730,2792,4082,3730,2792,1703,2184,4082,2654,4322,4051,2211,777,361,333,539,1975,552,252,463,183,1734,1208,1134,831,3756,2789,881,1750,2264,2675,1220,436,898,689,2514,876,2050,1465
ACSSF,2010m1,dc,000,0098,0000008,3730,2792,1312,2220,4082,2360,4083,3730,2792,1703,527,1607,412,1506,292,2184,505,1026,378,926,1705,4082,2654,1922,1766,847,1717,244,4322,2612,1738,1019,1493,4821,3730,2792,2103,1835,4082,2271,3578,3335,431,3210,3683,2757,3688,,,,1311,148,1296,,,,1061,439,997,1141,328,1012,3327,312,3245,1534,643,1461,4051,2211,777,361,333,472,345,251,279,254,116,1975,552,252,463,183,292,1734,1208,1134,796,340,3756,2789,881,1750,2298,2328,571,867,830,280,2675,1220,436,898,712,249,2514,876,2050,1298,559,1540,2288,2386,3730,2792,1754,2094,4082,2230,4195,3730,2792,4082,3730,2792,1703,2184,4082,2654,4322,4051,2211,777,361,333,539,1975,552,252,463,183,1734,1208,1134,831,3756,2789,881,1750,2264,2675,1220,436,898,689,2514,876,2050,1465
ACSSF,2010m1,dc,000,0098,0000009,3730,2792,1312,2220,4082,2360,4083,3730,2792,1703,527,1607,412,1506,292,2184,505,1026,378,926,1705,4082,2654,1922,1766,847,1717,244,4322,2612,1738,1019,1493,4821,3730,2792,2103,1835,4082,2271,3578,3335,431,3210,3683,2757,3688,,,,1311,148,1296,,,,1061,439,997,1141,328,1012,3327,312,3245,1534,643,1461,4051,2211,777,361,333,472,345,251,279,254,116,1975,552,252,463,183,292,1734,1208,1134,796,340,3756,2789,881,1750,2298,2328,571,867,830,280,2675,1220,436,898,712,249,2514,876,2050,1298,559,1540,2288,2386,3730,2792,1754,2094,4082,2230,4195,3730,2792,4082,3730,2792,1703,2184,4082,2654,4322,4051,2211,777,361,333,539,1975,552,252,463,183,1734,1208,1134,831,3756,2789,881,1750,2264,2675,1220,436,898,689,2514,876,2050,1465
ACSSF,2010m1,dc,000,0098,0000010,2113,182,77,165,2128,1264,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113,182,132,121,2128,878,2146,2060,67,2061,687,170,654,,,,876,292,876,,,,,,,,,,2070,67,2070,918,292,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113,182,132,121,2128,1064,2243,2113,182,2128,2113,182,292,182,2128,1033,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
