ACSSF,2014e1,dc,000,0024,0000001,,,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,67286,0,56234,0,56234,0,56234,11305,4197,31588,9144,11432,39,148,11245,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,56234,0,56234,0,56234,11432,39,11393,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000002,,,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,67286,0,56234,0,56234,0,56234,11305,4197,31588,9144,11432,39,148,11245,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,56234,0,56234,0,56234,11432,39,11393,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000003,,,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,67286,0,56234,0,56234,0,56234,11305,4197,31588,9144,11432,39,148,11245,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,56234,0,56234,0,56234,11432,39,11393,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000004,,,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,67286,0,56234,0,56234,0,56234,11305,4197,31588,9144,11432,39,148,11245,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,56234,0,56234,0,56234,11432,39,11393,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000005,,,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,67286,0,56234,0,56234,0,56234,11305,4197,31588,9144,11432,39,148,11245,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,56234,0,56234,0,56234,11432,39,11393,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000006,,,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,67286,0,56234,0,56234,0,56234,11305,4197,31588,9144,11432,39,148,11245,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,56234,0,56234,0,56234,11432,39,11393,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000007,,,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,67286,0,56234,0,56234,0,56234,11305,4197,31588,9144,11432,39,148,11245,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,56234,0,56234,0,56234,11432,39,11393,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000008,,,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,67286,0,56234,0,56234,0,56234,11305,4197,31588,9144,11432,39,148,11245,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,56234,0,56234,0,56234,11432,39,11393,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000009,,,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,67286,0,56234,0,56234,0,56234,11305,4197,31588,9144,11432,39,148,11245,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,56234,0,56234,0,56234,11432,39,11393,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000010,,,,,,,,,,,,,,,,,,,,109505,80449,24649,11117,11117,0,13532,0,13532,0,13532,3163,1194,6161,3014,4407,0,0,4407,,,,,,,,,,,,,,,,,,109505,80449,24649,11117,13532,0,13532,0,13532,4407,0,4407,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000011,,,,,,,,,,,,,,,,,,,,124884,106242,16867,10357,10357,0,6510,0,6510,0,6510,989,631,3983,907,1775,0,78,1697,,,,,,,,,,,,,,,,,,124884,106242,16867,10357,6510,0,6510,0,6510,1775,0,1775,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000012,,,,,,,,,,,,,,,,,,,,106799,86725,19497,11177,11177,0,8320,0,8320,0,8320,1255,433,5616,1016,577,0,0,577,,,,,,,,,,,,,,,,,,106799,86725,19497,11177,8320,0,8320,0,8320,577,0,577,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155249,130687,24298,18338,5960,0,5960,0,5960,264,0,264,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000014,,,,,,,,,,,,,,,,,,,,152149,109531,38209,16297,16297,0,21912,0,21912,0,21912,5814,1754,11154,3190,4409,39,70,4300,,,,,,,,,,,,,,,,,,152149,109531,38209,16297,21912,0,21912,0,21912,4409,39,4370,,,,,,,,,
ACSSF,2014e1,dc,000,0024,0000015,,,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,67286,0,56234,0,56234,0,56234,11305,4197,31588,9144,11432,39,148,11245,,,,,,,,,,,,,,,,,,648586,513634,123520,67286,56234,0,56234,0,56234,11432,39,11393,,,,,,,,,
