ACSSF,2014e1,dc,000,0090,0000001,52798,27259,14840,0,14840,0,34,0,105,127,37,138,479,1170,173,930,1207,1598,1324,802,962,1122,382,1406,2844,12419,5953,6466,861,408,433,199,424,284,259,474,572,287,380,543,55,287,191,182,171,0,155,301,25539,11005,0,11005,0,30,0,0,188,49,145,85,558,104,1758,526,695,1023,515,539,628,337,1371,2454,14534,6097,8437,1675,897,956,1123,1057,78,790,350,403,92,445,70,0,91,191,0,122,0,0,97,46000,50409,68932,14823,42061,61718,10957,62507,71056,87412,22512,57020,76003,15270,31202,31289,45235,10042,31128,49619,10081,,,,,,,,49918,75195,85963,10613,44955,68542,5610,.,.,.,.,.,.,.,25865,30356,35924,18906,17333,41334,8736,44836,50568,62284,9087,42080,72000,10502,66045,71955,89379,22537,60554,77582,16094,32128,38115,45961,19425,27032,48559,9037
ACSSF,2014e1,dc,000,0090,0000002,52798,27259,14840,0,14840,0,34,0,105,127,37,138,479,1170,173,930,1207,1598,1324,802,962,1122,382,1406,2844,12419,5953,6466,861,408,433,199,424,284,259,474,572,287,380,543,55,287,191,182,171,0,155,301,25539,11005,0,11005,0,30,0,0,188,49,145,85,558,104,1758,526,695,1023,515,539,628,337,1371,2454,14534,6097,8437,1675,897,956,1123,1057,78,790,350,403,92,445,70,0,91,191,0,122,0,0,97,46000,50409,68932,14823,42061,61718,10957,62507,71056,87412,22512,57020,76003,15270,31202,31289,45235,10042,31128,49619,10081,,,,,,,,49918,75195,85963,10613,44955,68542,5610,.,.,.,.,.,.,.,25865,30356,35924,18906,17333,41334,8736,44836,50568,62284,9087,42080,72000,10502,66045,71955,89379,22537,60554,77582,16094,32128,38115,45961,19425,27032,48559,9037
ACSSF,2014e1,dc,000,0090,0000003,52798,27259,14840,0,14840,0,34,0,105,127,37,138,479,1170,173,930,1207,1598,1324,802,962,1122,382,1406,2844,12419,5953,6466,861,408,433,199,424,284,259,474,572,287,380,543,55,287,191,182,171,0,155,301,25539,11005,0,11005,0,30,0,0,188,49,145,85,558,104,1758,526,695,1023,515,539,628,337,1371,2454,14534,6097,8437,1675,897,956,1123,1057,78,790,350,403,92,445,70,0,91,191,0,122,0,0,97,46000,50409,68932,14823,42061,61718,10957,62507,71056,87412,22512,57020,76003,15270,31202,31289,45235,10042,31128,49619,10081,,,,,,,,49918,75195,85963,10613,44955,68542,5610,.,.,.,.,.,.,.,25865,30356,35924,18906,17333,41334,8736,44836,50568,62284,9087,42080,72000,10502,66045,71955,89379,22537,60554,77582,16094,32128,38115,45961,19425,27032,48559,9037
ACSSF,2014e1,dc,000,0090,0000004,52798,27259,14840,0,14840,0,34,0,105,127,37,138,479,1170,173,930,1207,1598,1324,802,962,1122,382,1406,2844,12419,5953,6466,861,408,433,199,424,284,259,474,572,287,380,543,55,287,191,182,171,0,155,301,25539,11005,0,11005,0,30,0,0,188,49,145,85,558,104,1758,526,695,1023,515,539,628,337,1371,2454,14534,6097,8437,1675,897,956,1123,1057,78,790,350,403,92,445,70,0,91,191,0,122,0,0,97,46000,50409,68932,14823,42061,61718,10957,62507,71056,87412,22512,57020,76003,15270,31202,31289,45235,10042,31128,49619,10081,,,,,,,,49918,75195,85963,10613,44955,68542,5610,.,.,.,.,.,.,.,25865,30356,35924,18906,17333,41334,8736,44836,50568,62284,9087,42080,72000,10502,66045,71955,89379,22537,60554,77582,16094,32128,38115,45961,19425,27032,48559,9037
ACSSF,2014e1,dc,000,0090,0000005,52798,27259,14840,0,14840,0,34,0,105,127,37,138,479,1170,173,930,1207,1598,1324,802,962,1122,382,1406,2844,12419,5953,6466,861,408,433,199,424,284,259,474,572,287,380,543,55,287,191,182,171,0,155,301,25539,11005,0,11005,0,30,0,0,188,49,145,85,558,104,1758,526,695,1023,515,539,628,337,1371,2454,14534,6097,8437,1675,897,956,1123,1057,78,790,350,403,92,445,70,0,91,191,0,122,0,0,97,46000,50409,68932,14823,42061,61718,10957,62507,71056,87412,22512,57020,76003,15270,31202,31289,45235,10042,31128,49619,10081,,,,,,,,49918,75195,85963,10613,44955,68542,5610,.,.,.,.,.,.,.,25865,30356,35924,18906,17333,41334,8736,44836,50568,62284,9087,42080,72000,10502,66045,71955,89379,22537,60554,77582,16094,32128,38115,45961,19425,27032,48559,9037
ACSSF,2014e1,dc,000,0090,0000006,52798,27259,14840,0,14840,0,34,0,105,127,37,138,479,1170,173,930,1207,1598,1324,802,962,1122,382,1406,2844,12419,5953,6466,861,408,433,199,424,284,259,474,572,287,380,543,55,287,191,182,171,0,155,301,25539,11005,0,11005,0,30,0,0,188,49,145,85,558,104,1758,526,695,1023,515,539,628,337,1371,2454,14534,6097,8437,1675,897,956,1123,1057,78,790,350,403,92,445,70,0,91,191,0,122,0,0,97,46000,50409,68932,14823,42061,61718,10957,62507,71056,87412,22512,57020,76003,15270,31202,31289,45235,10042,31128,49619,10081,,,,,,,,49918,75195,85963,10613,44955,68542,5610,.,.,.,.,.,.,.,25865,30356,35924,18906,17333,41334,8736,44836,50568,62284,9087,42080,72000,10502,66045,71955,89379,22537,60554,77582,16094,32128,38115,45961,19425,27032,48559,9037
ACSSF,2014e1,dc,000,0090,0000007,52798,27259,14840,0,14840,0,34,0,105,127,37,138,479,1170,173,930,1207,1598,1324,802,962,1122,382,1406,2844,12419,5953,6466,861,408,433,199,424,284,259,474,572,287,380,543,55,287,191,182,171,0,155,301,25539,11005,0,11005,0,30,0,0,188,49,145,85,558,104,1758,526,695,1023,515,539,628,337,1371,2454,14534,6097,8437,1675,897,956,1123,1057,78,790,350,403,92,445,70,0,91,191,0,122,0,0,97,46000,50409,68932,14823,42061,61718,10957,62507,71056,87412,22512,57020,76003,15270,31202,31289,45235,10042,31128,49619,10081,,,,,,,,49918,75195,85963,10613,44955,68542,5610,.,.,.,.,.,.,.,25865,30356,35924,18906,17333,41334,8736,44836,50568,62284,9087,42080,72000,10502,66045,71955,89379,22537,60554,77582,16094,32128,38115,45961,19425,27032,48559,9037
ACSSF,2014e1,dc,000,0090,0000008,52798,27259,14840,0,14840,0,34,0,105,127,37,138,479,1170,173,930,1207,1598,1324,802,962,1122,382,1406,2844,12419,5953,6466,861,408,433,199,424,284,259,474,572,287,380,543,55,287,191,182,171,0,155,301,25539,11005,0,11005,0,30,0,0,188,49,145,85,558,104,1758,526,695,1023,515,539,628,337,1371,2454,14534,6097,8437,1675,897,956,1123,1057,78,790,350,403,92,445,70,0,91,191,0,122,0,0,97,46000,50409,68932,14823,42061,61718,10957,62507,71056,87412,22512,57020,76003,15270,31202,31289,45235,10042,31128,49619,10081,,,,,,,,49918,75195,85963,10613,44955,68542,5610,.,.,.,.,.,.,.,25865,30356,35924,18906,17333,41334,8736,44836,50568,62284,9087,42080,72000,10502,66045,71955,89379,22537,60554,77582,16094,32128,38115,45961,19425,27032,48559,9037
ACSSF,2014e1,dc,000,0090,0000009,52798,27259,14840,0,14840,0,34,0,105,127,37,138,479,1170,173,930,1207,1598,1324,802,962,1122,382,1406,2844,12419,5953,6466,861,408,433,199,424,284,259,474,572,287,380,543,55,287,191,182,171,0,155,301,25539,11005,0,11005,0,30,0,0,188,49,145,85,558,104,1758,526,695,1023,515,539,628,337,1371,2454,14534,6097,8437,1675,897,956,1123,1057,78,790,350,403,92,445,70,0,91,191,0,122,0,0,97,46000,50409,68932,14823,42061,61718,10957,62507,71056,87412,22512,57020,76003,15270,31202,31289,45235,10042,31128,49619,10081,,,,,,,,49918,75195,85963,10613,44955,68542,5610,.,.,.,.,.,.,.,25865,30356,35924,18906,17333,41334,8736,44836,50568,62284,9087,42080,72000,10502,66045,71955,89379,22537,60554,77582,16094,32128,38115,45961,19425,27032,48559,9037
ACSSF,2014e1,dc,000,0090,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62303,81027,110128,10848,54508,82926,8889,69556,85734,110841,15564,60653,84096,11984,42331,41458,120160,5551,53394,92571,4906,.,.,.,.,.,.,.,29547,50218,94055,4688,21744,65307,3651,.,.,.,.,.,.,.,5878,.,.,.,10593,117911,3943,,,,,,,,70910,87003,112127,15006,61846,85233,12702,40449,55428,91286,9923,30821,111671,7706
