ACSSF,2014e1,dc,000,0163,0000001,821495,70398,751097,821495,804483,140757,663726,17012,821495,804483,99665,704818,17012,811909,6064,805845
ACSSF,2014e1,dc,000,0163,0000002,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0163,0000003,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0163,0000004,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0163,0000005,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0163,0000006,821495,70398,751097,821495,804483,140757,663726,17012,821495,804483,99665,704818,17012,811909,6064,805845
ACSSF,2014e1,dc,000,0163,0000007,821495,70398,751097,821495,804483,140757,663726,17012,821495,804483,99665,704818,17012,811909,6064,805845
ACSSF,2014e1,dc,000,0163,0000008,821495,70398,751097,821495,804483,140757,663726,17012,821495,804483,99665,704818,17012,811909,6064,805845
ACSSF,2014e1,dc,000,0163,0000009,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0163,0000010,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0163,0000011,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0163,0000012,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0163,0000013,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0163,0000014,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0163,0000015,,,,,,,,,,,,,,,,
