ACSSF,2014e1,dc,000,0009,0000001,658893,38,301,0,15409,5183,489,132,81,1681,409,156,466,537,1377,608,123,426,1710,126,876,621,5447,397,72,1053,62,93,917,84,1224,233,1817,4822,4434,31688,188,13883,627,10652,2290,49725,58,3051,1830,2582,97,1617,46670,488,26453,407,2311,351,87,0,60,731,4436,68,14343,1581,1445,10409,1232,3653,8279,374,385,1154,140,0,20579,224,6310,470,462,240,1295,409,387,61,427,0,0,68,9110,1421,4228,2767,665,3577,2338,6522,0,99,360,0,380,0,654,3162,1205,227,705,33,202,334364,111377,658893,547516,416594,130922,111377,37505,73872,658893,15409,5183,5447,1224,1817,4822,31688,13883,10652,2290,49725,3051,2582,46670,26453,2311,4436,14343,1581,10409,3653,8279,1154,20579,4228,2767,3577,2338,6522,111377,658893,547516,416594,130922,111377
ACSSF,2014e1,dc,000,0009,0000002,658893,38,301,0,15409,5183,489,132,81,1681,409,156,466,537,1377,608,123,426,1710,126,876,621,5447,397,72,1053,62,93,917,84,1224,233,1817,4822,4434,31688,188,13883,627,10652,2290,49725,58,3051,1830,2582,97,1617,46670,488,26453,407,2311,351,87,0,60,731,4436,68,14343,1581,1445,10409,1232,3653,8279,374,385,1154,140,0,20579,224,6310,470,462,240,1295,409,387,61,427,0,0,68,9110,1421,4228,2767,665,3577,2338,6522,0,99,360,0,380,0,654,3162,1205,227,705,33,202,334364,111377,658893,547516,416594,130922,111377,37505,73872,658893,15409,5183,5447,1224,1817,4822,31688,13883,10652,2290,49725,3051,2582,46670,26453,2311,4436,14343,1581,10409,3653,8279,1154,20579,4228,2767,3577,2338,6522,111377,658893,547516,416594,130922,111377
ACSSF,2014e1,dc,000,0009,0000003,658893,38,301,0,15409,5183,489,132,81,1681,409,156,466,537,1377,608,123,426,1710,126,876,621,5447,397,72,1053,62,93,917,84,1224,233,1817,4822,4434,31688,188,13883,627,10652,2290,49725,58,3051,1830,2582,97,1617,46670,488,26453,407,2311,351,87,0,60,731,4436,68,14343,1581,1445,10409,1232,3653,8279,374,385,1154,140,0,20579,224,6310,470,462,240,1295,409,387,61,427,0,0,68,9110,1421,4228,2767,665,3577,2338,6522,0,99,360,0,380,0,654,3162,1205,227,705,33,202,334364,111377,658893,547516,416594,130922,111377,37505,73872,658893,15409,5183,5447,1224,1817,4822,31688,13883,10652,2290,49725,3051,2582,46670,26453,2311,4436,14343,1581,10409,3653,8279,1154,20579,4228,2767,3577,2338,6522,111377,658893,547516,416594,130922,111377
ACSSF,2014e1,dc,000,0009,0000004,658893,38,301,0,15409,5183,489,132,81,1681,409,156,466,537,1377,608,123,426,1710,126,876,621,5447,397,72,1053,62,93,917,84,1224,233,1817,4822,4434,31688,188,13883,627,10652,2290,49725,58,3051,1830,2582,97,1617,46670,488,26453,407,2311,351,87,0,60,731,4436,68,14343,1581,1445,10409,1232,3653,8279,374,385,1154,140,0,20579,224,6310,470,462,240,1295,409,387,61,427,0,0,68,9110,1421,4228,2767,665,3577,2338,6522,0,99,360,0,380,0,654,3162,1205,227,705,33,202,334364,111377,658893,547516,416594,130922,111377,37505,73872,658893,15409,5183,5447,1224,1817,4822,31688,13883,10652,2290,49725,3051,2582,46670,26453,2311,4436,14343,1581,10409,3653,8279,1154,20579,4228,2767,3577,2338,6522,111377,658893,547516,416594,130922,111377
ACSSF,2014e1,dc,000,0009,0000005,658893,38,301,0,15409,5183,489,132,81,1681,409,156,466,537,1377,608,123,426,1710,126,876,621,5447,397,72,1053,62,93,917,84,1224,233,1817,4822,4434,31688,188,13883,627,10652,2290,49725,58,3051,1830,2582,97,1617,46670,488,26453,407,2311,351,87,0,60,731,4436,68,14343,1581,1445,10409,1232,3653,8279,374,385,1154,140,0,20579,224,6310,470,462,240,1295,409,387,61,427,0,0,68,9110,1421,4228,2767,665,3577,2338,6522,0,99,360,0,380,0,654,3162,1205,227,705,33,202,334364,111377,658893,547516,416594,130922,111377,37505,73872,658893,15409,5183,5447,1224,1817,4822,31688,13883,10652,2290,49725,3051,2582,46670,26453,2311,4436,14343,1581,10409,3653,8279,1154,20579,4228,2767,3577,2338,6522,111377,658893,547516,416594,130922,111377
ACSSF,2014e1,dc,000,0009,0000006,658893,38,301,0,15409,5183,489,132,81,1681,409,156,466,537,1377,608,123,426,1710,126,876,621,5447,397,72,1053,62,93,917,84,1224,233,1817,4822,4434,31688,188,13883,627,10652,2290,49725,58,3051,1830,2582,97,1617,46670,488,26453,407,2311,351,87,0,60,731,4436,68,14343,1581,1445,10409,1232,3653,8279,374,385,1154,140,0,20579,224,6310,470,462,240,1295,409,387,61,427,0,0,68,9110,1421,4228,2767,665,3577,2338,6522,0,99,360,0,380,0,654,3162,1205,227,705,33,202,334364,111377,658893,547516,416594,130922,111377,37505,73872,658893,15409,5183,5447,1224,1817,4822,31688,13883,10652,2290,49725,3051,2582,46670,26453,2311,4436,14343,1581,10409,3653,8279,1154,20579,4228,2767,3577,2338,6522,111377,658893,547516,416594,130922,111377
ACSSF,2014e1,dc,000,0009,0000007,658893,38,301,0,15409,5183,489,132,81,1681,409,156,466,537,1377,608,123,426,1710,126,876,621,5447,397,72,1053,62,93,917,84,1224,233,1817,4822,4434,31688,188,13883,627,10652,2290,49725,58,3051,1830,2582,97,1617,46670,488,26453,407,2311,351,87,0,60,731,4436,68,14343,1581,1445,10409,1232,3653,8279,374,385,1154,140,0,20579,224,6310,470,462,240,1295,409,387,61,427,0,0,68,9110,1421,4228,2767,665,3577,2338,6522,0,99,360,0,380,0,654,3162,1205,227,705,33,202,334364,111377,658893,547516,416594,130922,111377,37505,73872,658893,15409,5183,5447,1224,1817,4822,31688,13883,10652,2290,49725,3051,2582,46670,26453,2311,4436,14343,1581,10409,3653,8279,1154,20579,4228,2767,3577,2338,6522,111377,658893,547516,416594,130922,111377
ACSSF,2014e1,dc,000,0009,0000008,658893,38,301,0,15409,5183,489,132,81,1681,409,156,466,537,1377,608,123,426,1710,126,876,621,5447,397,72,1053,62,93,917,84,1224,233,1817,4822,4434,31688,188,13883,627,10652,2290,49725,58,3051,1830,2582,97,1617,46670,488,26453,407,2311,351,87,0,60,731,4436,68,14343,1581,1445,10409,1232,3653,8279,374,385,1154,140,0,20579,224,6310,470,462,240,1295,409,387,61,427,0,0,68,9110,1421,4228,2767,665,3577,2338,6522,0,99,360,0,380,0,654,3162,1205,227,705,33,202,334364,111377,658893,547516,416594,130922,111377,37505,73872,658893,15409,5183,5447,1224,1817,4822,31688,13883,10652,2290,49725,3051,2582,46670,26453,2311,4436,14343,1581,10409,3653,8279,1154,20579,4228,2767,3577,2338,6522,111377,658893,547516,416594,130922,111377
ACSSF,2014e1,dc,000,0009,0000009,658893,38,301,0,15409,5183,489,132,81,1681,409,156,466,537,1377,608,123,426,1710,126,876,621,5447,397,72,1053,62,93,917,84,1224,233,1817,4822,4434,31688,188,13883,627,10652,2290,49725,58,3051,1830,2582,97,1617,46670,488,26453,407,2311,351,87,0,60,731,4436,68,14343,1581,1445,10409,1232,3653,8279,374,385,1154,140,0,20579,224,6310,470,462,240,1295,409,387,61,427,0,0,68,9110,1421,4228,2767,665,3577,2338,6522,0,99,360,0,380,0,654,3162,1205,227,705,33,202,334364,111377,658893,547516,416594,130922,111377,37505,73872,658893,15409,5183,5447,1224,1817,4822,31688,13883,10652,2290,49725,3051,2582,46670,26453,2311,4436,14343,1581,10409,3653,8279,1154,20579,4228,2767,3577,2338,6522,111377,658893,547516,416594,130922,111377
ACSSF,2014e1,dc,000,0009,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110997,98742,54446,44296,12255,1426,10829,110997,4084,2265,1941,200,490,2102,13253,3690,4041,506,16131,1582,430,17908,9759,682,1114,4689,873,4654,1385,3244,321,1958,1735,1586,1754,580,846,12255,110997,98742,54446,44296,12255
