ACSSF,2014e1,dc,000,0149,0000001,40293
ACSSF,2014e1,dc,000,0149,0000002,40293
ACSSF,2014e1,dc,000,0149,0000003,40293
ACSSF,2014e1,dc,000,0149,0000004,40293
ACSSF,2014e1,dc,000,0149,0000005,40293
ACSSF,2014e1,dc,000,0149,0000006,40293
ACSSF,2014e1,dc,000,0149,0000007,40293
ACSSF,2014e1,dc,000,0149,0000008,40293
ACSSF,2014e1,dc,000,0149,0000009,40293
ACSSF,2014e1,dc,000,0149,0000010,9288
ACSSF,2014e1,dc,000,0149,0000011,3878
ACSSF,2014e1,dc,000,0149,0000012,7426
ACSSF,2014e1,dc,000,0149,0000013,5241
ACSSF,2014e1,dc,000,0149,0000014,14460
ACSSF,2014e1,dc,000,0149,0000015,40293
