ACSSF,2014e1,dc,000,0148,0000001,277378,112492,46494,24430,2793,6223,4112,8936,0,16169,11291,348,1186,1154,2190,0,19995,15905,491,235,1035,2329,0,11170,8807,352,794,315,902,0,9307,8144,313,231,39,580,0,9357,9049,30,56,0,222,0,164886,134862,21233,17814,34358,14613,46771,73,11496,2408,1906,3255,341,3586,0,11698,2099,1022,4303,1058,3216,0,3147,394,495,1013,277,968,0,2309,64,258,721,382,884,0,1374,409,0,628,61,276,0
ACSSF,2014e1,dc,000,0148,0000002,277378,112492,46494,24430,2793,6223,4112,8936,0,16169,11291,348,1186,1154,2190,0,19995,15905,491,235,1035,2329,0,11170,8807,352,794,315,902,0,9307,8144,313,231,39,580,0,9357,9049,30,56,0,222,0,164886,134862,21233,17814,34358,14613,46771,73,11496,2408,1906,3255,341,3586,0,11698,2099,1022,4303,1058,3216,0,3147,394,495,1013,277,968,0,2309,64,258,721,382,884,0,1374,409,0,628,61,276,0
ACSSF,2014e1,dc,000,0148,0000003,277378,112492,46494,24430,2793,6223,4112,8936,0,16169,11291,348,1186,1154,2190,0,19995,15905,491,235,1035,2329,0,11170,8807,352,794,315,902,0,9307,8144,313,231,39,580,0,9357,9049,30,56,0,222,0,164886,134862,21233,17814,34358,14613,46771,73,11496,2408,1906,3255,341,3586,0,11698,2099,1022,4303,1058,3216,0,3147,394,495,1013,277,968,0,2309,64,258,721,382,884,0,1374,409,0,628,61,276,0
ACSSF,2014e1,dc,000,0148,0000004,277378,112492,46494,24430,2793,6223,4112,8936,0,16169,11291,348,1186,1154,2190,0,19995,15905,491,235,1035,2329,0,11170,8807,352,794,315,902,0,9307,8144,313,231,39,580,0,9357,9049,30,56,0,222,0,164886,134862,21233,17814,34358,14613,46771,73,11496,2408,1906,3255,341,3586,0,11698,2099,1022,4303,1058,3216,0,3147,394,495,1013,277,968,0,2309,64,258,721,382,884,0,1374,409,0,628,61,276,0
ACSSF,2014e1,dc,000,0148,0000005,277378,112492,46494,24430,2793,6223,4112,8936,0,16169,11291,348,1186,1154,2190,0,19995,15905,491,235,1035,2329,0,11170,8807,352,794,315,902,0,9307,8144,313,231,39,580,0,9357,9049,30,56,0,222,0,164886,134862,21233,17814,34358,14613,46771,73,11496,2408,1906,3255,341,3586,0,11698,2099,1022,4303,1058,3216,0,3147,394,495,1013,277,968,0,2309,64,258,721,382,884,0,1374,409,0,628,61,276,0
ACSSF,2014e1,dc,000,0148,0000006,277378,112492,46494,24430,2793,6223,4112,8936,0,16169,11291,348,1186,1154,2190,0,19995,15905,491,235,1035,2329,0,11170,8807,352,794,315,902,0,9307,8144,313,231,39,580,0,9357,9049,30,56,0,222,0,164886,134862,21233,17814,34358,14613,46771,73,11496,2408,1906,3255,341,3586,0,11698,2099,1022,4303,1058,3216,0,3147,394,495,1013,277,968,0,2309,64,258,721,382,884,0,1374,409,0,628,61,276,0
ACSSF,2014e1,dc,000,0148,0000007,277378,112492,46494,24430,2793,6223,4112,8936,0,16169,11291,348,1186,1154,2190,0,19995,15905,491,235,1035,2329,0,11170,8807,352,794,315,902,0,9307,8144,313,231,39,580,0,9357,9049,30,56,0,222,0,164886,134862,21233,17814,34358,14613,46771,73,11496,2408,1906,3255,341,3586,0,11698,2099,1022,4303,1058,3216,0,3147,394,495,1013,277,968,0,2309,64,258,721,382,884,0,1374,409,0,628,61,276,0
ACSSF,2014e1,dc,000,0148,0000008,277378,112492,46494,24430,2793,6223,4112,8936,0,16169,11291,348,1186,1154,2190,0,19995,15905,491,235,1035,2329,0,11170,8807,352,794,315,902,0,9307,8144,313,231,39,580,0,9357,9049,30,56,0,222,0,164886,134862,21233,17814,34358,14613,46771,73,11496,2408,1906,3255,341,3586,0,11698,2099,1022,4303,1058,3216,0,3147,394,495,1013,277,968,0,2309,64,258,721,382,884,0,1374,409,0,628,61,276,0
ACSSF,2014e1,dc,000,0148,0000009,277378,112492,46494,24430,2793,6223,4112,8936,0,16169,11291,348,1186,1154,2190,0,19995,15905,491,235,1035,2329,0,11170,8807,352,794,315,902,0,9307,8144,313,231,39,580,0,9357,9049,30,56,0,222,0,164886,134862,21233,17814,34358,14613,46771,73,11496,2408,1906,3255,341,3586,0,11698,2099,1022,4303,1058,3216,0,3147,394,495,1013,277,968,0,2309,64,258,721,382,884,0,1374,409,0,628,61,276,0
ACSSF,2014e1,dc,000,0148,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0148,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0148,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0148,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0148,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0148,0000015,277378,112492,46494,24430,2793,6223,4112,8936,0,16169,11291,348,1186,1154,2190,0,19995,15905,491,235,1035,2329,0,11170,8807,352,794,315,902,0,9307,8144,313,231,39,580,0,9357,9049,30,56,0,222,0,164886,134862,21233,17814,34358,14613,46771,73,11496,2408,1906,3255,341,3586,0,11698,2099,1022,4303,1058,3216,0,3147,394,495,1013,277,968,0,2309,64,258,721,382,884,0,1374,409,0,628,61,276,0
