ACSSF,2014e1,dc,000,0014,0000001,106942,45895,25581,24099,1482,15714,6436,5214,1222,3431,3431,0,20314,20045,269,17783,2531,2262,269,61047,24815,22345,2470,15220,6065,4173,1892,3530,3253,277,36232,34084,2148,30051,6181,4175,2006,106942,27438,3387,1172,2215,0,24051,20104,3947,18815,5861,2036,3825,0,12954,11153,1801,60689,41148,27726,6461,6961,19541,16577,2964,91949,56434,35515,8574,5505,5870,3286,4955,2468,1412,3445,658893,566944,91949,,,,91949,43725,747,651,953,1845,2661,3946,7552,6234,3822,3839,3638,2508,1740,1339,1432,542,86,190,48224,704,1200,999,2393,3645,5447,5135,6695,3082,3798,4291,3065,2146,1883,1525,800,619,797,91949,43725,1398,2798,6607,13786,7661,6146,3079,2250,48224,1904,3392,9092,11830,6880,7356,4029,3741,106942,45895,44144,1751,33497,12398,10907,1491,61047,56429,4618,45271,15776,11601,4175,106942,46253,34465,11788,60689,44303,16386
ACSSF,2014e1,dc,000,0014,0000002,106942,45895,25581,24099,1482,15714,6436,5214,1222,3431,3431,0,20314,20045,269,17783,2531,2262,269,61047,24815,22345,2470,15220,6065,4173,1892,3530,3253,277,36232,34084,2148,30051,6181,4175,2006,106942,27438,3387,1172,2215,0,24051,20104,3947,18815,5861,2036,3825,0,12954,11153,1801,60689,41148,27726,6461,6961,19541,16577,2964,91949,56434,35515,8574,5505,5870,3286,4955,2468,1412,3445,658893,566944,91949,,,,91949,43725,747,651,953,1845,2661,3946,7552,6234,3822,3839,3638,2508,1740,1339,1432,542,86,190,48224,704,1200,999,2393,3645,5447,5135,6695,3082,3798,4291,3065,2146,1883,1525,800,619,797,91949,43725,1398,2798,6607,13786,7661,6146,3079,2250,48224,1904,3392,9092,11830,6880,7356,4029,3741,106942,45895,44144,1751,33497,12398,10907,1491,61047,56429,4618,45271,15776,11601,4175,106942,46253,34465,11788,60689,44303,16386
ACSSF,2014e1,dc,000,0014,0000003,106942,45895,25581,24099,1482,15714,6436,5214,1222,3431,3431,0,20314,20045,269,17783,2531,2262,269,61047,24815,22345,2470,15220,6065,4173,1892,3530,3253,277,36232,34084,2148,30051,6181,4175,2006,106942,27438,3387,1172,2215,0,24051,20104,3947,18815,5861,2036,3825,0,12954,11153,1801,60689,41148,27726,6461,6961,19541,16577,2964,91949,56434,35515,8574,5505,5870,3286,4955,2468,1412,3445,658893,566944,91949,,,,91949,43725,747,651,953,1845,2661,3946,7552,6234,3822,3839,3638,2508,1740,1339,1432,542,86,190,48224,704,1200,999,2393,3645,5447,5135,6695,3082,3798,4291,3065,2146,1883,1525,800,619,797,91949,43725,1398,2798,6607,13786,7661,6146,3079,2250,48224,1904,3392,9092,11830,6880,7356,4029,3741,106942,45895,44144,1751,33497,12398,10907,1491,61047,56429,4618,45271,15776,11601,4175,106942,46253,34465,11788,60689,44303,16386
ACSSF,2014e1,dc,000,0014,0000004,106942,45895,25581,24099,1482,15714,6436,5214,1222,3431,3431,0,20314,20045,269,17783,2531,2262,269,61047,24815,22345,2470,15220,6065,4173,1892,3530,3253,277,36232,34084,2148,30051,6181,4175,2006,106942,27438,3387,1172,2215,0,24051,20104,3947,18815,5861,2036,3825,0,12954,11153,1801,60689,41148,27726,6461,6961,19541,16577,2964,91949,56434,35515,8574,5505,5870,3286,4955,2468,1412,3445,658893,566944,91949,,,,91949,43725,747,651,953,1845,2661,3946,7552,6234,3822,3839,3638,2508,1740,1339,1432,542,86,190,48224,704,1200,999,2393,3645,5447,5135,6695,3082,3798,4291,3065,2146,1883,1525,800,619,797,91949,43725,1398,2798,6607,13786,7661,6146,3079,2250,48224,1904,3392,9092,11830,6880,7356,4029,3741,106942,45895,44144,1751,33497,12398,10907,1491,61047,56429,4618,45271,15776,11601,4175,106942,46253,34465,11788,60689,44303,16386
ACSSF,2014e1,dc,000,0014,0000005,106942,45895,25581,24099,1482,15714,6436,5214,1222,3431,3431,0,20314,20045,269,17783,2531,2262,269,61047,24815,22345,2470,15220,6065,4173,1892,3530,3253,277,36232,34084,2148,30051,6181,4175,2006,106942,27438,3387,1172,2215,0,24051,20104,3947,18815,5861,2036,3825,0,12954,11153,1801,60689,41148,27726,6461,6961,19541,16577,2964,91949,56434,35515,8574,5505,5870,3286,4955,2468,1412,3445,658893,566944,91949,,,,91949,43725,747,651,953,1845,2661,3946,7552,6234,3822,3839,3638,2508,1740,1339,1432,542,86,190,48224,704,1200,999,2393,3645,5447,5135,6695,3082,3798,4291,3065,2146,1883,1525,800,619,797,91949,43725,1398,2798,6607,13786,7661,6146,3079,2250,48224,1904,3392,9092,11830,6880,7356,4029,3741,106942,45895,44144,1751,33497,12398,10907,1491,61047,56429,4618,45271,15776,11601,4175,106942,46253,34465,11788,60689,44303,16386
ACSSF,2014e1,dc,000,0014,0000006,106942,45895,25581,24099,1482,15714,6436,5214,1222,3431,3431,0,20314,20045,269,17783,2531,2262,269,61047,24815,22345,2470,15220,6065,4173,1892,3530,3253,277,36232,34084,2148,30051,6181,4175,2006,106942,27438,3387,1172,2215,0,24051,20104,3947,18815,5861,2036,3825,0,12954,11153,1801,60689,41148,27726,6461,6961,19541,16577,2964,91949,56434,35515,8574,5505,5870,3286,4955,2468,1412,3445,658893,566944,91949,,,,91949,43725,747,651,953,1845,2661,3946,7552,6234,3822,3839,3638,2508,1740,1339,1432,542,86,190,48224,704,1200,999,2393,3645,5447,5135,6695,3082,3798,4291,3065,2146,1883,1525,800,619,797,91949,43725,1398,2798,6607,13786,7661,6146,3079,2250,48224,1904,3392,9092,11830,6880,7356,4029,3741,106942,45895,44144,1751,33497,12398,10907,1491,61047,56429,4618,45271,15776,11601,4175,106942,46253,34465,11788,60689,44303,16386
ACSSF,2014e1,dc,000,0014,0000007,106942,45895,25581,24099,1482,15714,6436,5214,1222,3431,3431,0,20314,20045,269,17783,2531,2262,269,61047,24815,22345,2470,15220,6065,4173,1892,3530,3253,277,36232,34084,2148,30051,6181,4175,2006,106942,27438,3387,1172,2215,0,24051,20104,3947,18815,5861,2036,3825,0,12954,11153,1801,60689,41148,27726,6461,6961,19541,16577,2964,91949,56434,35515,8574,5505,5870,3286,4955,2468,1412,3445,658893,566944,91949,,,,91949,43725,747,651,953,1845,2661,3946,7552,6234,3822,3839,3638,2508,1740,1339,1432,542,86,190,48224,704,1200,999,2393,3645,5447,5135,6695,3082,3798,4291,3065,2146,1883,1525,800,619,797,91949,43725,1398,2798,6607,13786,7661,6146,3079,2250,48224,1904,3392,9092,11830,6880,7356,4029,3741,106942,45895,44144,1751,33497,12398,10907,1491,61047,56429,4618,45271,15776,11601,4175,106942,46253,34465,11788,60689,44303,16386
ACSSF,2014e1,dc,000,0014,0000008,106942,45895,25581,24099,1482,15714,6436,5214,1222,3431,3431,0,20314,20045,269,17783,2531,2262,269,61047,24815,22345,2470,15220,6065,4173,1892,3530,3253,277,36232,34084,2148,30051,6181,4175,2006,106942,27438,3387,1172,2215,0,24051,20104,3947,18815,5861,2036,3825,0,12954,11153,1801,60689,41148,27726,6461,6961,19541,16577,2964,91949,56434,35515,8574,5505,5870,3286,4955,2468,1412,3445,658893,566944,91949,,,,91949,43725,747,651,953,1845,2661,3946,7552,6234,3822,3839,3638,2508,1740,1339,1432,542,86,190,48224,704,1200,999,2393,3645,5447,5135,6695,3082,3798,4291,3065,2146,1883,1525,800,619,797,91949,43725,1398,2798,6607,13786,7661,6146,3079,2250,48224,1904,3392,9092,11830,6880,7356,4029,3741,106942,45895,44144,1751,33497,12398,10907,1491,61047,56429,4618,45271,15776,11601,4175,106942,46253,34465,11788,60689,44303,16386
ACSSF,2014e1,dc,000,0014,0000009,106942,45895,25581,24099,1482,15714,6436,5214,1222,3431,3431,0,20314,20045,269,17783,2531,2262,269,61047,24815,22345,2470,15220,6065,4173,1892,3530,3253,277,36232,34084,2148,30051,6181,4175,2006,106942,27438,3387,1172,2215,0,24051,20104,3947,18815,5861,2036,3825,0,12954,11153,1801,60689,41148,27726,6461,6961,19541,16577,2964,91949,56434,35515,8574,5505,5870,3286,4955,2468,1412,3445,658893,566944,91949,,,,91949,43725,747,651,953,1845,2661,3946,7552,6234,3822,3839,3638,2508,1740,1339,1432,542,86,190,48224,704,1200,999,2393,3645,5447,5135,6695,3082,3798,4291,3065,2146,1883,1525,800,619,797,91949,43725,1398,2798,6607,13786,7661,6146,3079,2250,48224,1904,3392,9092,11830,6880,7356,4029,3741,106942,45895,44144,1751,33497,12398,10907,1491,61047,56429,4618,45271,15776,11601,4175,106942,46253,34465,11788,60689,44303,16386
ACSSF,2014e1,dc,000,0014,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19916,11989,7927,1908,999,1107,690,680,791,344,1408,110997,91081,19916,,,,19916,8851,381,134,177,626,995,418,428,666,965,993,789,535,643,310,466,198,86,41,11065,274,566,110,746,766,686,962,832,1093,615,1081,770,453,937,575,319,79,201,19916,8851,515,803,1413,1094,1958,1324,953,791,11065,840,856,1452,1794,1708,1851,1390,1174,18750,6967,6215,752,5073,1894,1402,492,11783,10388,1395,7432,4351,3200,1151,18750,1015,320,695,17735,12185,5550
