ACSSF,2014e1,dc,000,0044,0000001,821495,420432,348856,71576,45993,17268,3880,1825,2610,311082,92077,946,194480,23328,251,2443,1923,16439,46271,5893,17012,804483,14730,14535,25723,39059,59930,75238,101698,109137,115290,129535,33744,10278,37656,37930,804483,6149,17140,29638,51793,73168,41791,135395,40929,57608,141488,151211,58173,821495,811909,92149,256238,288689,174833,348124,4241,96648,147280,99955,71314,2835,17211,28199,23069,309864,59528,109550,94740,46046,66083,23198,24813,13112,4960,16524,2347,8016,5358,803,821495,420432,348856,71576,45993,17268,8315,311082,46271,26698,17012
ACSSF,2014e1,dc,000,0044,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0044,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0044,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0044,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0044,0000006,821495,420432,348856,71576,45993,17268,3880,1825,2610,311082,92077,946,194480,23328,251,2443,1923,16439,46271,5893,17012,804483,14730,14535,25723,39059,59930,75238,101698,109137,115290,129535,33744,10278,37656,37930,804483,6149,17140,29638,51793,73168,41791,135395,40929,57608,141488,151211,58173,821495,811909,92149,256238,288689,174833,348124,4241,96648,147280,99955,71314,2835,17211,28199,23069,309864,59528,109550,94740,46046,66083,23198,24813,13112,4960,16524,2347,8016,5358,803,821495,420432,348856,71576,45993,17268,8315,311082,46271,26698,17012
ACSSF,2014e1,dc,000,0044,0000007,821495,420432,348856,71576,45993,17268,3880,1825,2610,311082,92077,946,194480,23328,251,2443,1923,16439,46271,5893,17012,804483,14730,14535,25723,39059,59930,75238,101698,109137,115290,129535,33744,10278,37656,37930,804483,6149,17140,29638,51793,73168,41791,135395,40929,57608,141488,151211,58173,821495,811909,92149,256238,288689,174833,348124,4241,96648,147280,99955,71314,2835,17211,28199,23069,309864,59528,109550,94740,46046,66083,23198,24813,13112,4960,16524,2347,8016,5358,803,821495,420432,348856,71576,45993,17268,8315,311082,46271,26698,17012
ACSSF,2014e1,dc,000,0044,0000008,821495,420432,348856,71576,45993,17268,3880,1825,2610,311082,92077,946,194480,23328,251,2443,1923,16439,46271,5893,17012,804483,14730,14535,25723,39059,59930,75238,101698,109137,115290,129535,33744,10278,37656,37930,804483,6149,17140,29638,51793,73168,41791,135395,40929,57608,141488,151211,58173,821495,811909,92149,256238,288689,174833,348124,4241,96648,147280,99955,71314,2835,17211,28199,23069,309864,59528,109550,94740,46046,66083,23198,24813,13112,4960,16524,2347,8016,5358,803,821495,420432,348856,71576,45993,17268,8315,311082,46271,26698,17012
ACSSF,2014e1,dc,000,0044,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0044,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0044,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0044,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0044,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0044,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0044,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
