ACSSF,2014e1,dc,000,0001,0000001,10228,4693
ACSSF,2014e1,dc,000,0001,0000002,10228,4693
ACSSF,2014e1,dc,000,0001,0000003,10228,4693
ACSSF,2014e1,dc,000,0001,0000004,10228,4693
ACSSF,2014e1,dc,000,0001,0000005,10228,4693
ACSSF,2014e1,dc,000,0001,0000006,10228,4693
ACSSF,2014e1,dc,000,0001,0000007,10228,4693
ACSSF,2014e1,dc,000,0001,0000008,10228,4693
ACSSF,2014e1,dc,000,0001,0000009,10228,4693
ACSSF,2014e1,dc,000,0001,0000010,1629,682
ACSSF,2014e1,dc,000,0001,0000011,1871,787
ACSSF,2014e1,dc,000,0001,0000012,2077,965
ACSSF,2014e1,dc,000,0001,0000013,2199,1021
ACSSF,2014e1,dc,000,0001,0000014,2452,1238
ACSSF,2014e1,dc,000,0001,0000015,10228,4693
