ACSSF,2014e1,dc,000,0156,0000001,533132,259919,130207,124986,13236,111750,5221,3853,1368,129712,125155,13335,111820,4557,3551,1006,125801,54061,50737,13326,37411,3324,2817,507,71740,66349,18947,47402,5391,4978,413,147412,61383,40849,24159,16690,20534,18517,2017,86029,53076,30561,22515,32953,30717,2236,616753,114442,108894,33391,88974,5548,90180,82868,44165,48811,7312,82273,74343,53451,31085,7930,69546,65919,50944,22446,3627,260312,253057,235447,38020,7255,533132,259919,250141,26571,223570,9778,7404,2374,125801,117086,32273,84813,8715,7795,920,147412,93925,54720,39205,53487,49234,4253
ACSSF,2014e1,dc,000,0156,0000002,533132,259919,130207,124986,13236,111750,5221,3853,1368,129712,125155,13335,111820,4557,3551,1006,125801,54061,50737,13326,37411,3324,2817,507,71740,66349,18947,47402,5391,4978,413,147412,61383,40849,24159,16690,20534,18517,2017,86029,53076,30561,22515,32953,30717,2236,616753,114442,108894,33391,88974,5548,90180,82868,44165,48811,7312,82273,74343,53451,31085,7930,69546,65919,50944,22446,3627,260312,253057,235447,38020,7255,533132,259919,250141,26571,223570,9778,7404,2374,125801,117086,32273,84813,8715,7795,920,147412,93925,54720,39205,53487,49234,4253
ACSSF,2014e1,dc,000,0156,0000003,533132,259919,130207,124986,13236,111750,5221,3853,1368,129712,125155,13335,111820,4557,3551,1006,125801,54061,50737,13326,37411,3324,2817,507,71740,66349,18947,47402,5391,4978,413,147412,61383,40849,24159,16690,20534,18517,2017,86029,53076,30561,22515,32953,30717,2236,616753,114442,108894,33391,88974,5548,90180,82868,44165,48811,7312,82273,74343,53451,31085,7930,69546,65919,50944,22446,3627,260312,253057,235447,38020,7255,533132,259919,250141,26571,223570,9778,7404,2374,125801,117086,32273,84813,8715,7795,920,147412,93925,54720,39205,53487,49234,4253
ACSSF,2014e1,dc,000,0156,0000004,533132,259919,130207,124986,13236,111750,5221,3853,1368,129712,125155,13335,111820,4557,3551,1006,125801,54061,50737,13326,37411,3324,2817,507,71740,66349,18947,47402,5391,4978,413,147412,61383,40849,24159,16690,20534,18517,2017,86029,53076,30561,22515,32953,30717,2236,616753,114442,108894,33391,88974,5548,90180,82868,44165,48811,7312,82273,74343,53451,31085,7930,69546,65919,50944,22446,3627,260312,253057,235447,38020,7255,533132,259919,250141,26571,223570,9778,7404,2374,125801,117086,32273,84813,8715,7795,920,147412,93925,54720,39205,53487,49234,4253
ACSSF,2014e1,dc,000,0156,0000005,533132,259919,130207,124986,13236,111750,5221,3853,1368,129712,125155,13335,111820,4557,3551,1006,125801,54061,50737,13326,37411,3324,2817,507,71740,66349,18947,47402,5391,4978,413,147412,61383,40849,24159,16690,20534,18517,2017,86029,53076,30561,22515,32953,30717,2236,616753,114442,108894,33391,88974,5548,90180,82868,44165,48811,7312,82273,74343,53451,31085,7930,69546,65919,50944,22446,3627,260312,253057,235447,38020,7255,533132,259919,250141,26571,223570,9778,7404,2374,125801,117086,32273,84813,8715,7795,920,147412,93925,54720,39205,53487,49234,4253
ACSSF,2014e1,dc,000,0156,0000006,533132,259919,130207,124986,13236,111750,5221,3853,1368,129712,125155,13335,111820,4557,3551,1006,125801,54061,50737,13326,37411,3324,2817,507,71740,66349,18947,47402,5391,4978,413,147412,61383,40849,24159,16690,20534,18517,2017,86029,53076,30561,22515,32953,30717,2236,616753,114442,108894,33391,88974,5548,90180,82868,44165,48811,7312,82273,74343,53451,31085,7930,69546,65919,50944,22446,3627,260312,253057,235447,38020,7255,533132,259919,250141,26571,223570,9778,7404,2374,125801,117086,32273,84813,8715,7795,920,147412,93925,54720,39205,53487,49234,4253
ACSSF,2014e1,dc,000,0156,0000007,533132,259919,130207,124986,13236,111750,5221,3853,1368,129712,125155,13335,111820,4557,3551,1006,125801,54061,50737,13326,37411,3324,2817,507,71740,66349,18947,47402,5391,4978,413,147412,61383,40849,24159,16690,20534,18517,2017,86029,53076,30561,22515,32953,30717,2236,616753,114442,108894,33391,88974,5548,90180,82868,44165,48811,7312,82273,74343,53451,31085,7930,69546,65919,50944,22446,3627,260312,253057,235447,38020,7255,533132,259919,250141,26571,223570,9778,7404,2374,125801,117086,32273,84813,8715,7795,920,147412,93925,54720,39205,53487,49234,4253
ACSSF,2014e1,dc,000,0156,0000008,533132,259919,130207,124986,13236,111750,5221,3853,1368,129712,125155,13335,111820,4557,3551,1006,125801,54061,50737,13326,37411,3324,2817,507,71740,66349,18947,47402,5391,4978,413,147412,61383,40849,24159,16690,20534,18517,2017,86029,53076,30561,22515,32953,30717,2236,616753,114442,108894,33391,88974,5548,90180,82868,44165,48811,7312,82273,74343,53451,31085,7930,69546,65919,50944,22446,3627,260312,253057,235447,38020,7255,533132,259919,250141,26571,223570,9778,7404,2374,125801,117086,32273,84813,8715,7795,920,147412,93925,54720,39205,53487,49234,4253
ACSSF,2014e1,dc,000,0156,0000009,533132,259919,130207,124986,13236,111750,5221,3853,1368,129712,125155,13335,111820,4557,3551,1006,125801,54061,50737,13326,37411,3324,2817,507,71740,66349,18947,47402,5391,4978,413,147412,61383,40849,24159,16690,20534,18517,2017,86029,53076,30561,22515,32953,30717,2236,616753,114442,108894,33391,88974,5548,90180,82868,44165,48811,7312,82273,74343,53451,31085,7930,69546,65919,50944,22446,3627,260312,253057,235447,38020,7255,533132,259919,250141,26571,223570,9778,7404,2374,125801,117086,32273,84813,8715,7795,920,147412,93925,54720,39205,53487,49234,4253
ACSSF,2014e1,dc,000,0156,0000010,91217,45455,22687,20806,582,20224,1881,1599,282,22768,21878,359,21519,890,771,119,24991,10527,9723,359,9364,804,804,0,14464,12003,839,11164,2461,2210,251,20771,7973,3697,362,3335,4276,3777,499,12798,6531,405,6126,6267,6006,261,101633,7213,7127,5671,2615,86,7100,5606,5006,2043,1494,8164,7691,7190,1419,473,6749,6749,6724,1733,0,72407,72270,70641,10394,137,91217,45455,42684,941,41743,2771,2370,401,24991,21726,1198,20528,3265,3014,251,20771,10228,767,9461,10543,9783,760
ACSSF,2014e1,dc,000,0156,0000011,101599,51044,26655,25732,3323,22409,923,629,294,24389,23988,2018,21970,401,401,0,25024,10571,9912,2903,7009,659,406,253,14453,13916,4906,9010,537,537,0,25531,11103,7391,3846,3545,3712,3581,131,14428,7892,4182,3710,6536,5993,543,122738,17617,15774,5934,12955,1843,15466,14065,7356,8591,1401,22696,19012,12890,9319,3684,18129,16267,10653,7168,1862,48830,45810,41148,7402,3020,101599,51044,49720,5341,44379,1324,1030,294,25024,23828,7809,16019,1196,943,253,25531,15283,8028,7255,10248,9574,674
ACSSF,2014e1,dc,000,0156,0000012,88808,42728,20117,19304,1143,18161,813,541,272,22611,21490,1564,19926,1121,892,229,18008,8284,7634,2904,4730,650,650,0,9724,9060,2618,6442,664,502,162,28072,12570,8067,5239,2828,4503,3894,609,15502,8338,5054,3284,7164,6772,392,101213,15501,14963,5164,12352,538,14666,12704,8392,6463,1962,13380,12908,9312,6510,472,11144,10910,8070,4143,234,46522,44991,41599,6690,1531,88808,42728,40794,2707,38087,1934,1433,501,18008,16694,5522,11172,1314,1152,162,28072,16405,10293,6112,11667,10666,1001
ACSSF,2014e1,dc,000,0156,0000013,111874,41145,16675,16070,4979,11091,605,487,118,24470,23355,7607,15748,1115,827,288,22516,8856,8294,4300,3994,562,477,85,13660,12932,7732,5200,728,728,0,48213,20298,15706,11599,4107,4592,4010,582,27915,19505,15900,3605,8410,7624,786,152275,53403,51550,7462,47748,1853,37820,36116,15490,24150,1704,22683,21091,12744,10603,1592,18442,17638,12055,7235,804,19927,19071,14133,7453,856,111874,41145,39425,12586,26839,1720,1314,406,22516,21226,12032,9194,1290,1205,85,48213,35211,27499,7712,13002,11634,1368
