ACSSF,2014e1,dc,000,0165,0000001,112492,85550,27484,58066,26942,7484,19458,112492,34968,77524,28806,1950,26856,306184,18097,288087,306184,11008,295176,306184,87322,218862,277378,6965,270413,306184,12694,293490,306184,7462,298722,647966,95028,552938,647966,89453,558513,647966,89670,558296,647966,70103,577863,647966,77079,570887,647966,69039,578927,647966,80245,567721,647966,83176,564790,647966,81879,566087,277378,6235,271143,277378,2885,274493,3374,274004,3737,273641,277378,6753,6753,6753,47799,227843
ACSSF,2014e1,dc,000,0165,0000002,112492,85550,27484,58066,26942,7484,19458,112492,34968,77524,28806,1950,26856,306184,18097,288087,306184,11008,295176,306184,87322,218862,277378,6965,270413,306184,12694,293490,306184,7462,298722,647966,95028,552938,647966,89453,558513,647966,89670,558296,647966,70103,577863,647966,77079,570887,647966,69039,578927,647966,80245,567721,647966,83176,564790,647966,81879,566087,277378,6235,271143,277378,2885,274493,3374,274004,3737,273641,277378,6753,6753,6753,47799,227843
ACSSF,2014e1,dc,000,0165,0000003,112492,85550,27484,58066,26942,7484,19458,112492,34968,77524,28806,1950,26856,306184,18097,288087,306184,11008,295176,306184,87322,218862,277378,6965,270413,306184,12694,293490,306184,7462,298722,647966,95028,552938,647966,89453,558513,647966,89670,558296,647966,70103,577863,647966,77079,570887,647966,69039,578927,647966,80245,567721,647966,83176,564790,647966,81879,566087,277378,6235,271143,277378,2885,274493,3374,274004,3737,273641,277378,6753,6753,6753,47799,227843
ACSSF,2014e1,dc,000,0165,0000004,112492,85550,27484,58066,26942,7484,19458,112492,34968,77524,28806,1950,26856,306184,18097,288087,306184,11008,295176,306184,87322,218862,277378,6965,270413,306184,12694,293490,306184,7462,298722,647966,95028,552938,647966,89453,558513,647966,89670,558296,647966,70103,577863,647966,77079,570887,647966,69039,578927,647966,80245,567721,647966,83176,564790,647966,81879,566087,277378,6235,271143,277378,2885,274493,3374,274004,3737,273641,277378,6753,6753,6753,47799,227843
ACSSF,2014e1,dc,000,0165,0000005,112492,85550,27484,58066,26942,7484,19458,112492,34968,77524,28806,1950,26856,306184,18097,288087,306184,11008,295176,306184,87322,218862,277378,6965,270413,306184,12694,293490,306184,7462,298722,647966,95028,552938,647966,89453,558513,647966,89670,558296,647966,70103,577863,647966,77079,570887,647966,69039,578927,647966,80245,567721,647966,83176,564790,647966,81879,566087,277378,6235,271143,277378,2885,274493,3374,274004,3737,273641,277378,6753,6753,6753,47799,227843
ACSSF,2014e1,dc,000,0165,0000006,112492,85550,27484,58066,26942,7484,19458,112492,34968,77524,28806,1950,26856,306184,18097,288087,306184,11008,295176,306184,87322,218862,277378,6965,270413,306184,12694,293490,306184,7462,298722,647966,95028,552938,647966,89453,558513,647966,89670,558296,647966,70103,577863,647966,77079,570887,647966,69039,578927,647966,80245,567721,647966,83176,564790,647966,81879,566087,277378,6235,271143,277378,2885,274493,3374,274004,3737,273641,277378,6753,6753,6753,47799,227843
ACSSF,2014e1,dc,000,0165,0000007,112492,85550,27484,58066,26942,7484,19458,112492,34968,77524,28806,1950,26856,306184,18097,288087,306184,11008,295176,306184,87322,218862,277378,6965,270413,306184,12694,293490,306184,7462,298722,647966,95028,552938,647966,89453,558513,647966,89670,558296,647966,70103,577863,647966,77079,570887,647966,69039,578927,647966,80245,567721,647966,83176,564790,647966,81879,566087,277378,6235,271143,277378,2885,274493,3374,274004,3737,273641,277378,6753,6753,6753,47799,227843
ACSSF,2014e1,dc,000,0165,0000008,112492,85550,27484,58066,26942,7484,19458,112492,34968,77524,28806,1950,26856,306184,18097,288087,306184,11008,295176,306184,87322,218862,277378,6965,270413,306184,12694,293490,306184,7462,298722,647966,95028,552938,647966,89453,558513,647966,89670,558296,647966,70103,577863,647966,77079,570887,647966,69039,578927,647966,80245,567721,647966,83176,564790,647966,81879,566087,277378,6235,271143,277378,2885,274493,3374,274004,3737,273641,277378,6753,6753,6753,47799,227843
ACSSF,2014e1,dc,000,0165,0000009,112492,85550,27484,58066,26942,7484,19458,112492,34968,77524,28806,1950,26856,306184,18097,288087,306184,11008,295176,306184,87322,218862,277378,6965,270413,306184,12694,293490,306184,7462,298722,647966,95028,552938,647966,89453,558513,647966,89670,558296,647966,70103,577863,647966,77079,570887,647966,69039,578927,647966,80245,567721,647966,83176,564790,647966,81879,566087,277378,6235,271143,277378,2885,274493,3374,274004,3737,273641,277378,6753,6753,6753,47799,227843
ACSSF,2014e1,dc,000,0165,0000010,24752,18580,6031,12549,6172,1466,4706,24752,7497,17255,4771,370,4401,51411,2661,48750,51411,1770,49641,51411,6265,45146,46640,902,45738,51411,2157,49254,51411,1280,50131,110270,18382,91888,110270,17410,92860,110270,17225,93045,110270,11937,98333,110270,14349,95921,110270,11616,98654,110270,16021,94249,110270,16714,93556,110270,16459,93811,46640,1032,45608,46640,222,46418,222,46418,356,46284,46640,1689,1689,1689,13139,32956
