ACSSF,2014e1,dc,000,0028,0000001,616623,103941,46845,465837,501801,82059,40058,379684,60137,14082,4254,41801,0,0,0,0,54685,7800,2533,44352,,,,,,,,,,,,,,,,,,,,,610836,273319,337517,498295,241416,256879,58883,11789,47094,0,0,0,53658,20114,33544,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000006,616623,103941,46845,465837,501801,82059,40058,379684,60137,14082,4254,41801,0,0,0,0,54685,7800,2533,44352,,,,,,,,,,,,,,,,,,,,,610836,273319,337517,498295,241416,256879,58883,11789,47094,0,0,0,53658,20114,33544,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000007,616623,103941,46845,465837,501801,82059,40058,379684,60137,14082,4254,41801,0,0,0,0,54685,7800,2533,44352,,,,,,,,,,,,,,,,,,,,,610836,273319,337517,498295,241416,256879,58883,11789,47094,0,0,0,53658,20114,33544,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000008,616623,103941,46845,465837,501801,82059,40058,379684,60137,14082,4254,41801,0,0,0,0,54685,7800,2533,44352,,,,,,,,,,,,,,,,,,,,,610836,273319,337517,498295,241416,256879,58883,11789,47094,0,0,0,53658,20114,33544,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2014e1,dc,000,0028,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
