ACSSF,2016e1,dc,000,0008,0000001,142804,0,183,0,6107,2650,388,76,72,918,273,253,353,116,362,514,0,106,2180,75,339,853,3523,0,68,738,0,0,429,0,1412,44,2248,3263,3100,28052,42,3018,272,7496,1692,38768,0,1020,84,2058,140,770,35590,228,20596,214,1316,88,45,0,153,285,2651,0,12545,1165,936,8336,708,4735,8481,268,300,1193,86,0,2733,69,518,118,59,147,340,0,54,0,54,0,0,0,1095,509,2795,1404,622,1841,2324,3291,118,122,46,0,467,0,467,2030,129,100,268,0,72,44871,142804,6107,2650,3523,1412,2248,3263,28052,3018,7496,1692,38768,1020,2058,35590,20596,1316,2651,12545,1165,8336,4735,8481,1193,2733,2795,1404,1841,2324,3291
ACSSF,2016e1,dc,000,0008,0000002,142804,0,183,0,6107,2650,388,76,72,918,273,253,353,116,362,514,0,106,2180,75,339,853,3523,0,68,738,0,0,429,0,1412,44,2248,3263,3100,28052,42,3018,272,7496,1692,38768,0,1020,84,2058,140,770,35590,228,20596,214,1316,88,45,0,153,285,2651,0,12545,1165,936,8336,708,4735,8481,268,300,1193,86,0,2733,69,518,118,59,147,340,0,54,0,54,0,0,0,1095,509,2795,1404,622,1841,2324,3291,118,122,46,0,467,0,467,2030,129,100,268,0,72,44871,142804,6107,2650,3523,1412,2248,3263,28052,3018,7496,1692,38768,1020,2058,35590,20596,1316,2651,12545,1165,8336,4735,8481,1193,2733,2795,1404,1841,2324,3291
ACSSF,2016e1,dc,000,0008,0000003,142804,0,183,0,6107,2650,388,76,72,918,273,253,353,116,362,514,0,106,2180,75,339,853,3523,0,68,738,0,0,429,0,1412,44,2248,3263,3100,28052,42,3018,272,7496,1692,38768,0,1020,84,2058,140,770,35590,228,20596,214,1316,88,45,0,153,285,2651,0,12545,1165,936,8336,708,4735,8481,268,300,1193,86,0,2733,69,518,118,59,147,340,0,54,0,54,0,0,0,1095,509,2795,1404,622,1841,2324,3291,118,122,46,0,467,0,467,2030,129,100,268,0,72,44871,142804,6107,2650,3523,1412,2248,3263,28052,3018,7496,1692,38768,1020,2058,35590,20596,1316,2651,12545,1165,8336,4735,8481,1193,2733,2795,1404,1841,2324,3291
ACSSF,2016e1,dc,000,0008,0000004,142804,0,183,0,6107,2650,388,76,72,918,273,253,353,116,362,514,0,106,2180,75,339,853,3523,0,68,738,0,0,429,0,1412,44,2248,3263,3100,28052,42,3018,272,7496,1692,38768,0,1020,84,2058,140,770,35590,228,20596,214,1316,88,45,0,153,285,2651,0,12545,1165,936,8336,708,4735,8481,268,300,1193,86,0,2733,69,518,118,59,147,340,0,54,0,54,0,0,0,1095,509,2795,1404,622,1841,2324,3291,118,122,46,0,467,0,467,2030,129,100,268,0,72,44871,142804,6107,2650,3523,1412,2248,3263,28052,3018,7496,1692,38768,1020,2058,35590,20596,1316,2651,12545,1165,8336,4735,8481,1193,2733,2795,1404,1841,2324,3291
ACSSF,2016e1,dc,000,0008,0000005,142804,0,183,0,6107,2650,388,76,72,918,273,253,353,116,362,514,0,106,2180,75,339,853,3523,0,68,738,0,0,429,0,1412,44,2248,3263,3100,28052,42,3018,272,7496,1692,38768,0,1020,84,2058,140,770,35590,228,20596,214,1316,88,45,0,153,285,2651,0,12545,1165,936,8336,708,4735,8481,268,300,1193,86,0,2733,69,518,118,59,147,340,0,54,0,54,0,0,0,1095,509,2795,1404,622,1841,2324,3291,118,122,46,0,467,0,467,2030,129,100,268,0,72,44871,142804,6107,2650,3523,1412,2248,3263,28052,3018,7496,1692,38768,1020,2058,35590,20596,1316,2651,12545,1165,8336,4735,8481,1193,2733,2795,1404,1841,2324,3291
ACSSF,2016e1,dc,000,0008,0000006,142804,0,183,0,6107,2650,388,76,72,918,273,253,353,116,362,514,0,106,2180,75,339,853,3523,0,68,738,0,0,429,0,1412,44,2248,3263,3100,28052,42,3018,272,7496,1692,38768,0,1020,84,2058,140,770,35590,228,20596,214,1316,88,45,0,153,285,2651,0,12545,1165,936,8336,708,4735,8481,268,300,1193,86,0,2733,69,518,118,59,147,340,0,54,0,54,0,0,0,1095,509,2795,1404,622,1841,2324,3291,118,122,46,0,467,0,467,2030,129,100,268,0,72,44871,142804,6107,2650,3523,1412,2248,3263,28052,3018,7496,1692,38768,1020,2058,35590,20596,1316,2651,12545,1165,8336,4735,8481,1193,2733,2795,1404,1841,2324,3291
ACSSF,2016e1,dc,000,0008,0000007,142804,0,183,0,6107,2650,388,76,72,918,273,253,353,116,362,514,0,106,2180,75,339,853,3523,0,68,738,0,0,429,0,1412,44,2248,3263,3100,28052,42,3018,272,7496,1692,38768,0,1020,84,2058,140,770,35590,228,20596,214,1316,88,45,0,153,285,2651,0,12545,1165,936,8336,708,4735,8481,268,300,1193,86,0,2733,69,518,118,59,147,340,0,54,0,54,0,0,0,1095,509,2795,1404,622,1841,2324,3291,118,122,46,0,467,0,467,2030,129,100,268,0,72,44871,142804,6107,2650,3523,1412,2248,3263,28052,3018,7496,1692,38768,1020,2058,35590,20596,1316,2651,12545,1165,8336,4735,8481,1193,2733,2795,1404,1841,2324,3291
ACSSF,2016e1,dc,000,0008,0000008,142804,0,183,0,6107,2650,388,76,72,918,273,253,353,116,362,514,0,106,2180,75,339,853,3523,0,68,738,0,0,429,0,1412,44,2248,3263,3100,28052,42,3018,272,7496,1692,38768,0,1020,84,2058,140,770,35590,228,20596,214,1316,88,45,0,153,285,2651,0,12545,1165,936,8336,708,4735,8481,268,300,1193,86,0,2733,69,518,118,59,147,340,0,54,0,54,0,0,0,1095,509,2795,1404,622,1841,2324,3291,118,122,46,0,467,0,467,2030,129,100,268,0,72,44871,142804,6107,2650,3523,1412,2248,3263,28052,3018,7496,1692,38768,1020,2058,35590,20596,1316,2651,12545,1165,8336,4735,8481,1193,2733,2795,1404,1841,2324,3291
ACSSF,2016e1,dc,000,0008,0000009,142804,0,183,0,6107,2650,388,76,72,918,273,253,353,116,362,514,0,106,2180,75,339,853,3523,0,68,738,0,0,429,0,1412,44,2248,3263,3100,28052,42,3018,272,7496,1692,38768,0,1020,84,2058,140,770,35590,228,20596,214,1316,88,45,0,153,285,2651,0,12545,1165,936,8336,708,4735,8481,268,300,1193,86,0,2733,69,518,118,59,147,340,0,54,0,54,0,0,0,1095,509,2795,1404,622,1841,2324,3291,118,122,46,0,467,0,467,2030,129,100,268,0,72,44871,142804,6107,2650,3523,1412,2248,3263,28052,3018,7496,1692,38768,1020,2058,35590,20596,1316,2651,12545,1165,8336,4735,8481,1193,2733,2795,1404,1841,2324,3291
ACSSF,2016e1,dc,000,0008,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41700,1294,689,633,189,633,1057,10423,1432,2219,476,9916,222,1065,10238,6205,325,712,3679,450,2187,2413,3412,523,591,668,222,324,757,782
ACSSF,2016e1,dc,000,0008,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21864,1464,218,703,435,254,648,3037,227,768,341,5820,89,272,5241,2746,402,419,1762,218,1194,176,1370,101,707,525,408,404,565,1087
ACSSF,2016e1,dc,000,0008,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23903,578,260,717,224,549,613,4215,592,1330,204,7020,260,143,6637,3757,254,817,2449,122,1207,785,1577,85,287,554,117,241,425,430
ACSSF,2016e1,dc,000,0008,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0008,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46465,1262,1415,1449,519,617,716,9706,745,3179,671,14934,449,578,12789,7491,335,703,4515,375,3551,1327,2028,288,708,1048,657,872,536,340
ACSSF,2016e1,dc,000,0008,0000015,142804,0,183,0,6107,2650,388,76,72,918,273,253,353,116,362,514,0,106,2180,75,339,853,3523,0,68,738,0,0,429,0,1412,44,2248,3263,3100,28052,42,3018,272,7496,1692,38768,0,1020,84,2058,140,770,35590,228,20596,214,1316,88,45,0,153,285,2651,0,12545,1165,936,8336,708,4735,8481,268,300,1193,86,0,2733,69,518,118,59,147,340,0,54,0,54,0,0,0,1095,509,2795,1404,622,1841,2324,3291,118,122,46,0,467,0,467,2030,129,100,268,0,72,44871,142804,6107,2650,3523,1412,2248,3263,28052,3018,7496,1692,38768,1020,2058,35590,20596,1316,2651,12545,1165,8336,4735,8481,1193,2733,2795,1404,1841,2324,3291
