ACSSF,2016e1,dc,000,0028,0000001,640770,113617,40120,487033,527028,96114,33528,397386,57907,9883,3308,44716,0,0,0,0,55835,7620,3284,44931,,,,,,,,,,,,,,,,,,,,,636296,269814,366482,523678,237500,286178,57057,14286,42771,0,0,0,55561,18028,37533,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000006,640770,113617,40120,487033,527028,96114,33528,397386,57907,9883,3308,44716,0,0,0,0,55835,7620,3284,44931,,,,,,,,,,,,,,,,,,,,,636296,269814,366482,523678,237500,286178,57057,14286,42771,0,0,0,55561,18028,37533,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000007,640770,113617,40120,487033,527028,96114,33528,397386,57907,9883,3308,44716,0,0,0,0,55835,7620,3284,44931,,,,,,,,,,,,,,,,,,,,,636296,269814,366482,523678,237500,286178,57057,14286,42771,0,0,0,55561,18028,37533,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000008,640770,113617,40120,487033,527028,96114,33528,397386,57907,9883,3308,44716,0,0,0,0,55835,7620,3284,44931,,,,,,,,,,,,,,,,,,,,,636296,269814,366482,523678,237500,286178,57057,14286,42771,0,0,0,55561,18028,37533,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0028,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
