ACSSF,2016e1,dc,000,0149,0000001,281241,110376,13225,4200,7764,1129,95,37,0,65647,5550,18766,26204,9248,3194,2685,31504,831,2554,4633,5610,5930,11946,170865,68692,34616,29528,4216,237,95,0,79917,18800,32873,20236,5902,1125,981,22256,2852,5383,5953,3467,1393,3208,281241,110376,39665,21886,2664,3747,3564,7758,46,31966,22112,1630,1991,1605,4628,0,14953,11388,520,782,651,1569,43,9161,7521,448,248,147,797,0,14631,13449,243,191,112,636,0,170865,124052,18326,16081,27787,12612,49228,18,30405,4524,4952,10626,2390,7913,0,9606,1163,1744,2622,1397,2680,0,2613,500,518,266,318,1011,0,4189,1193,55,664,230,2047,0
ACSSF,2016e1,dc,000,0149,0000002,281241,110376,13225,4200,7764,1129,95,37,0,65647,5550,18766,26204,9248,3194,2685,31504,831,2554,4633,5610,5930,11946,170865,68692,34616,29528,4216,237,95,0,79917,18800,32873,20236,5902,1125,981,22256,2852,5383,5953,3467,1393,3208,281241,110376,39665,21886,2664,3747,3564,7758,46,31966,22112,1630,1991,1605,4628,0,14953,11388,520,782,651,1569,43,9161,7521,448,248,147,797,0,14631,13449,243,191,112,636,0,170865,124052,18326,16081,27787,12612,49228,18,30405,4524,4952,10626,2390,7913,0,9606,1163,1744,2622,1397,2680,0,2613,500,518,266,318,1011,0,4189,1193,55,664,230,2047,0
ACSSF,2016e1,dc,000,0149,0000003,281241,110376,13225,4200,7764,1129,95,37,0,65647,5550,18766,26204,9248,3194,2685,31504,831,2554,4633,5610,5930,11946,170865,68692,34616,29528,4216,237,95,0,79917,18800,32873,20236,5902,1125,981,22256,2852,5383,5953,3467,1393,3208,281241,110376,39665,21886,2664,3747,3564,7758,46,31966,22112,1630,1991,1605,4628,0,14953,11388,520,782,651,1569,43,9161,7521,448,248,147,797,0,14631,13449,243,191,112,636,0,170865,124052,18326,16081,27787,12612,49228,18,30405,4524,4952,10626,2390,7913,0,9606,1163,1744,2622,1397,2680,0,2613,500,518,266,318,1011,0,4189,1193,55,664,230,2047,0
ACSSF,2016e1,dc,000,0149,0000004,281241,110376,13225,4200,7764,1129,95,37,0,65647,5550,18766,26204,9248,3194,2685,31504,831,2554,4633,5610,5930,11946,170865,68692,34616,29528,4216,237,95,0,79917,18800,32873,20236,5902,1125,981,22256,2852,5383,5953,3467,1393,3208,281241,110376,39665,21886,2664,3747,3564,7758,46,31966,22112,1630,1991,1605,4628,0,14953,11388,520,782,651,1569,43,9161,7521,448,248,147,797,0,14631,13449,243,191,112,636,0,170865,124052,18326,16081,27787,12612,49228,18,30405,4524,4952,10626,2390,7913,0,9606,1163,1744,2622,1397,2680,0,2613,500,518,266,318,1011,0,4189,1193,55,664,230,2047,0
ACSSF,2016e1,dc,000,0149,0000005,281241,110376,13225,4200,7764,1129,95,37,0,65647,5550,18766,26204,9248,3194,2685,31504,831,2554,4633,5610,5930,11946,170865,68692,34616,29528,4216,237,95,0,79917,18800,32873,20236,5902,1125,981,22256,2852,5383,5953,3467,1393,3208,281241,110376,39665,21886,2664,3747,3564,7758,46,31966,22112,1630,1991,1605,4628,0,14953,11388,520,782,651,1569,43,9161,7521,448,248,147,797,0,14631,13449,243,191,112,636,0,170865,124052,18326,16081,27787,12612,49228,18,30405,4524,4952,10626,2390,7913,0,9606,1163,1744,2622,1397,2680,0,2613,500,518,266,318,1011,0,4189,1193,55,664,230,2047,0
ACSSF,2016e1,dc,000,0149,0000006,281241,110376,13225,4200,7764,1129,95,37,0,65647,5550,18766,26204,9248,3194,2685,31504,831,2554,4633,5610,5930,11946,170865,68692,34616,29528,4216,237,95,0,79917,18800,32873,20236,5902,1125,981,22256,2852,5383,5953,3467,1393,3208,281241,110376,39665,21886,2664,3747,3564,7758,46,31966,22112,1630,1991,1605,4628,0,14953,11388,520,782,651,1569,43,9161,7521,448,248,147,797,0,14631,13449,243,191,112,636,0,170865,124052,18326,16081,27787,12612,49228,18,30405,4524,4952,10626,2390,7913,0,9606,1163,1744,2622,1397,2680,0,2613,500,518,266,318,1011,0,4189,1193,55,664,230,2047,0
ACSSF,2016e1,dc,000,0149,0000007,281241,110376,13225,4200,7764,1129,95,37,0,65647,5550,18766,26204,9248,3194,2685,31504,831,2554,4633,5610,5930,11946,170865,68692,34616,29528,4216,237,95,0,79917,18800,32873,20236,5902,1125,981,22256,2852,5383,5953,3467,1393,3208,281241,110376,39665,21886,2664,3747,3564,7758,46,31966,22112,1630,1991,1605,4628,0,14953,11388,520,782,651,1569,43,9161,7521,448,248,147,797,0,14631,13449,243,191,112,636,0,170865,124052,18326,16081,27787,12612,49228,18,30405,4524,4952,10626,2390,7913,0,9606,1163,1744,2622,1397,2680,0,2613,500,518,266,318,1011,0,4189,1193,55,664,230,2047,0
ACSSF,2016e1,dc,000,0149,0000008,281241,110376,13225,4200,7764,1129,95,37,0,65647,5550,18766,26204,9248,3194,2685,31504,831,2554,4633,5610,5930,11946,170865,68692,34616,29528,4216,237,95,0,79917,18800,32873,20236,5902,1125,981,22256,2852,5383,5953,3467,1393,3208,281241,110376,39665,21886,2664,3747,3564,7758,46,31966,22112,1630,1991,1605,4628,0,14953,11388,520,782,651,1569,43,9161,7521,448,248,147,797,0,14631,13449,243,191,112,636,0,170865,124052,18326,16081,27787,12612,49228,18,30405,4524,4952,10626,2390,7913,0,9606,1163,1744,2622,1397,2680,0,2613,500,518,266,318,1011,0,4189,1193,55,664,230,2047,0
ACSSF,2016e1,dc,000,0149,0000009,281241,110376,13225,4200,7764,1129,95,37,0,65647,5550,18766,26204,9248,3194,2685,31504,831,2554,4633,5610,5930,11946,170865,68692,34616,29528,4216,237,95,0,79917,18800,32873,20236,5902,1125,981,22256,2852,5383,5953,3467,1393,3208,281241,110376,39665,21886,2664,3747,3564,7758,46,31966,22112,1630,1991,1605,4628,0,14953,11388,520,782,651,1569,43,9161,7521,448,248,147,797,0,14631,13449,243,191,112,636,0,170865,124052,18326,16081,27787,12612,49228,18,30405,4524,4952,10626,2390,7913,0,9606,1163,1744,2622,1397,2680,0,2613,500,518,266,318,1011,0,4189,1193,55,664,230,2047,0
ACSSF,2016e1,dc,000,0149,0000010,45813,24639,2295,526,1291,420,58,0,0,13702,1720,4099,5069,2182,562,70,8642,223,1026,2074,1965,1572,1782,21174,10469,5588,4700,139,0,42,0,7648,2587,3594,888,128,337,114,3057,509,531,909,230,339,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0149,0000011,48260,20816,2360,696,1476,188,0,0,0,12457,885,2766,5253,1897,624,1032,5999,0,300,481,993,1286,2939,27444,8371,4090,3338,832,111,0,0,15821,2831,7236,4390,1274,90,0,3252,533,988,576,689,66,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2016e1,dc,000,0149,0000012,47330,23592,2513,820,1323,296,37,37,0,14355,1205,4646,4866,2317,657,664,6724,186,339,511,975,1110,3603,23738,10344,4731,5055,505,0,53,0,10177,1584,4324,3327,804,88,50,3217,282,1339,798,316,237,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
