ACSSF,2016e1,dc,000,0113,0000001,55969,6272,6272,.,31089,69470,67287,23136,40420,36525,50187,65860,77436,100381,60158,70313,81544,106520,30141,45640,47463,41844,25956,45213,23168,60198,92716,62558,.,.,.,31071,83644,71819,26680,40539,36449,50832,80264,90532,103402,65137,81370,90949,106909,31383,50202,41692,55898,30781,45100,27706,67186,97237,50547,6285,6285,.,31408,46902,49422,20467,40118,36698,41553,61023,70357,84784,50439,56371,70260,76509,28315,42485,50498,40014,21827,46250,20564,53650,86482,364797,177215,142,142,0,9217,2454,1823,8838,8228,6949,1279,5541,13874,8015,5859,42717,35332,327,7058,21839,13688,8151,18824,6110,12714,14926,28792,187582,386,386,0,442,1975,203,8117,4891,4624,267,7021,10265,7057,3208,40631,29942,161,10528,45607,22653,22954,18668,4255,14413,19874,29502
ACSSF,2016e1,dc,000,0113,0000002,55969,6272,6272,.,31089,69470,67287,23136,40420,36525,50187,65860,77436,100381,60158,70313,81544,106520,30141,45640,47463,41844,25956,45213,23168,60198,92716,62558,.,.,.,31071,83644,71819,26680,40539,36449,50832,80264,90532,103402,65137,81370,90949,106909,31383,50202,41692,55898,30781,45100,27706,67186,97237,50547,6285,6285,.,31408,46902,49422,20467,40118,36698,41553,61023,70357,84784,50439,56371,70260,76509,28315,42485,50498,40014,21827,46250,20564,53650,86482,364797,177215,142,142,0,9217,2454,1823,8838,8228,6949,1279,5541,13874,8015,5859,42717,35332,327,7058,21839,13688,8151,18824,6110,12714,14926,28792,187582,386,386,0,442,1975,203,8117,4891,4624,267,7021,10265,7057,3208,40631,29942,161,10528,45607,22653,22954,18668,4255,14413,19874,29502
ACSSF,2016e1,dc,000,0113,0000003,55969,6272,6272,.,31089,69470,67287,23136,40420,36525,50187,65860,77436,100381,60158,70313,81544,106520,30141,45640,47463,41844,25956,45213,23168,60198,92716,62558,.,.,.,31071,83644,71819,26680,40539,36449,50832,80264,90532,103402,65137,81370,90949,106909,31383,50202,41692,55898,30781,45100,27706,67186,97237,50547,6285,6285,.,31408,46902,49422,20467,40118,36698,41553,61023,70357,84784,50439,56371,70260,76509,28315,42485,50498,40014,21827,46250,20564,53650,86482,364797,177215,142,142,0,9217,2454,1823,8838,8228,6949,1279,5541,13874,8015,5859,42717,35332,327,7058,21839,13688,8151,18824,6110,12714,14926,28792,187582,386,386,0,442,1975,203,8117,4891,4624,267,7021,10265,7057,3208,40631,29942,161,10528,45607,22653,22954,18668,4255,14413,19874,29502
ACSSF,2016e1,dc,000,0113,0000004,55969,6272,6272,.,31089,69470,67287,23136,40420,36525,50187,65860,77436,100381,60158,70313,81544,106520,30141,45640,47463,41844,25956,45213,23168,60198,92716,62558,.,.,.,31071,83644,71819,26680,40539,36449,50832,80264,90532,103402,65137,81370,90949,106909,31383,50202,41692,55898,30781,45100,27706,67186,97237,50547,6285,6285,.,31408,46902,49422,20467,40118,36698,41553,61023,70357,84784,50439,56371,70260,76509,28315,42485,50498,40014,21827,46250,20564,53650,86482,364797,177215,142,142,0,9217,2454,1823,8838,8228,6949,1279,5541,13874,8015,5859,42717,35332,327,7058,21839,13688,8151,18824,6110,12714,14926,28792,187582,386,386,0,442,1975,203,8117,4891,4624,267,7021,10265,7057,3208,40631,29942,161,10528,45607,22653,22954,18668,4255,14413,19874,29502
ACSSF,2016e1,dc,000,0113,0000005,55969,6272,6272,.,31089,69470,67287,23136,40420,36525,50187,65860,77436,100381,60158,70313,81544,106520,30141,45640,47463,41844,25956,45213,23168,60198,92716,62558,.,.,.,31071,83644,71819,26680,40539,36449,50832,80264,90532,103402,65137,81370,90949,106909,31383,50202,41692,55898,30781,45100,27706,67186,97237,50547,6285,6285,.,31408,46902,49422,20467,40118,36698,41553,61023,70357,84784,50439,56371,70260,76509,28315,42485,50498,40014,21827,46250,20564,53650,86482,364797,177215,142,142,0,9217,2454,1823,8838,8228,6949,1279,5541,13874,8015,5859,42717,35332,327,7058,21839,13688,8151,18824,6110,12714,14926,28792,187582,386,386,0,442,1975,203,8117,4891,4624,267,7021,10265,7057,3208,40631,29942,161,10528,45607,22653,22954,18668,4255,14413,19874,29502
ACSSF,2016e1,dc,000,0113,0000006,55969,6272,6272,.,31089,69470,67287,23136,40420,36525,50187,65860,77436,100381,60158,70313,81544,106520,30141,45640,47463,41844,25956,45213,23168,60198,92716,62558,.,.,.,31071,83644,71819,26680,40539,36449,50832,80264,90532,103402,65137,81370,90949,106909,31383,50202,41692,55898,30781,45100,27706,67186,97237,50547,6285,6285,.,31408,46902,49422,20467,40118,36698,41553,61023,70357,84784,50439,56371,70260,76509,28315,42485,50498,40014,21827,46250,20564,53650,86482,364797,177215,142,142,0,9217,2454,1823,8838,8228,6949,1279,5541,13874,8015,5859,42717,35332,327,7058,21839,13688,8151,18824,6110,12714,14926,28792,187582,386,386,0,442,1975,203,8117,4891,4624,267,7021,10265,7057,3208,40631,29942,161,10528,45607,22653,22954,18668,4255,14413,19874,29502
ACSSF,2016e1,dc,000,0113,0000007,55969,6272,6272,.,31089,69470,67287,23136,40420,36525,50187,65860,77436,100381,60158,70313,81544,106520,30141,45640,47463,41844,25956,45213,23168,60198,92716,62558,.,.,.,31071,83644,71819,26680,40539,36449,50832,80264,90532,103402,65137,81370,90949,106909,31383,50202,41692,55898,30781,45100,27706,67186,97237,50547,6285,6285,.,31408,46902,49422,20467,40118,36698,41553,61023,70357,84784,50439,56371,70260,76509,28315,42485,50498,40014,21827,46250,20564,53650,86482,364797,177215,142,142,0,9217,2454,1823,8838,8228,6949,1279,5541,13874,8015,5859,42717,35332,327,7058,21839,13688,8151,18824,6110,12714,14926,28792,187582,386,386,0,442,1975,203,8117,4891,4624,267,7021,10265,7057,3208,40631,29942,161,10528,45607,22653,22954,18668,4255,14413,19874,29502
ACSSF,2016e1,dc,000,0113,0000008,55969,6272,6272,.,31089,69470,67287,23136,40420,36525,50187,65860,77436,100381,60158,70313,81544,106520,30141,45640,47463,41844,25956,45213,23168,60198,92716,62558,.,.,.,31071,83644,71819,26680,40539,36449,50832,80264,90532,103402,65137,81370,90949,106909,31383,50202,41692,55898,30781,45100,27706,67186,97237,50547,6285,6285,.,31408,46902,49422,20467,40118,36698,41553,61023,70357,84784,50439,56371,70260,76509,28315,42485,50498,40014,21827,46250,20564,53650,86482,364797,177215,142,142,0,9217,2454,1823,8838,8228,6949,1279,5541,13874,8015,5859,42717,35332,327,7058,21839,13688,8151,18824,6110,12714,14926,28792,187582,386,386,0,442,1975,203,8117,4891,4624,267,7021,10265,7057,3208,40631,29942,161,10528,45607,22653,22954,18668,4255,14413,19874,29502
ACSSF,2016e1,dc,000,0113,0000009,55969,6272,6272,.,31089,69470,67287,23136,40420,36525,50187,65860,77436,100381,60158,70313,81544,106520,30141,45640,47463,41844,25956,45213,23168,60198,92716,62558,.,.,.,31071,83644,71819,26680,40539,36449,50832,80264,90532,103402,65137,81370,90949,106909,31383,50202,41692,55898,30781,45100,27706,67186,97237,50547,6285,6285,.,31408,46902,49422,20467,40118,36698,41553,61023,70357,84784,50439,56371,70260,76509,28315,42485,50498,40014,21827,46250,20564,53650,86482,364797,177215,142,142,0,9217,2454,1823,8838,8228,6949,1279,5541,13874,8015,5859,42717,35332,327,7058,21839,13688,8151,18824,6110,12714,14926,28792,187582,386,386,0,442,1975,203,8117,4891,4624,267,7021,10265,7057,3208,40631,29942,161,10528,45607,22653,22954,18668,4255,14413,19874,29502
ACSSF,2016e1,dc,000,0113,0000010,73049,.,.,.,61135,151166,.,51610,162959,.,.,62064,130378,173881,68495,87484,92216,.,12288,55828,42153,60679,17473,20958,9988,61570,111328,90729,.,.,.,62556,230265,.,65463,150469,.,.,69184,162250,240680,52390,101487,101803,.,37198,55794,21250,69653,26982,30043,26944,86783,135154,62142,.,.,.,.,71439,.,20268,.,.,.,47025,108498,129004,68571,69803,73792,.,8804,55945,54744,56235,15798,20927,4767,52050,110964,62425,29001,53,53,0,972,588,70,867,248,98,150,1129,2110,1419,691,7749,7432,0,317,5750,3537,2213,2187,1397,790,2129,5149,33424,288,288,0,87,329,0,529,88,88,0,1969,2163,1225,938,7985,6765,132,1088,8462,5599,2863,2542,797,1745,3959,5023
