ACSSF,2016e1,dc,000,0061,0000001,480158,45743,21136,8325,11624,425,136,626,24607,20671,2768,192,377,599,85248,47632,40586,4157,789,573,1527,37616,34876,1727,237,0,776,76292,48236,40904,3949,1312,614,1457,28056,26396,554,503,241,362,272875,231455,195333,13982,12688,5436,4016,41420,34732,2151,2539,1059,939,480158,45743,21136,8325,11624,1187,24607,20671,2768,1168,85248,47632,40586,4157,2889,37616,34876,1727,1013,76292,48236,40904,3949,3383,28056,26396,554,1106,272875,231455,195333,13982,22140,41420,34732,2151,4537
ACSSF,2016e1,dc,000,0061,0000002,480158,45743,21136,8325,11624,425,136,626,24607,20671,2768,192,377,599,85248,47632,40586,4157,789,573,1527,37616,34876,1727,237,0,776,76292,48236,40904,3949,1312,614,1457,28056,26396,554,503,241,362,272875,231455,195333,13982,12688,5436,4016,41420,34732,2151,2539,1059,939,480158,45743,21136,8325,11624,1187,24607,20671,2768,1168,85248,47632,40586,4157,2889,37616,34876,1727,1013,76292,48236,40904,3949,3383,28056,26396,554,1106,272875,231455,195333,13982,22140,41420,34732,2151,4537
ACSSF,2016e1,dc,000,0061,0000003,480158,45743,21136,8325,11624,425,136,626,24607,20671,2768,192,377,599,85248,47632,40586,4157,789,573,1527,37616,34876,1727,237,0,776,76292,48236,40904,3949,1312,614,1457,28056,26396,554,503,241,362,272875,231455,195333,13982,12688,5436,4016,41420,34732,2151,2539,1059,939,480158,45743,21136,8325,11624,1187,24607,20671,2768,1168,85248,47632,40586,4157,2889,37616,34876,1727,1013,76292,48236,40904,3949,3383,28056,26396,554,1106,272875,231455,195333,13982,22140,41420,34732,2151,4537
ACSSF,2016e1,dc,000,0061,0000004,480158,45743,21136,8325,11624,425,136,626,24607,20671,2768,192,377,599,85248,47632,40586,4157,789,573,1527,37616,34876,1727,237,0,776,76292,48236,40904,3949,1312,614,1457,28056,26396,554,503,241,362,272875,231455,195333,13982,12688,5436,4016,41420,34732,2151,2539,1059,939,480158,45743,21136,8325,11624,1187,24607,20671,2768,1168,85248,47632,40586,4157,2889,37616,34876,1727,1013,76292,48236,40904,3949,3383,28056,26396,554,1106,272875,231455,195333,13982,22140,41420,34732,2151,4537
ACSSF,2016e1,dc,000,0061,0000005,480158,45743,21136,8325,11624,425,136,626,24607,20671,2768,192,377,599,85248,47632,40586,4157,789,573,1527,37616,34876,1727,237,0,776,76292,48236,40904,3949,1312,614,1457,28056,26396,554,503,241,362,272875,231455,195333,13982,12688,5436,4016,41420,34732,2151,2539,1059,939,480158,45743,21136,8325,11624,1187,24607,20671,2768,1168,85248,47632,40586,4157,2889,37616,34876,1727,1013,76292,48236,40904,3949,3383,28056,26396,554,1106,272875,231455,195333,13982,22140,41420,34732,2151,4537
ACSSF,2016e1,dc,000,0061,0000006,480158,45743,21136,8325,11624,425,136,626,24607,20671,2768,192,377,599,85248,47632,40586,4157,789,573,1527,37616,34876,1727,237,0,776,76292,48236,40904,3949,1312,614,1457,28056,26396,554,503,241,362,272875,231455,195333,13982,12688,5436,4016,41420,34732,2151,2539,1059,939,480158,45743,21136,8325,11624,1187,24607,20671,2768,1168,85248,47632,40586,4157,2889,37616,34876,1727,1013,76292,48236,40904,3949,3383,28056,26396,554,1106,272875,231455,195333,13982,22140,41420,34732,2151,4537
ACSSF,2016e1,dc,000,0061,0000007,480158,45743,21136,8325,11624,425,136,626,24607,20671,2768,192,377,599,85248,47632,40586,4157,789,573,1527,37616,34876,1727,237,0,776,76292,48236,40904,3949,1312,614,1457,28056,26396,554,503,241,362,272875,231455,195333,13982,12688,5436,4016,41420,34732,2151,2539,1059,939,480158,45743,21136,8325,11624,1187,24607,20671,2768,1168,85248,47632,40586,4157,2889,37616,34876,1727,1013,76292,48236,40904,3949,3383,28056,26396,554,1106,272875,231455,195333,13982,22140,41420,34732,2151,4537
ACSSF,2016e1,dc,000,0061,0000008,480158,45743,21136,8325,11624,425,136,626,24607,20671,2768,192,377,599,85248,47632,40586,4157,789,573,1527,37616,34876,1727,237,0,776,76292,48236,40904,3949,1312,614,1457,28056,26396,554,503,241,362,272875,231455,195333,13982,12688,5436,4016,41420,34732,2151,2539,1059,939,480158,45743,21136,8325,11624,1187,24607,20671,2768,1168,85248,47632,40586,4157,2889,37616,34876,1727,1013,76292,48236,40904,3949,3383,28056,26396,554,1106,272875,231455,195333,13982,22140,41420,34732,2151,4537
ACSSF,2016e1,dc,000,0061,0000009,480158,45743,21136,8325,11624,425,136,626,24607,20671,2768,192,377,599,85248,47632,40586,4157,789,573,1527,37616,34876,1727,237,0,776,76292,48236,40904,3949,1312,614,1457,28056,26396,554,503,241,362,272875,231455,195333,13982,12688,5436,4016,41420,34732,2151,2539,1059,939,480158,45743,21136,8325,11624,1187,24607,20671,2768,1168,85248,47632,40586,4157,2889,37616,34876,1727,1013,76292,48236,40904,3949,3383,28056,26396,554,1106,272875,231455,195333,13982,22140,41420,34732,2151,4537
ACSSF,2016e1,dc,000,0061,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74164,2121,1470,265,1065,140,651,436,215,0,2416,1007,614,70,323,1409,1130,126,153,4908,2979,2473,261,245,1929,1553,52,324,64719,50595,41215,3054,6326,14124,11401,1110,1613
ACSSF,2016e1,dc,000,0061,0000011,95564,14324,9436,1677,7234,216,0,309,4888,2748,1871,26,0,243,16925,10117,6097,2746,0,239,1035,6808,5584,781,77,0,366,18599,12696,9159,2529,305,53,650,5903,5692,56,100,0,55,45716,40139,31568,3895,1994,897,1785,5577,4672,333,270,132,170,95564,14324,9436,1677,7234,525,4888,2748,1871,269,16925,10117,6097,2746,1274,6808,5584,781,443,18599,12696,9159,2529,1008,5903,5692,56,155,45716,40139,31568,3895,4676,5577,4672,333,572
ACSSF,2016e1,dc,000,0061,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89550,8165,2535,1632,787,116,5630,5329,164,137,14979,7259,6730,266,263,7720,7437,283,0,15398,8661,7864,241,556,6737,6566,0,171,51008,43608,39188,1715,2705,7400,6662,127,611
ACSSF,2016e1,dc,000,0061,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102590,14613,4946,3928,742,276,9667,9378,137,152,42049,24613,23745,747,121,17436,17205,0,231,28581,19296,18259,581,456,9285,8868,363,54,17347,14499,13031,748,720,2848,2420,110,318
ACSSF,2016e1,dc,000,0061,0000014,118290,6520,2749,823,1796,22,67,41,3771,2780,381,109,145,356,8879,4636,3400,328,640,0,268,4243,3520,537,67,0,119,8806,4604,3149,337,671,318,129,4202,3717,83,48,125,229,94085,82614,70331,4570,4836,2054,823,11471,9577,471,664,453,306,118290,6520,2749,823,1796,130,3771,2780,381,610,8879,4636,3400,328,908,4243,3520,537,186,8806,4604,3149,337,1118,4202,3717,83,402,94085,82614,70331,4570,7713,11471,9577,471,1423
ACSSF,2016e1,dc,000,0061,0000015,480158,45743,21136,8325,11624,425,136,626,24607,20671,2768,192,377,599,85248,47632,40586,4157,789,573,1527,37616,34876,1727,237,0,776,76292,48236,40904,3949,1312,614,1457,28056,26396,554,503,241,362,272875,231455,195333,13982,12688,5436,4016,41420,34732,2151,2539,1059,939,480158,45743,21136,8325,11624,1187,24607,20671,2768,1168,85248,47632,40586,4157,2889,37616,34876,1727,1013,76292,48236,40904,3949,3383,28056,26396,554,1106,272875,231455,195333,13982,22140,41420,34732,2151,4537
