ACSSF,2009m1,dc,000,0016,0000001,0,0,0,2412,1296,813,676,3605,529,2144,660,487,429,3608,296,1526,543,267,695,744,417,222,443,296,324,393,1578,823,965,296,908,0,0,1211,1549,478,980,368,1095,1881,366,1843,0,3763,1373,458,296,296,3520,611,368,477,0,0,0,0,0,0,2412,1296,813,676,3605,1526,1578,0,0,1211,1549,478,980,368,1095,1881,366,1843,0
ACSSF,2009m1,dc,000,0016,0000002,0,0,0,2412,1296,813,676,3605,529,2144,660,487,429,3608,296,1526,543,267,695,744,417,222,443,296,324,393,1578,823,965,296,908,0,0,1211,1549,478,980,368,1095,1881,366,1843,0,3763,1373,458,296,296,3520,611,368,477,0,0,0,0,0,0,2412,1296,813,676,3605,1526,1578,0,0,1211,1549,478,980,368,1095,1881,366,1843,0
ACSSF,2009m1,dc,000,0016,0000003,0,0,0,2412,1296,813,676,3605,529,2144,660,487,429,3608,296,1526,543,267,695,744,417,222,443,296,324,393,1578,823,965,296,908,0,0,1211,1549,478,980,368,1095,1881,366,1843,0,3763,1373,458,296,296,3520,611,368,477,0,0,0,0,0,0,2412,1296,813,676,3605,1526,1578,0,0,1211,1549,478,980,368,1095,1881,366,1843,0
ACSSF,2009m1,dc,000,0016,0000004,0,0,0,2412,1296,813,676,3605,529,2144,660,487,429,3608,296,1526,543,267,695,744,417,222,443,296,324,393,1578,823,965,296,908,0,0,1211,1549,478,980,368,1095,1881,366,1843,0,3763,1373,458,296,296,3520,611,368,477,0,0,0,0,0,0,2412,1296,813,676,3605,1526,1578,0,0,1211,1549,478,980,368,1095,1881,366,1843,0
ACSSF,2009m1,dc,000,0016,0000005,0,0,0,2412,1296,813,676,3605,529,2144,660,487,429,3608,296,1526,543,267,695,744,417,222,443,296,324,393,1578,823,965,296,908,0,0,1211,1549,478,980,368,1095,1881,366,1843,0,3763,1373,458,296,296,3520,611,368,477,0,0,0,0,0,0,2412,1296,813,676,3605,1526,1578,0,0,1211,1549,478,980,368,1095,1881,366,1843,0
ACSSF,2009m1,dc,000,0016,0000006,0,0,0,2412,1296,813,676,3605,529,2144,660,487,429,3608,296,1526,543,267,695,744,417,222,443,296,324,393,1578,823,965,296,908,0,0,1211,1549,478,980,368,1095,1881,366,1843,0,3763,1373,458,296,296,3520,611,368,477,0,0,0,0,0,0,2412,1296,813,676,3605,1526,1578,0,0,1211,1549,478,980,368,1095,1881,366,1843,0
ACSSF,2009m1,dc,000,0016,0000007,0,0,0,2412,1296,813,676,3605,529,2144,660,487,429,3608,296,1526,543,267,695,744,417,222,443,296,324,393,1578,823,965,296,908,0,0,1211,1549,478,980,368,1095,1881,366,1843,0,3763,1373,458,296,296,3520,611,368,477,0,0,0,0,0,0,2412,1296,813,676,3605,1526,1578,0,0,1211,1549,478,980,368,1095,1881,366,1843,0
ACSSF,2009m1,dc,000,0016,0000008,0,0,0,2412,1296,813,676,3605,529,2144,660,487,429,3608,296,1526,543,267,695,744,417,222,443,296,324,393,1578,823,965,296,908,0,0,1211,1549,478,980,368,1095,1881,366,1843,0,3763,1373,458,296,296,3520,611,368,477,0,0,0,0,0,0,2412,1296,813,676,3605,1526,1578,0,0,1211,1549,478,980,368,1095,1881,366,1843,0
ACSSF,2009m1,dc,000,0016,0000009,0,0,0,2412,1296,813,676,3605,529,2144,660,487,429,3608,296,1526,543,267,695,744,417,222,443,296,324,393,1578,823,965,296,908,0,0,1211,1549,478,980,368,1095,1881,366,1843,0,3763,1373,458,296,296,3520,611,368,477,0,0,0,0,0,0,2412,1296,813,676,3605,1526,1578,0,0,1211,1549,478,980,368,1095,1881,366,1843,0
ACSSF,2009m1,dc,000,0016,0000010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5409,4823,1821,5409,4823,1821,710,536,22,296,971,1015,1077,5409,4823,3905,1751,601,1214,137,296,1420,296,1420,1821
