ACSSF,2009m1,dc,000,0032,0000001,1486,8993,9040,7124,8976,9162,5047,1406,5096,296,296,296,3798,1456,3578,2237,869,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,576,305,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,5403,296,3993,296,3993,296,3993,1669,698,3266,1181,2208,168,296,2226,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,3993,296,3993,296,3993,2208,168,2226
ACSSF,2009m1,dc,000,0032,0000002,1486,8993,9040,7124,8976,9162,5047,1406,5096,296,296,296,3798,1456,3578,2237,869,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,576,305,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,5403,296,3993,296,3993,296,3993,1669,698,3266,1181,2208,168,296,2226,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,3993,296,3993,296,3993,2208,168,2226
ACSSF,2009m1,dc,000,0032,0000003,1486,8993,9040,7124,8976,9162,5047,1406,5096,296,296,296,3798,1456,3578,2237,869,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,576,305,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,5403,296,3993,296,3993,296,3993,1669,698,3266,1181,2208,168,296,2226,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,3993,296,3993,296,3993,2208,168,2226
ACSSF,2009m1,dc,000,0032,0000004,1486,8993,9040,7124,8976,9162,5047,1406,5096,296,296,296,3798,1456,3578,2237,869,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,576,305,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,5403,296,3993,296,3993,296,3993,1669,698,3266,1181,2208,168,296,2226,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,3993,296,3993,296,3993,2208,168,2226
ACSSF,2009m1,dc,000,0032,0000005,1486,8993,9040,7124,8976,9162,5047,1406,5096,296,296,296,3798,1456,3578,2237,869,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,576,305,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,5403,296,3993,296,3993,296,3993,1669,698,3266,1181,2208,168,296,2226,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,3993,296,3993,296,3993,2208,168,2226
ACSSF,2009m1,dc,000,0032,0000006,1486,8993,9040,7124,8976,9162,5047,1406,5096,296,296,296,3798,1456,3578,2237,869,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,576,305,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,5403,296,3993,296,3993,296,3993,1669,698,3266,1181,2208,168,296,2226,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,3993,296,3993,296,3993,2208,168,2226
ACSSF,2009m1,dc,000,0032,0000007,1486,8993,9040,7124,8976,9162,5047,1406,5096,296,296,296,3798,1456,3578,2237,869,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,576,305,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,5403,296,3993,296,3993,296,3993,1669,698,3266,1181,2208,168,296,2226,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,3993,296,3993,296,3993,2208,168,2226
ACSSF,2009m1,dc,000,0032,0000008,1486,8993,9040,7124,8976,9162,5047,1406,5096,296,296,296,3798,1456,3578,2237,869,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,576,305,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,5403,296,3993,296,3993,296,3993,1669,698,3266,1181,2208,168,296,2226,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,3993,296,3993,296,3993,2208,168,2226
ACSSF,2009m1,dc,000,0032,0000009,1486,8993,9040,7124,8976,9162,5047,1406,5096,296,296,296,3798,1456,3578,2237,869,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,576,305,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,5403,296,3993,296,3993,296,3993,1669,698,3266,1181,2208,168,296,2226,1486,7400,7104,6188,5419,2532,2713,1808,2281,688,268,2208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1486,7400,7104,5403,3993,296,3993,296,3993,2208,168,2226
ACSSF,2009m1,dc,000,0032,0000010,5250,5052,3648,5216,5110,3271,1361,478,1252,296,296,296,1335,653,1264,755,261,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5368,5339,2146,1828,1402,933,1101,894,674,221,296,221,96,752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5368,5339,2146,1357,1357,296,1366,296,1366,296,1366,593,329,1196,316,752,296,296,752,5368,5339,2146,1828,1402,933,1101,894,674,221,96,752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5368,5339,2146,1357,1366,296,1366,296,1366,752,296,752
