ACSSF,2009m1,dc,000,0108,0000001,4025,3977,2628,2292,646,826,508,345,123,2023,1748,1357,1251,691,1014,3090,999,752,650,402,234,238,134,1084,677,932,269,1311,1301,133,1466,1264,232,887,1860,811,1234,1101,477,206,474,1040,1325,679,681,1070,1217,1038,586,583,416,594,751,3213,941,813,296,561,1330,441,668,1004,1575,1179,537,563,447,1264,1192,564,408,701,846,3424,1966,1079,979,519,1277,2875,228,364,428,889,654,915,1840,1311,118,296,118,324,291,296,209,92,296,296,176,296,296,296,179,296,179,934,412,296,276,296,106,120,296,296,246,863,78,296,296,749,76,260,296,276,276,296
ACSSF,2009m1,dc,000,0108,0000002,4025,3977,2628,2292,646,826,508,345,123,2023,1748,1357,1251,691,1014,3090,999,752,650,402,234,238,134,1084,677,932,269,1311,1301,133,1466,1264,232,887,1860,811,1234,1101,477,206,474,1040,1325,679,681,1070,1217,1038,586,583,416,594,751,3213,941,813,296,561,1330,441,668,1004,1575,1179,537,563,447,1264,1192,564,408,701,846,3424,1966,1079,979,519,1277,2875,228,364,428,889,654,915,1840,1311,118,296,118,324,291,296,209,92,296,296,176,296,296,296,179,296,179,934,412,296,276,296,106,120,296,296,246,863,78,296,296,749,76,260,296,276,276,296
ACSSF,2009m1,dc,000,0108,0000003,4025,3977,2628,2292,646,826,508,345,123,2023,1748,1357,1251,691,1014,3090,999,752,650,402,234,238,134,1084,677,932,269,1311,1301,133,1466,1264,232,887,1860,811,1234,1101,477,206,474,1040,1325,679,681,1070,1217,1038,586,583,416,594,751,3213,941,813,296,561,1330,441,668,1004,1575,1179,537,563,447,1264,1192,564,408,701,846,3424,1966,1079,979,519,1277,2875,228,364,428,889,654,915,1840,1311,118,296,118,324,291,296,209,92,296,296,176,296,296,296,179,296,179,934,412,296,276,296,106,120,296,296,246,863,78,296,296,749,76,260,296,276,276,296
ACSSF,2009m1,dc,000,0108,0000004,4025,3977,2628,2292,646,826,508,345,123,2023,1748,1357,1251,691,1014,3090,999,752,650,402,234,238,134,1084,677,932,269,1311,1301,133,1466,1264,232,887,1860,811,1234,1101,477,206,474,1040,1325,679,681,1070,1217,1038,586,583,416,594,751,3213,941,813,296,561,1330,441,668,1004,1575,1179,537,563,447,1264,1192,564,408,701,846,3424,1966,1079,979,519,1277,2875,228,364,428,889,654,915,1840,1311,118,296,118,324,291,296,209,92,296,296,176,296,296,296,179,296,179,934,412,296,276,296,106,120,296,296,246,863,78,296,296,749,76,260,296,276,276,296
ACSSF,2009m1,dc,000,0108,0000005,4025,3977,2628,2292,646,826,508,345,123,2023,1748,1357,1251,691,1014,3090,999,752,650,402,234,238,134,1084,677,932,269,1311,1301,133,1466,1264,232,887,1860,811,1234,1101,477,206,474,1040,1325,679,681,1070,1217,1038,586,583,416,594,751,3213,941,813,296,561,1330,441,668,1004,1575,1179,537,563,447,1264,1192,564,408,701,846,3424,1966,1079,979,519,1277,2875,228,364,428,889,654,915,1840,1311,118,296,118,324,291,296,209,92,296,296,176,296,296,296,179,296,179,934,412,296,276,296,106,120,296,296,246,863,78,296,296,749,76,260,296,276,276,296
ACSSF,2009m1,dc,000,0108,0000006,4025,3977,2628,2292,646,826,508,345,123,2023,1748,1357,1251,691,1014,3090,999,752,650,402,234,238,134,1084,677,932,269,1311,1301,133,1466,1264,232,887,1860,811,1234,1101,477,206,474,1040,1325,679,681,1070,1217,1038,586,583,416,594,751,3213,941,813,296,561,1330,441,668,1004,1575,1179,537,563,447,1264,1192,564,408,701,846,3424,1966,1079,979,519,1277,2875,228,364,428,889,654,915,1840,1311,118,296,118,324,291,296,209,92,296,296,176,296,296,296,179,296,179,934,412,296,276,296,106,120,296,296,246,863,78,296,296,749,76,260,296,276,276,296
ACSSF,2009m1,dc,000,0108,0000007,4025,3977,2628,2292,646,826,508,345,123,2023,1748,1357,1251,691,1014,3090,999,752,650,402,234,238,134,1084,677,932,269,1311,1301,133,1466,1264,232,887,1860,811,1234,1101,477,206,474,1040,1325,679,681,1070,1217,1038,586,583,416,594,751,3213,941,813,296,561,1330,441,668,1004,1575,1179,537,563,447,1264,1192,564,408,701,846,3424,1966,1079,979,519,1277,2875,228,364,428,889,654,915,1840,1311,118,296,118,324,291,296,209,92,296,296,176,296,296,296,179,296,179,934,412,296,276,296,106,120,296,296,246,863,78,296,296,749,76,260,296,276,276,296
ACSSF,2009m1,dc,000,0108,0000008,4025,3977,2628,2292,646,826,508,345,123,2023,1748,1357,1251,691,1014,3090,999,752,650,402,234,238,134,1084,677,932,269,1311,1301,133,1466,1264,232,887,1860,811,1234,1101,477,206,474,1040,1325,679,681,1070,1217,1038,586,583,416,594,751,3213,941,813,296,561,1330,441,668,1004,1575,1179,537,563,447,1264,1192,564,408,701,846,3424,1966,1079,979,519,1277,2875,228,364,428,889,654,915,1840,1311,118,296,118,324,291,296,209,92,296,296,176,296,296,296,179,296,179,934,412,296,276,296,106,120,296,296,246,863,78,296,296,749,76,260,296,276,276,296
ACSSF,2009m1,dc,000,0108,0000009,4025,3977,2628,2292,646,826,508,345,123,2023,1748,1357,1251,691,1014,3090,999,752,650,402,234,238,134,1084,677,932,269,1311,1301,133,1466,1264,232,887,1860,811,1234,1101,477,206,474,1040,1325,679,681,1070,1217,1038,586,583,416,594,751,3213,941,813,296,561,1330,441,668,1004,1575,1179,537,563,447,1264,1192,564,408,701,846,3424,1966,1079,979,519,1277,2875,228,364,428,889,654,915,1840,1311,118,296,118,324,291,296,209,92,296,296,176,296,296,296,179,296,179,934,412,296,276,296,106,120,296,296,246,863,78,296,296,749,76,260,296,276,276,296
ACSSF,2009m1,dc,000,0108,0000010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
