ACSSF,2009m1,dc,000,0048,0000001,3172,4490,3058,2470,2116,1172,658,971,4073,4123,2000,812,529,228,212,296,3172,1203,3019,3172,4490,3058,2470,2116,1575,4073,4123,2000,812,529,300
ACSSF,2009m1,dc,000,0048,0000002,3172,4490,3058,2470,2116,1172,658,971,4073,4123,2000,812,529,228,212,296,,,,3172,4490,3058,2470,2116,1575,4073,4123,2000,812,529,300
ACSSF,2009m1,dc,000,0048,0000003,3172,4490,3058,2470,2116,1172,658,971,4073,4123,2000,812,529,228,212,296,,,,3172,4490,3058,2470,2116,1575,4073,4123,2000,812,529,300
ACSSF,2009m1,dc,000,0048,0000004,3172,4490,3058,2470,2116,1172,658,971,4073,4123,2000,812,529,228,212,296,,,,3172,4490,3058,2470,2116,1575,4073,4123,2000,812,529,300
ACSSF,2009m1,dc,000,0048,0000005,3172,4490,3058,2470,2116,1172,658,971,4073,4123,2000,812,529,228,212,296,,,,3172,4490,3058,2470,2116,1575,4073,4123,2000,812,529,300
ACSSF,2009m1,dc,000,0048,0000006,3172,4490,3058,2470,2116,1172,658,971,4073,4123,2000,812,529,228,212,296,,,,3172,4490,3058,2470,2116,1575,4073,4123,2000,812,529,300
ACSSF,2009m1,dc,000,0048,0000007,3172,4490,3058,2470,2116,1172,658,971,4073,4123,2000,812,529,228,212,296,,,,3172,4490,3058,2470,2116,1575,4073,4123,2000,812,529,300
ACSSF,2009m1,dc,000,0048,0000008,3172,4490,3058,2470,2116,1172,658,971,4073,4123,2000,812,529,228,212,296,,,,3172,4490,3058,2470,2116,1575,4073,4123,2000,812,529,300
ACSSF,2009m1,dc,000,0048,0000009,3172,4490,3058,2470,2116,1172,658,971,4073,4123,2000,812,529,228,212,296,,,,3172,4490,3058,2470,2116,1575,4073,4123,2000,812,529,300
ACSSF,2009m1,dc,000,0048,0000010,2344,1482,1275,919,989,350,209,110,2341,2353,885,283,173,296,296,296,,,,2344,1482,1275,919,989,442,2341,2353,885,283,173,296
ACSSF,2009m1,dc,000,0048,0000011,2355,1817,1384,1030,799,414,191,545,1997,2025,782,413,287,47,173,296,,,,2355,1817,1384,1030,799,720,1997,2025,782,413,287,180
ACSSF,2009m1,dc,000,0048,0000012,2594,2124,1536,1288,858,485,343,482,2295,2048,905,194,358,104,296,296,,,,2594,2124,1536,1288,858,760,2295,2048,905,194,358,104
ACSSF,2009m1,dc,000,0048,0000013,2767,2483,1793,1343,1485,800,482,521,1815,1846,656,269,296,296,296,296,,,,2767,2483,1793,1343,1485,1027,1815,1846,656,269,296,296
ACSSF,2009m1,dc,000,0048,0000014,2674,1885,1355,762,669,233,114,404,2511,2542,1162,440,242,192,121,296,,,,2674,1885,1355,762,669,474,2511,2542,1162,440,242,223
ACSSF,2009m1,dc,000,0048,0000015,3172,4490,3058,2470,2116,1172,658,971,4073,4123,2000,812,529,228,212,296,,,,3172,4490,3058,2470,2116,1575,4073,4123,2000,812,529,300
