ACSSF,2009m1,dc,000,0055,0000001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1161,1955,817,536,771,738,445,445,545,394,630,519,304,402,444,331,1640,1599,1782,593,1528,395,502,393,422,564,423,385,515,337,297,512,473,605,856,794,712,1751,1676,1085,705,407,385,801,1196,1161,1955,999,881,590,1649,1782,593,1528,618,603,815,1109,1751
ACSSF,2009m1,dc,000,0055,0000002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1161,1955,817,536,771,738,445,445,545,394,630,519,304,402,444,331,1640,1599,1782,593,1528,395,502,393,422,564,423,385,515,337,297,512,473,605,856,794,712,1751,1676,1085,705,407,385,801,1196,1161,1955,999,881,590,1649,1782,593,1528,618,603,815,1109,1751
ACSSF,2009m1,dc,000,0055,0000003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1161,1955,817,536,771,738,445,445,545,394,630,519,304,402,444,331,1640,1599,1782,593,1528,395,502,393,422,564,423,385,515,337,297,512,473,605,856,794,712,1751,1676,1085,705,407,385,801,1196,1161,1955,999,881,590,1649,1782,593,1528,618,603,815,1109,1751
ACSSF,2009m1,dc,000,0055,0000004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1161,1955,817,536,771,738,445,445,545,394,630,519,304,402,444,331,1640,1599,1782,593,1528,395,502,393,422,564,423,385,515,337,297,512,473,605,856,794,712,1751,1676,1085,705,407,385,801,1196,1161,1955,999,881,590,1649,1782,593,1528,618,603,815,1109,1751
ACSSF,2009m1,dc,000,0055,0000005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1161,1955,817,536,771,738,445,445,545,394,630,519,304,402,444,331,1640,1599,1782,593,1528,395,502,393,422,564,423,385,515,337,297,512,473,605,856,794,712,1751,1676,1085,705,407,385,801,1196,1161,1955,999,881,590,1649,1782,593,1528,618,603,815,1109,1751
ACSSF,2009m1,dc,000,0055,0000006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1161,1955,817,536,771,738,445,445,545,394,630,519,304,402,444,331,1640,1599,1782,593,1528,395,502,393,422,564,423,385,515,337,297,512,473,605,856,794,712,1751,1676,1085,705,407,385,801,1196,1161,1955,999,881,590,1649,1782,593,1528,618,603,815,1109,1751
ACSSF,2009m1,dc,000,0055,0000007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1161,1955,817,536,771,738,445,445,545,394,630,519,304,402,444,331,1640,1599,1782,593,1528,395,502,393,422,564,423,385,515,337,297,512,473,605,856,794,712,1751,1676,1085,705,407,385,801,1196,1161,1955,999,881,590,1649,1782,593,1528,618,603,815,1109,1751
ACSSF,2009m1,dc,000,0055,0000008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1161,1955,817,536,771,738,445,445,545,394,630,519,304,402,444,331,1640,1599,1782,593,1528,395,502,393,422,564,423,385,515,337,297,512,473,605,856,794,712,1751,1676,1085,705,407,385,801,1196,1161,1955,999,881,590,1649,1782,593,1528,618,603,815,1109,1751
ACSSF,2009m1,dc,000,0055,0000009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1161,1955,817,536,771,738,445,445,545,394,630,519,304,402,444,331,1640,1599,1782,593,1528,395,502,393,422,564,423,385,515,337,297,512,473,605,856,794,712,1751,1676,1085,705,407,385,801,1196,1161,1955,999,881,590,1649,1782,593,1528,618,603,815,1109,1751
ACSSF,2009m1,dc,000,0055,0000010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3680,2475,509,355,698,495,210,367,544,182,584,300,200,335,436,285,1583,898,2643,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3680,2475,657,1257,570,1663,2643,.,.,.,.,.,.,.
ACSSF,2009m1,dc,000,0055,0000011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3398,1599,337,316,278,314,283,364,394,418,235,296,265,412,452,630,598,457,2754,802,585,137,204,185,471,392,2766,1120,350,550,325,878,2423,3398,1599,395,1020,812,776,2754
ACSSF,2009m1,dc,000,0055,0000012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3644,1669,569,945,284,1272,2771,2630,1404,379,801,779,434,1526
ACSSF,2009m1,dc,000,0055,0000013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,639,510,137,300,118,247,286
ACSSF,2009m1,dc,000,0055,0000014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3621,1757,363,791,188,1497,2947,.,.,.,.,.,.,.
ACSSF,2009m1,dc,000,0055,0000015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1161,1955,817,536,771,738,445,445,545,394,630,519,304,402,444,331,1640,1599,1782,593,1528,395,502,393,422,564,423,385,515,337,297,512,473,605,856,794,712,1751,1676,1085,705,407,385,801,1196,1161,1955,999,881,590,1649,1782,593,1528,618,603,815,1109,1751
