ACSSF,2009m1,dc,000,0121,0000001,4949,224,1547,1255,1050,2244,1532,2018,2219,3987,3971,2829,2596,3897,5129,224,618,778,226,774,495,1717,1552,3195,3267,1264,1803,2822,4065,296,140,334,184,722,317,252,750,1453,1546,2270,1319,1585,4169,296,218,765,912,1887,763,860,1243,1631,1362,1035,834,1650,118,296,296,296,296,296,296,296,296,296,296,118,296,296,1481,296,1221,295,228,418,255,184,327,611,193,246,481,193,1746,296,210,363,160,445,1168,123,445,245,969,491,467,546
ACSSF,2009m1,dc,000,0121,0000002,4949,224,1547,1255,1050,2244,1532,2018,2219,3987,3971,2829,2596,3897,5129,224,618,778,226,774,495,1717,1552,3195,3267,1264,1803,2822,4065,296,140,334,184,722,317,252,750,1453,1546,2270,1319,1585,4169,296,218,765,912,1887,763,860,1243,1631,1362,1035,834,1650,118,296,296,296,296,296,296,296,296,296,296,118,296,296,1481,296,1221,295,228,418,255,184,327,611,193,246,481,193,1746,296,210,363,160,445,1168,123,445,245,969,491,467,546
ACSSF,2009m1,dc,000,0121,0000003,4949,224,1547,1255,1050,2244,1532,2018,2219,3987,3971,2829,2596,3897,5129,224,618,778,226,774,495,1717,1552,3195,3267,1264,1803,2822,4065,296,140,334,184,722,317,252,750,1453,1546,2270,1319,1585,4169,296,218,765,912,1887,763,860,1243,1631,1362,1035,834,1650,118,296,296,296,296,296,296,296,296,296,296,118,296,296,1481,296,1221,295,228,418,255,184,327,611,193,246,481,193,1746,296,210,363,160,445,1168,123,445,245,969,491,467,546
ACSSF,2009m1,dc,000,0121,0000004,4949,224,1547,1255,1050,2244,1532,2018,2219,3987,3971,2829,2596,3897,5129,224,618,778,226,774,495,1717,1552,3195,3267,1264,1803,2822,4065,296,140,334,184,722,317,252,750,1453,1546,2270,1319,1585,4169,296,218,765,912,1887,763,860,1243,1631,1362,1035,834,1650,118,296,296,296,296,296,296,296,296,296,296,118,296,296,1481,296,1221,295,228,418,255,184,327,611,193,246,481,193,1746,296,210,363,160,445,1168,123,445,245,969,491,467,546
ACSSF,2009m1,dc,000,0121,0000005,4949,224,1547,1255,1050,2244,1532,2018,2219,3987,3971,2829,2596,3897,5129,224,618,778,226,774,495,1717,1552,3195,3267,1264,1803,2822,4065,296,140,334,184,722,317,252,750,1453,1546,2270,1319,1585,4169,296,218,765,912,1887,763,860,1243,1631,1362,1035,834,1650,118,296,296,296,296,296,296,296,296,296,296,118,296,296,1481,296,1221,295,228,418,255,184,327,611,193,246,481,193,1746,296,210,363,160,445,1168,123,445,245,969,491,467,546
ACSSF,2009m1,dc,000,0121,0000006,4949,224,1547,1255,1050,2244,1532,2018,2219,3987,3971,2829,2596,3897,5129,224,618,778,226,774,495,1717,1552,3195,3267,1264,1803,2822,4065,296,140,334,184,722,317,252,750,1453,1546,2270,1319,1585,4169,296,218,765,912,1887,763,860,1243,1631,1362,1035,834,1650,118,296,296,296,296,296,296,296,296,296,296,118,296,296,1481,296,1221,295,228,418,255,184,327,611,193,246,481,193,1746,296,210,363,160,445,1168,123,445,245,969,491,467,546
ACSSF,2009m1,dc,000,0121,0000007,4949,224,1547,1255,1050,2244,1532,2018,2219,3987,3971,2829,2596,3897,5129,224,618,778,226,774,495,1717,1552,3195,3267,1264,1803,2822,4065,296,140,334,184,722,317,252,750,1453,1546,2270,1319,1585,4169,296,218,765,912,1887,763,860,1243,1631,1362,1035,834,1650,118,296,296,296,296,296,296,296,296,296,296,118,296,296,1481,296,1221,295,228,418,255,184,327,611,193,246,481,193,1746,296,210,363,160,445,1168,123,445,245,969,491,467,546
ACSSF,2009m1,dc,000,0121,0000008,4949,224,1547,1255,1050,2244,1532,2018,2219,3987,3971,2829,2596,3897,5129,224,618,778,226,774,495,1717,1552,3195,3267,1264,1803,2822,4065,296,140,334,184,722,317,252,750,1453,1546,2270,1319,1585,4169,296,218,765,912,1887,763,860,1243,1631,1362,1035,834,1650,118,296,296,296,296,296,296,296,296,296,296,118,296,296,1481,296,1221,295,228,418,255,184,327,611,193,246,481,193,1746,296,210,363,160,445,1168,123,445,245,969,491,467,546
ACSSF,2009m1,dc,000,0121,0000009,4949,224,1547,1255,1050,2244,1532,2018,2219,3987,3971,2829,2596,3897,5129,224,618,778,226,774,495,1717,1552,3195,3267,1264,1803,2822,4065,296,140,334,184,722,317,252,750,1453,1546,2270,1319,1585,4169,296,218,765,912,1887,763,860,1243,1631,1362,1035,834,1650,118,296,296,296,296,296,296,296,296,296,296,118,296,296,1481,296,1221,295,228,418,255,184,327,611,193,246,481,193,1746,296,210,363,160,445,1168,123,445,245,969,491,467,546
ACSSF,2009m1,dc,000,0121,0000010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
