ACSSF,2009m1,dc,000,0052,0000001,1120,3090,151,1905,2003,3158,1514,2162,2098,1120,1514,825,51,600,734,1313,415,1110,586,1835,2971,105,1820,1984,3386,1483,2330,2077,1448,822,782,216,1755,1717,2290,1109,1182,287,1161,1509,1871,2104,.,.,.,.,.,.,.,647,154,91,131,666,586,715,.,.,.,.,.,.,.,1417,515,179,428,1199,821,1002,1077,143,143,296,1062,287,1042,656,799,762,216,1144,1564,1890,397,534,394,360,648,1020,1096,1661,1514,825,1313,295,1234,2260,3034,3490,1444,3634,1120,1514,825,648,669,1313,1268,419,1835,2971,2642,1562,3386,3563,2110,1521,1514,825,129,216,791,1313,908,728,508,2206,2984,751,1273,2747,3541,3513,2586,3813,1495,1514,825,638,580,1313,793,899,2123,2971,2921,1176,3551,3770,3083,1120,1514,825,187,218,426,450,786,1313,502,900,540,159,216,1835,2971,874,1395,1364,1700,1772,3386,1957,2459,3320,2708,2483,1661,1514,825,1313,2260,3034,3490
ACSSF,2009m1,dc,000,0052,0000002,1120,3090,151,1905,2003,3158,1514,2162,2098,1120,1514,825,51,600,734,1313,415,1110,586,1835,2971,105,1820,1984,3386,1483,2330,2077,1448,822,782,216,1755,1717,2290,1109,1182,287,1161,1509,1871,2104,.,.,.,.,.,.,.,647,154,91,131,666,586,715,.,.,.,.,.,.,.,1417,515,179,428,1199,821,1002,1077,143,143,296,1062,287,1042,656,799,762,216,1144,1564,1890,397,534,394,360,648,1020,1096,1661,1514,825,1313,295,1234,2260,3034,3490,1444,3634,1120,1514,825,648,669,1313,1268,419,1835,2971,2642,1562,3386,3563,2110,1521,1514,825,129,216,791,1313,908,728,508,2206,2984,751,1273,2747,3541,3513,2586,3813,1495,1514,825,638,580,1313,793,899,2123,2971,2921,1176,3551,3770,3083,1120,1514,825,187,218,426,450,786,1313,502,900,540,159,216,1835,2971,874,1395,1364,1700,1772,3386,1957,2459,3320,2708,2483,1661,1514,825,1313,2260,3034,3490
ACSSF,2009m1,dc,000,0052,0000003,1120,3090,151,1905,2003,3158,1514,2162,2098,1120,1514,825,51,600,734,1313,415,1110,586,1835,2971,105,1820,1984,3386,1483,2330,2077,1448,822,782,216,1755,1717,2290,1109,1182,287,1161,1509,1871,2104,.,.,.,.,.,.,.,647,154,91,131,666,586,715,.,.,.,.,.,.,.,1417,515,179,428,1199,821,1002,1077,143,143,296,1062,287,1042,656,799,762,216,1144,1564,1890,397,534,394,360,648,1020,1096,1661,1514,825,1313,295,1234,2260,3034,3490,1444,3634,1120,1514,825,648,669,1313,1268,419,1835,2971,2642,1562,3386,3563,2110,1521,1514,825,129,216,791,1313,908,728,508,2206,2984,751,1273,2747,3541,3513,2586,3813,1495,1514,825,638,580,1313,793,899,2123,2971,2921,1176,3551,3770,3083,1120,1514,825,187,218,426,450,786,1313,502,900,540,159,216,1835,2971,874,1395,1364,1700,1772,3386,1957,2459,3320,2708,2483,1661,1514,825,1313,2260,3034,3490
ACSSF,2009m1,dc,000,0052,0000004,1120,3090,151,1905,2003,3158,1514,2162,2098,1120,1514,825,51,600,734,1313,415,1110,586,1835,2971,105,1820,1984,3386,1483,2330,2077,1448,822,782,216,1755,1717,2290,1109,1182,287,1161,1509,1871,2104,.,.,.,.,.,.,.,647,154,91,131,666,586,715,.,.,.,.,.,.,.,1417,515,179,428,1199,821,1002,1077,143,143,296,1062,287,1042,656,799,762,216,1144,1564,1890,397,534,394,360,648,1020,1096,1661,1514,825,1313,295,1234,2260,3034,3490,1444,3634,1120,1514,825,648,669,1313,1268,419,1835,2971,2642,1562,3386,3563,2110,1521,1514,825,129,216,791,1313,908,728,508,2206,2984,751,1273,2747,3541,3513,2586,3813,1495,1514,825,638,580,1313,793,899,2123,2971,2921,1176,3551,3770,3083,1120,1514,825,187,218,426,450,786,1313,502,900,540,159,216,1835,2971,874,1395,1364,1700,1772,3386,1957,2459,3320,2708,2483,1661,1514,825,1313,2260,3034,3490
ACSSF,2009m1,dc,000,0052,0000005,1120,3090,151,1905,2003,3158,1514,2162,2098,1120,1514,825,51,600,734,1313,415,1110,586,1835,2971,105,1820,1984,3386,1483,2330,2077,1448,822,782,216,1755,1717,2290,1109,1182,287,1161,1509,1871,2104,.,.,.,.,.,.,.,647,154,91,131,666,586,715,.,.,.,.,.,.,.,1417,515,179,428,1199,821,1002,1077,143,143,296,1062,287,1042,656,799,762,216,1144,1564,1890,397,534,394,360,648,1020,1096,1661,1514,825,1313,295,1234,2260,3034,3490,1444,3634,1120,1514,825,648,669,1313,1268,419,1835,2971,2642,1562,3386,3563,2110,1521,1514,825,129,216,791,1313,908,728,508,2206,2984,751,1273,2747,3541,3513,2586,3813,1495,1514,825,638,580,1313,793,899,2123,2971,2921,1176,3551,3770,3083,1120,1514,825,187,218,426,450,786,1313,502,900,540,159,216,1835,2971,874,1395,1364,1700,1772,3386,1957,2459,3320,2708,2483,1661,1514,825,1313,2260,3034,3490
ACSSF,2009m1,dc,000,0052,0000006,1120,3090,151,1905,2003,3158,1514,2162,2098,1120,1514,825,51,600,734,1313,415,1110,586,1835,2971,105,1820,1984,3386,1483,2330,2077,1448,822,782,216,1755,1717,2290,1109,1182,287,1161,1509,1871,2104,.,.,.,.,.,.,.,647,154,91,131,666,586,715,.,.,.,.,.,.,.,1417,515,179,428,1199,821,1002,1077,143,143,296,1062,287,1042,656,799,762,216,1144,1564,1890,397,534,394,360,648,1020,1096,1661,1514,825,1313,295,1234,2260,3034,3490,1444,3634,1120,1514,825,648,669,1313,1268,419,1835,2971,2642,1562,3386,3563,2110,1521,1514,825,129,216,791,1313,908,728,508,2206,2984,751,1273,2747,3541,3513,2586,3813,1495,1514,825,638,580,1313,793,899,2123,2971,2921,1176,3551,3770,3083,1120,1514,825,187,218,426,450,786,1313,502,900,540,159,216,1835,2971,874,1395,1364,1700,1772,3386,1957,2459,3320,2708,2483,1661,1514,825,1313,2260,3034,3490
ACSSF,2009m1,dc,000,0052,0000007,1120,3090,151,1905,2003,3158,1514,2162,2098,1120,1514,825,51,600,734,1313,415,1110,586,1835,2971,105,1820,1984,3386,1483,2330,2077,1448,822,782,216,1755,1717,2290,1109,1182,287,1161,1509,1871,2104,.,.,.,.,.,.,.,647,154,91,131,666,586,715,.,.,.,.,.,.,.,1417,515,179,428,1199,821,1002,1077,143,143,296,1062,287,1042,656,799,762,216,1144,1564,1890,397,534,394,360,648,1020,1096,1661,1514,825,1313,295,1234,2260,3034,3490,1444,3634,1120,1514,825,648,669,1313,1268,419,1835,2971,2642,1562,3386,3563,2110,1521,1514,825,129,216,791,1313,908,728,508,2206,2984,751,1273,2747,3541,3513,2586,3813,1495,1514,825,638,580,1313,793,899,2123,2971,2921,1176,3551,3770,3083,1120,1514,825,187,218,426,450,786,1313,502,900,540,159,216,1835,2971,874,1395,1364,1700,1772,3386,1957,2459,3320,2708,2483,1661,1514,825,1313,2260,3034,3490
ACSSF,2009m1,dc,000,0052,0000008,1120,3090,151,1905,2003,3158,1514,2162,2098,1120,1514,825,51,600,734,1313,415,1110,586,1835,2971,105,1820,1984,3386,1483,2330,2077,1448,822,782,216,1755,1717,2290,1109,1182,287,1161,1509,1871,2104,.,.,.,.,.,.,.,647,154,91,131,666,586,715,.,.,.,.,.,.,.,1417,515,179,428,1199,821,1002,1077,143,143,296,1062,287,1042,656,799,762,216,1144,1564,1890,397,534,394,360,648,1020,1096,1661,1514,825,1313,295,1234,2260,3034,3490,1444,3634,1120,1514,825,648,669,1313,1268,419,1835,2971,2642,1562,3386,3563,2110,1521,1514,825,129,216,791,1313,908,728,508,2206,2984,751,1273,2747,3541,3513,2586,3813,1495,1514,825,638,580,1313,793,899,2123,2971,2921,1176,3551,3770,3083,1120,1514,825,187,218,426,450,786,1313,502,900,540,159,216,1835,2971,874,1395,1364,1700,1772,3386,1957,2459,3320,2708,2483,1661,1514,825,1313,2260,3034,3490
ACSSF,2009m1,dc,000,0052,0000009,1120,3090,151,1905,2003,3158,1514,2162,2098,1120,1514,825,51,600,734,1313,415,1110,586,1835,2971,105,1820,1984,3386,1483,2330,2077,1448,822,782,216,1755,1717,2290,1109,1182,287,1161,1509,1871,2104,.,.,.,.,.,.,.,647,154,91,131,666,586,715,.,.,.,.,.,.,.,1417,515,179,428,1199,821,1002,1077,143,143,296,1062,287,1042,656,799,762,216,1144,1564,1890,397,534,394,360,648,1020,1096,1661,1514,825,1313,295,1234,2260,3034,3490,1444,3634,1120,1514,825,648,669,1313,1268,419,1835,2971,2642,1562,3386,3563,2110,1521,1514,825,129,216,791,1313,908,728,508,2206,2984,751,1273,2747,3541,3513,2586,3813,1495,1514,825,638,580,1313,793,899,2123,2971,2921,1176,3551,3770,3083,1120,1514,825,187,218,426,450,786,1313,502,900,540,159,216,1835,2971,874,1395,1364,1700,1772,3386,1957,2459,3320,2708,2483,1661,1514,825,1313,2260,3034,3490
ACSSF,2009m1,dc,000,0052,0000010,2497,1290,296,708,1196,2278,985,1951,1129,2497,770,736,296,181,707,132,296,45,131,2502,1156,296,715,1019,2290,985,1954,1145,2130,770,731,131,2170,1105,2005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1876,736,696,131,1972,1035,1814,.,.,.,.,.,.,.,2460,770,736,132,296,132,2493,1156,2335,581,2341,2497,770,736,611,459,132,131,45,2502,1156,1074,488,2290,1992,891,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2512,770,736,487,549,132,132,296,2512,1156,966,688,2284,1994,1212,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2460,770,736,132,2493,1156,2335
