ACSSF,2009m1,dc,000,0113,0000001,5503,3456,3006,2455,1766,1006,423,656,685,103,1534,1675,1355,951,716,594,2674,1272,1046,791,997,386,798,428,894,454,818,161,612,545,272,1531,1436,229,763,1185,654,729,605,419,139,334,736,1297,696,651,983,809,704,460,44,412,314,440,1942,444,350,242,212,1244,427,578,1042,1423,792,689,280,801,1049,443,252,125,154,298,1916,1359,305,623,477,1242,1476,68,66,575,511,248,594,347,932,296,296,296,1262,1101,132,411,540,556,364,237,506,194,296,620,526,399,1342,464,296,125,76,123,296,118,311,232,1242,131,118,575,468,614,622,175,734,713,214
ACSSF,2009m1,dc,000,0113,0000002,5503,3456,3006,2455,1766,1006,423,656,685,103,1534,1675,1355,951,716,594,2674,1272,1046,791,997,386,798,428,894,454,818,161,612,545,272,1531,1436,229,763,1185,654,729,605,419,139,334,736,1297,696,651,983,809,704,460,44,412,314,440,1942,444,350,242,212,1244,427,578,1042,1423,792,689,280,801,1049,443,252,125,154,298,1916,1359,305,623,477,1242,1476,68,66,575,511,248,594,347,932,296,296,296,1262,1101,132,411,540,556,364,237,506,194,296,620,526,399,1342,464,296,125,76,123,296,118,311,232,1242,131,118,575,468,614,622,175,734,713,214
ACSSF,2009m1,dc,000,0113,0000003,5503,3456,3006,2455,1766,1006,423,656,685,103,1534,1675,1355,951,716,594,2674,1272,1046,791,997,386,798,428,894,454,818,161,612,545,272,1531,1436,229,763,1185,654,729,605,419,139,334,736,1297,696,651,983,809,704,460,44,412,314,440,1942,444,350,242,212,1244,427,578,1042,1423,792,689,280,801,1049,443,252,125,154,298,1916,1359,305,623,477,1242,1476,68,66,575,511,248,594,347,932,296,296,296,1262,1101,132,411,540,556,364,237,506,194,296,620,526,399,1342,464,296,125,76,123,296,118,311,232,1242,131,118,575,468,614,622,175,734,713,214
ACSSF,2009m1,dc,000,0113,0000004,5503,3456,3006,2455,1766,1006,423,656,685,103,1534,1675,1355,951,716,594,2674,1272,1046,791,997,386,798,428,894,454,818,161,612,545,272,1531,1436,229,763,1185,654,729,605,419,139,334,736,1297,696,651,983,809,704,460,44,412,314,440,1942,444,350,242,212,1244,427,578,1042,1423,792,689,280,801,1049,443,252,125,154,298,1916,1359,305,623,477,1242,1476,68,66,575,511,248,594,347,932,296,296,296,1262,1101,132,411,540,556,364,237,506,194,296,620,526,399,1342,464,296,125,76,123,296,118,311,232,1242,131,118,575,468,614,622,175,734,713,214
ACSSF,2009m1,dc,000,0113,0000005,5503,3456,3006,2455,1766,1006,423,656,685,103,1534,1675,1355,951,716,594,2674,1272,1046,791,997,386,798,428,894,454,818,161,612,545,272,1531,1436,229,763,1185,654,729,605,419,139,334,736,1297,696,651,983,809,704,460,44,412,314,440,1942,444,350,242,212,1244,427,578,1042,1423,792,689,280,801,1049,443,252,125,154,298,1916,1359,305,623,477,1242,1476,68,66,575,511,248,594,347,932,296,296,296,1262,1101,132,411,540,556,364,237,506,194,296,620,526,399,1342,464,296,125,76,123,296,118,311,232,1242,131,118,575,468,614,622,175,734,713,214
ACSSF,2009m1,dc,000,0113,0000006,5503,3456,3006,2455,1766,1006,423,656,685,103,1534,1675,1355,951,716,594,2674,1272,1046,791,997,386,798,428,894,454,818,161,612,545,272,1531,1436,229,763,1185,654,729,605,419,139,334,736,1297,696,651,983,809,704,460,44,412,314,440,1942,444,350,242,212,1244,427,578,1042,1423,792,689,280,801,1049,443,252,125,154,298,1916,1359,305,623,477,1242,1476,68,66,575,511,248,594,347,932,296,296,296,1262,1101,132,411,540,556,364,237,506,194,296,620,526,399,1342,464,296,125,76,123,296,118,311,232,1242,131,118,575,468,614,622,175,734,713,214
ACSSF,2009m1,dc,000,0113,0000007,5503,3456,3006,2455,1766,1006,423,656,685,103,1534,1675,1355,951,716,594,2674,1272,1046,791,997,386,798,428,894,454,818,161,612,545,272,1531,1436,229,763,1185,654,729,605,419,139,334,736,1297,696,651,983,809,704,460,44,412,314,440,1942,444,350,242,212,1244,427,578,1042,1423,792,689,280,801,1049,443,252,125,154,298,1916,1359,305,623,477,1242,1476,68,66,575,511,248,594,347,932,296,296,296,1262,1101,132,411,540,556,364,237,506,194,296,620,526,399,1342,464,296,125,76,123,296,118,311,232,1242,131,118,575,468,614,622,175,734,713,214
ACSSF,2009m1,dc,000,0113,0000008,5503,3456,3006,2455,1766,1006,423,656,685,103,1534,1675,1355,951,716,594,2674,1272,1046,791,997,386,798,428,894,454,818,161,612,545,272,1531,1436,229,763,1185,654,729,605,419,139,334,736,1297,696,651,983,809,704,460,44,412,314,440,1942,444,350,242,212,1244,427,578,1042,1423,792,689,280,801,1049,443,252,125,154,298,1916,1359,305,623,477,1242,1476,68,66,575,511,248,594,347,932,296,296,296,1262,1101,132,411,540,556,364,237,506,194,296,620,526,399,1342,464,296,125,76,123,296,118,311,232,1242,131,118,575,468,614,622,175,734,713,214
ACSSF,2009m1,dc,000,0113,0000009,5503,3456,3006,2455,1766,1006,423,656,685,103,1534,1675,1355,951,716,594,2674,1272,1046,791,997,386,798,428,894,454,818,161,612,545,272,1531,1436,229,763,1185,654,729,605,419,139,334,736,1297,696,651,983,809,704,460,44,412,314,440,1942,444,350,242,212,1244,427,578,1042,1423,792,689,280,801,1049,443,252,125,154,298,1916,1359,305,623,477,1242,1476,68,66,575,511,248,594,347,932,296,296,296,1262,1101,132,411,540,556,364,237,506,194,296,620,526,399,1342,464,296,125,76,123,296,118,311,232,1242,131,118,575,468,614,622,175,734,713,214
ACSSF,2009m1,dc,000,0113,0000010,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
