ACSSF,2012e1,dc,000,0028,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,61992,0,53830,0,53830,0,53830,9465,4779,30550,9036,8758,0,0,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,53830,0,53830,0,53830,8758,0,8758,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,61992,0,53830,0,53830,0,53830,9465,4779,30550,9036,8758,0,0,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,53830,0,53830,0,53830,8758,0,8758,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,61992,0,53830,0,53830,0,53830,9465,4779,30550,9036,8758,0,0,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,53830,0,53830,0,53830,8758,0,8758,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,61992,0,53830,0,53830,0,53830,9465,4779,30550,9036,8758,0,0,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,53830,0,53830,0,53830,8758,0,8758,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,61992,0,53830,0,53830,0,53830,9465,4779,30550,9036,8758,0,0,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,53830,0,53830,0,53830,8758,0,8758,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,61992,0,53830,0,53830,0,53830,9465,4779,30550,9036,8758,0,0,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,53830,0,53830,0,53830,8758,0,8758,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,61992,0,53830,0,53830,0,53830,9465,4779,30550,9036,8758,0,0,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,53830,0,53830,0,53830,8758,0,8758,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,61992,0,53830,0,53830,0,53830,9465,4779,30550,9036,8758,0,0,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,53830,0,53830,0,53830,8758,0,8758,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,61992,0,53830,0,53830,0,53830,9465,4779,30550,9036,8758,0,0,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,53830,0,53830,0,53830,8758,0,8758,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107387,82149,23061,9673,9673,0,13388,0,13388,0,13388,3195,1892,5436,2865,2177,0,0,2177,,,,,,,,,,,,,,,,,,,,,,,,,,,107387,82149,23061,9673,13388,0,13388,0,13388,2177,0,2177,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121454,102327,18284,9457,9457,0,8827,0,8827,0,8827,1736,297,4624,2170,843,0,0,843,,,,,,,,,,,,,,,,,,,,,,,,,,,121454,102327,18284,9457,8827,0,8827,0,8827,843,0,843,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117553,95819,20372,11770,11770,0,8602,0,8602,0,8602,1071,469,5972,1090,1362,0,0,1362,,,,,,,,,,,,,,,,,,,,,,,,,,,117553,95819,20372,11770,8602,0,8602,0,8602,1362,0,1362,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135524,112729,22079,14220,7859,0,7859,0,7859,716,0,716,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142929,107243,32026,16872,16872,0,15154,0,15154,0,15154,2930,1877,7978,2369,3660,0,0,3660,,,,,,,,,,,,,,,,,,,,,,,,,,,142929,107243,32026,16872,15154,0,15154,0,15154,3660,0,3660,,,,,,,,,
ACSSF,2012e1,dc,000,0028,0000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,61992,0,53830,0,53830,0,53830,9465,4779,30550,9036,8758,0,0,8758,,,,,,,,,,,,,,,,,,,,,,,,,,,624847,500267,115822,61992,53830,0,53830,0,53830,8758,0,8758,,,,,,,,,
