ACSSF,2012e1,dc,000,0007,0000001,632323,0,143,0,10351,2792,335,0,0,829,298,579,0,321,430,638,0,555,638,51,61,1727,3195,299,0,388,0,109,1135,79,575,67,166,1784,4818,22434,108,7655,414,4422,1400,25569,0,1014,538,1065,132,1011,29830,665,16816,384,758,0,75,36,0,273,2999,0,7318,489,523,7071,741,3153,4514,180,0,470,61,82,18633,61,7299,196,56,111,2777,45,163,29,83,0,0,200,6636,977,3594,1106,583,1113,1522,6729,39,53,22,0,173,0,802,2892,1556,124,1068,0,47,330116,97109,632323,10351,2792,3195,575,166,1784,22434,7655,4422,1400,25569,1014,1065,29830,16816,758,2999,7318,489,7071,3153,4514,470,18633,3594,1106,1113,1522,6729,346677,97109
ACSSF,2012e1,dc,000,0007,0000002,632323,0,143,0,10351,2792,335,0,0,829,298,579,0,321,430,638,0,555,638,51,61,1727,3195,299,0,388,0,109,1135,79,575,67,166,1784,4818,22434,108,7655,414,4422,1400,25569,0,1014,538,1065,132,1011,29830,665,16816,384,758,0,75,36,0,273,2999,0,7318,489,523,7071,741,3153,4514,180,0,470,61,82,18633,61,7299,196,56,111,2777,45,163,29,83,0,0,200,6636,977,3594,1106,583,1113,1522,6729,39,53,22,0,173,0,802,2892,1556,124,1068,0,47,330116,97109,632323,10351,2792,3195,575,166,1784,22434,7655,4422,1400,25569,1014,1065,29830,16816,758,2999,7318,489,7071,3153,4514,470,18633,3594,1106,1113,1522,6729,346677,97109
ACSSF,2012e1,dc,000,0007,0000003,632323,0,143,0,10351,2792,335,0,0,829,298,579,0,321,430,638,0,555,638,51,61,1727,3195,299,0,388,0,109,1135,79,575,67,166,1784,4818,22434,108,7655,414,4422,1400,25569,0,1014,538,1065,132,1011,29830,665,16816,384,758,0,75,36,0,273,2999,0,7318,489,523,7071,741,3153,4514,180,0,470,61,82,18633,61,7299,196,56,111,2777,45,163,29,83,0,0,200,6636,977,3594,1106,583,1113,1522,6729,39,53,22,0,173,0,802,2892,1556,124,1068,0,47,330116,97109,632323,10351,2792,3195,575,166,1784,22434,7655,4422,1400,25569,1014,1065,29830,16816,758,2999,7318,489,7071,3153,4514,470,18633,3594,1106,1113,1522,6729,346677,97109
ACSSF,2012e1,dc,000,0007,0000004,632323,0,143,0,10351,2792,335,0,0,829,298,579,0,321,430,638,0,555,638,51,61,1727,3195,299,0,388,0,109,1135,79,575,67,166,1784,4818,22434,108,7655,414,4422,1400,25569,0,1014,538,1065,132,1011,29830,665,16816,384,758,0,75,36,0,273,2999,0,7318,489,523,7071,741,3153,4514,180,0,470,61,82,18633,61,7299,196,56,111,2777,45,163,29,83,0,0,200,6636,977,3594,1106,583,1113,1522,6729,39,53,22,0,173,0,802,2892,1556,124,1068,0,47,330116,97109,632323,10351,2792,3195,575,166,1784,22434,7655,4422,1400,25569,1014,1065,29830,16816,758,2999,7318,489,7071,3153,4514,470,18633,3594,1106,1113,1522,6729,346677,97109
ACSSF,2012e1,dc,000,0007,0000005,632323,0,143,0,10351,2792,335,0,0,829,298,579,0,321,430,638,0,555,638,51,61,1727,3195,299,0,388,0,109,1135,79,575,67,166,1784,4818,22434,108,7655,414,4422,1400,25569,0,1014,538,1065,132,1011,29830,665,16816,384,758,0,75,36,0,273,2999,0,7318,489,523,7071,741,3153,4514,180,0,470,61,82,18633,61,7299,196,56,111,2777,45,163,29,83,0,0,200,6636,977,3594,1106,583,1113,1522,6729,39,53,22,0,173,0,802,2892,1556,124,1068,0,47,330116,97109,632323,10351,2792,3195,575,166,1784,22434,7655,4422,1400,25569,1014,1065,29830,16816,758,2999,7318,489,7071,3153,4514,470,18633,3594,1106,1113,1522,6729,346677,97109
ACSSF,2012e1,dc,000,0007,0000006,632323,0,143,0,10351,2792,335,0,0,829,298,579,0,321,430,638,0,555,638,51,61,1727,3195,299,0,388,0,109,1135,79,575,67,166,1784,4818,22434,108,7655,414,4422,1400,25569,0,1014,538,1065,132,1011,29830,665,16816,384,758,0,75,36,0,273,2999,0,7318,489,523,7071,741,3153,4514,180,0,470,61,82,18633,61,7299,196,56,111,2777,45,163,29,83,0,0,200,6636,977,3594,1106,583,1113,1522,6729,39,53,22,0,173,0,802,2892,1556,124,1068,0,47,330116,97109,632323,10351,2792,3195,575,166,1784,22434,7655,4422,1400,25569,1014,1065,29830,16816,758,2999,7318,489,7071,3153,4514,470,18633,3594,1106,1113,1522,6729,346677,97109
ACSSF,2012e1,dc,000,0007,0000007,632323,0,143,0,10351,2792,335,0,0,829,298,579,0,321,430,638,0,555,638,51,61,1727,3195,299,0,388,0,109,1135,79,575,67,166,1784,4818,22434,108,7655,414,4422,1400,25569,0,1014,538,1065,132,1011,29830,665,16816,384,758,0,75,36,0,273,2999,0,7318,489,523,7071,741,3153,4514,180,0,470,61,82,18633,61,7299,196,56,111,2777,45,163,29,83,0,0,200,6636,977,3594,1106,583,1113,1522,6729,39,53,22,0,173,0,802,2892,1556,124,1068,0,47,330116,97109,632323,10351,2792,3195,575,166,1784,22434,7655,4422,1400,25569,1014,1065,29830,16816,758,2999,7318,489,7071,3153,4514,470,18633,3594,1106,1113,1522,6729,346677,97109
ACSSF,2012e1,dc,000,0007,0000008,632323,0,143,0,10351,2792,335,0,0,829,298,579,0,321,430,638,0,555,638,51,61,1727,3195,299,0,388,0,109,1135,79,575,67,166,1784,4818,22434,108,7655,414,4422,1400,25569,0,1014,538,1065,132,1011,29830,665,16816,384,758,0,75,36,0,273,2999,0,7318,489,523,7071,741,3153,4514,180,0,470,61,82,18633,61,7299,196,56,111,2777,45,163,29,83,0,0,200,6636,977,3594,1106,583,1113,1522,6729,39,53,22,0,173,0,802,2892,1556,124,1068,0,47,330116,97109,632323,10351,2792,3195,575,166,1784,22434,7655,4422,1400,25569,1014,1065,29830,16816,758,2999,7318,489,7071,3153,4514,470,18633,3594,1106,1113,1522,6729,346677,97109
ACSSF,2012e1,dc,000,0007,0000009,632323,0,143,0,10351,2792,335,0,0,829,298,579,0,321,430,638,0,555,638,51,61,1727,3195,299,0,388,0,109,1135,79,575,67,166,1784,4818,22434,108,7655,414,4422,1400,25569,0,1014,538,1065,132,1011,29830,665,16816,384,758,0,75,36,0,273,2999,0,7318,489,523,7071,741,3153,4514,180,0,470,61,82,18633,61,7299,196,56,111,2777,45,163,29,83,0,0,200,6636,977,3594,1106,583,1113,1522,6729,39,53,22,0,173,0,802,2892,1556,124,1068,0,47,330116,97109,632323,10351,2792,3195,575,166,1784,22434,7655,4422,1400,25569,1014,1065,29830,16816,758,2999,7318,489,7071,3153,4514,470,18633,3594,1106,1113,1522,6729,346677,97109
ACSSF,2012e1,dc,000,0007,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108726,3648,1072,1669,141,0,852,8330,2059,1427,656,9550,226,364,10804,6247,404,1502,2465,86,3775,959,1402,0,757,1996,420,373,380,559,35744,10859
