ACSSF,2012e1,dc,000,0018,0000001,101051,26138,3481,992,2175,314,22657,20871,1786,20369,4952,1564,3103,285,15417,12623,2794,54544,37061,25036,6567,5458,17483,14600,2883,90323,53975,36348,4499,8345,5886,5789,3294,2172,2790,3573,632323,542000,90323,,,,101051,46507,36050,10457,54544,39636,14908,90323,53975,36348,4499,23314,8535
ACSSF,2012e1,dc,000,0018,0000002,101051,26138,3481,992,2175,314,22657,20871,1786,20369,4952,1564,3103,285,15417,12623,2794,54544,37061,25036,6567,5458,17483,14600,2883,90323,53975,36348,4499,8345,5886,5789,3294,2172,2790,3573,632323,542000,90323,,,,101051,46507,36050,10457,54544,39636,14908,90323,53975,36348,4499,23314,8535
ACSSF,2012e1,dc,000,0018,0000003,101051,26138,3481,992,2175,314,22657,20871,1786,20369,4952,1564,3103,285,15417,12623,2794,54544,37061,25036,6567,5458,17483,14600,2883,90323,53975,36348,4499,8345,5886,5789,3294,2172,2790,3573,632323,542000,90323,,,,101051,46507,36050,10457,54544,39636,14908,90323,53975,36348,4499,23314,8535
ACSSF,2012e1,dc,000,0018,0000004,101051,26138,3481,992,2175,314,22657,20871,1786,20369,4952,1564,3103,285,15417,12623,2794,54544,37061,25036,6567,5458,17483,14600,2883,90323,53975,36348,4499,8345,5886,5789,3294,2172,2790,3573,632323,542000,90323,,,,101051,46507,36050,10457,54544,39636,14908,90323,53975,36348,4499,23314,8535
ACSSF,2012e1,dc,000,0018,0000005,101051,26138,3481,992,2175,314,22657,20871,1786,20369,4952,1564,3103,285,15417,12623,2794,54544,37061,25036,6567,5458,17483,14600,2883,90323,53975,36348,4499,8345,5886,5789,3294,2172,2790,3573,632323,542000,90323,,,,101051,46507,36050,10457,54544,39636,14908,90323,53975,36348,4499,23314,8535
ACSSF,2012e1,dc,000,0018,0000006,101051,26138,3481,992,2175,314,22657,20871,1786,20369,4952,1564,3103,285,15417,12623,2794,54544,37061,25036,6567,5458,17483,14600,2883,90323,53975,36348,4499,8345,5886,5789,3294,2172,2790,3573,632323,542000,90323,,,,101051,46507,36050,10457,54544,39636,14908,90323,53975,36348,4499,23314,8535
ACSSF,2012e1,dc,000,0018,0000007,101051,26138,3481,992,2175,314,22657,20871,1786,20369,4952,1564,3103,285,15417,12623,2794,54544,37061,25036,6567,5458,17483,14600,2883,90323,53975,36348,4499,8345,5886,5789,3294,2172,2790,3573,632323,542000,90323,,,,101051,46507,36050,10457,54544,39636,14908,90323,53975,36348,4499,23314,8535
ACSSF,2012e1,dc,000,0018,0000008,101051,26138,3481,992,2175,314,22657,20871,1786,20369,4952,1564,3103,285,15417,12623,2794,54544,37061,25036,6567,5458,17483,14600,2883,90323,53975,36348,4499,8345,5886,5789,3294,2172,2790,3573,632323,542000,90323,,,,101051,46507,36050,10457,54544,39636,14908,90323,53975,36348,4499,23314,8535
ACSSF,2012e1,dc,000,0018,0000009,101051,26138,3481,992,2175,314,22657,20871,1786,20369,4952,1564,3103,285,15417,12623,2794,54544,37061,25036,6567,5458,17483,14600,2883,90323,53975,36348,4499,8345,5886,5789,3294,2172,2790,3573,632323,542000,90323,,,,101051,46507,36050,10457,54544,39636,14908,90323,53975,36348,4499,23314,8535
ACSSF,2012e1,dc,000,0018,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,17667,9135,8532,700,2266,1211,980,643,376,756,1600,108726,91059,17667,,,,16504,192,192,0,16312,11455,4857,17667,9135,8532,700,5100,2732
ACSSF,2012e1,dc,000,0018,0000011,21281,5966,2142,350,1792,0,3824,2744,1080,4596,2531,143,2388,0,2065,1030,1035,10719,6553,4120,2001,432,4166,2668,1498,33045,19933,13112,2169,3726,2157,1836,1270,302,902,750,123326,90281,33045,,,,21281,10562,4267,6295,10719,6788,3931,33045,19933,13112,2169,8989,1954
ACSSF,2012e1,dc,000,0018,0000012,20431,3398,159,0,159,0,3239,2560,679,5113,262,0,0,262,4851,3853,998,11920,7189,5184,1126,879,4731,4567,164,9541,6339,3202,200,503,650,818,185,302,267,277,118671,109130,9541,,,,20431,8511,6413,2098,11920,9751,2169,9541,6339,3202,200,2156,846
ACSSF,2012e1,dc,000,0018,0000013,32849,15087,746,578,168,0,14341,14341,0,7785,1425,1264,138,23,6360,6313,47,9977,4408,3503,678,227,5569,4939,630,5038,3000,2038,31,598,208,240,302,199,376,84,137825,132787,5038,,,,32849,22872,22496,376,9977,8442,1535,5038,3000,2038,31,1348,659
ACSSF,2012e1,dc,000,0018,0000014,9986,1584,370,0,56,314,1214,1187,27,2786,734,157,577,0,2052,1338,714,5616,4094,2081,946,1067,1522,1119,403,25032,15568,9464,1399,1252,1660,1915,894,993,489,862,143775,118743,25032,,,,9986,4370,2682,1688,5616,3200,2416,25032,15568,9464,1399,5721,2344
ACSSF,2012e1,dc,000,0018,0000015,101051,26138,3481,992,2175,314,22657,20871,1786,20369,4952,1564,3103,285,15417,12623,2794,54544,37061,25036,6567,5458,17483,14600,2883,90323,53975,36348,4499,8345,5886,5789,3294,2172,2790,3573,632323,542000,90323,,,,101051,46507,36050,10457,54544,39636,14908,90323,53975,36348,4499,23314,8535
