ACSSF,2012e1,dc,000,0050,0000001,783989,99796,245070,270462,168661,341609,5943,94513,142265,98888,78798,3680,19140,33643,22335,287760,64725,102362,79528,41145,36107,16274,13099,4840,1894,25746,6070,9614,6964,3098,13969,3104,6342,3222,1301,796394,421132,342010,79122,52457,14444,6307,2419,3495,292860,88878,1586,180872,21448,76,2736,1280,16736,41068,5453,15129,781265,12175,12443,26842,37204,55576,78516,99488,109765,114872,128107,29970,11143,32253,32911,781265,4355,16503,29131,49721,78792,39375,134863,33509,56136,133774,144783,60323,796394,783989,99796,245070,270462,168661,341609,5943,94513,142265,98888,78798,3680,19140,33643,22335,287760,64725,102362,79528,41145,61853,22344,22713,11804,4992,13969,3104,6342,3222,1301,796394,421132,342010,79122,52457,14444,12221,292860,41068,26205,15129,781265,12175,12443,26842,37204,55576,78516,99488,109765,114872,234384,781265,20858,29131,49721,78792,39375,134863,89645,133774,205106
ACSSF,2012e1,dc,000,0050,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0050,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0050,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0050,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0050,0000006,783989,99796,245070,270462,168661,341609,5943,94513,142265,98888,78798,3680,19140,33643,22335,287760,64725,102362,79528,41145,36107,16274,13099,4840,1894,25746,6070,9614,6964,3098,13969,3104,6342,3222,1301,796394,421132,342010,79122,52457,14444,6307,2419,3495,292860,88878,1586,180872,21448,76,2736,1280,16736,41068,5453,15129,781265,12175,12443,26842,37204,55576,78516,99488,109765,114872,128107,29970,11143,32253,32911,781265,4355,16503,29131,49721,78792,39375,134863,33509,56136,133774,144783,60323,796394,783989,99796,245070,270462,168661,341609,5943,94513,142265,98888,78798,3680,19140,33643,22335,287760,64725,102362,79528,41145,61853,22344,22713,11804,4992,13969,3104,6342,3222,1301,796394,421132,342010,79122,52457,14444,12221,292860,41068,26205,15129,781265,12175,12443,26842,37204,55576,78516,99488,109765,114872,234384,781265,20858,29131,49721,78792,39375,134863,89645,133774,205106
ACSSF,2012e1,dc,000,0050,0000007,783989,99796,245070,270462,168661,341609,5943,94513,142265,98888,78798,3680,19140,33643,22335,287760,64725,102362,79528,41145,36107,16274,13099,4840,1894,25746,6070,9614,6964,3098,13969,3104,6342,3222,1301,796394,421132,342010,79122,52457,14444,6307,2419,3495,292860,88878,1586,180872,21448,76,2736,1280,16736,41068,5453,15129,781265,12175,12443,26842,37204,55576,78516,99488,109765,114872,128107,29970,11143,32253,32911,781265,4355,16503,29131,49721,78792,39375,134863,33509,56136,133774,144783,60323,796394,783989,99796,245070,270462,168661,341609,5943,94513,142265,98888,78798,3680,19140,33643,22335,287760,64725,102362,79528,41145,61853,22344,22713,11804,4992,13969,3104,6342,3222,1301,796394,421132,342010,79122,52457,14444,12221,292860,41068,26205,15129,781265,12175,12443,26842,37204,55576,78516,99488,109765,114872,234384,781265,20858,29131,49721,78792,39375,134863,89645,133774,205106
ACSSF,2012e1,dc,000,0050,0000008,783989,99796,245070,270462,168661,341609,5943,94513,142265,98888,78798,3680,19140,33643,22335,287760,64725,102362,79528,41145,36107,16274,13099,4840,1894,25746,6070,9614,6964,3098,13969,3104,6342,3222,1301,796394,421132,342010,79122,52457,14444,6307,2419,3495,292860,88878,1586,180872,21448,76,2736,1280,16736,41068,5453,15129,781265,12175,12443,26842,37204,55576,78516,99488,109765,114872,128107,29970,11143,32253,32911,781265,4355,16503,29131,49721,78792,39375,134863,33509,56136,133774,144783,60323,796394,783989,99796,245070,270462,168661,341609,5943,94513,142265,98888,78798,3680,19140,33643,22335,287760,64725,102362,79528,41145,61853,22344,22713,11804,4992,13969,3104,6342,3222,1301,796394,421132,342010,79122,52457,14444,12221,292860,41068,26205,15129,781265,12175,12443,26842,37204,55576,78516,99488,109765,114872,234384,781265,20858,29131,49721,78792,39375,134863,89645,133774,205106
ACSSF,2012e1,dc,000,0050,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2012e1,dc,000,0050,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
