ACSSF,2012e1,dc,000,0001,0000001,10169,4719
ACSSF,2012e1,dc,000,0001,0000002,10169,4719
ACSSF,2012e1,dc,000,0001,0000003,10169,4719
ACSSF,2012e1,dc,000,0001,0000004,10169,4719
ACSSF,2012e1,dc,000,0001,0000005,10169,4719
ACSSF,2012e1,dc,000,0001,0000006,10169,4719
ACSSF,2012e1,dc,000,0001,0000007,10169,4719
ACSSF,2012e1,dc,000,0001,0000008,10169,4719
ACSSF,2012e1,dc,000,0001,0000009,10169,4719
ACSSF,2012e1,dc,000,0001,0000010,1574,687
ACSSF,2012e1,dc,000,0001,0000011,2009,842
ACSSF,2012e1,dc,000,0001,0000012,2147,938
ACSSF,2012e1,dc,000,0001,0000013,2160,1062
ACSSF,2012e1,dc,000,0001,0000014,2279,1190
ACSSF,2012e1,dc,000,0001,0000015,10169,4719
