ACSSF,2012e1,dc,000,0103,0000001,44980,47490,66754,11526,41777,60116,11282,60404,70221,85407,20564,54595,67426,12054,31361,30977,45212,7103,31850,47826,11202,26495,45022,46825,4276,12313,34405,6542,52857,69219,85104,8226,43468,61639,9036,.,.,.,.,.,.,.,20832,17261,25751,15564,25132,34089,13090,40585,56573,81776,4915,27587,54383,6236,61528,73585,89897,18431,56045,69616,12181,26667,26913,35326,16474,26497,41042,12128,48645,25271,13542,0,13542,593,2219,2322,3307,1739,3362,11729,4277,7452,1916,2663,1092,815,305,661,23374,9584,0,9584,138,1272,1957,1831,1912,2474,13790,6893,6897,2650,2057,838,800,370,182
ACSSF,2012e1,dc,000,0103,0000002,44980,47490,66754,11526,41777,60116,11282,60404,70221,85407,20564,54595,67426,12054,31361,30977,45212,7103,31850,47826,11202,26495,45022,46825,4276,12313,34405,6542,52857,69219,85104,8226,43468,61639,9036,.,.,.,.,.,.,.,20832,17261,25751,15564,25132,34089,13090,40585,56573,81776,4915,27587,54383,6236,61528,73585,89897,18431,56045,69616,12181,26667,26913,35326,16474,26497,41042,12128,48645,25271,13542,0,13542,593,2219,2322,3307,1739,3362,11729,4277,7452,1916,2663,1092,815,305,661,23374,9584,0,9584,138,1272,1957,1831,1912,2474,13790,6893,6897,2650,2057,838,800,370,182
ACSSF,2012e1,dc,000,0103,0000003,44980,47490,66754,11526,41777,60116,11282,60404,70221,85407,20564,54595,67426,12054,31361,30977,45212,7103,31850,47826,11202,26495,45022,46825,4276,12313,34405,6542,52857,69219,85104,8226,43468,61639,9036,.,.,.,.,.,.,.,20832,17261,25751,15564,25132,34089,13090,40585,56573,81776,4915,27587,54383,6236,61528,73585,89897,18431,56045,69616,12181,26667,26913,35326,16474,26497,41042,12128,48645,25271,13542,0,13542,593,2219,2322,3307,1739,3362,11729,4277,7452,1916,2663,1092,815,305,661,23374,9584,0,9584,138,1272,1957,1831,1912,2474,13790,6893,6897,2650,2057,838,800,370,182
ACSSF,2012e1,dc,000,0103,0000004,44980,47490,66754,11526,41777,60116,11282,60404,70221,85407,20564,54595,67426,12054,31361,30977,45212,7103,31850,47826,11202,26495,45022,46825,4276,12313,34405,6542,52857,69219,85104,8226,43468,61639,9036,.,.,.,.,.,.,.,20832,17261,25751,15564,25132,34089,13090,40585,56573,81776,4915,27587,54383,6236,61528,73585,89897,18431,56045,69616,12181,26667,26913,35326,16474,26497,41042,12128,48645,25271,13542,0,13542,593,2219,2322,3307,1739,3362,11729,4277,7452,1916,2663,1092,815,305,661,23374,9584,0,9584,138,1272,1957,1831,1912,2474,13790,6893,6897,2650,2057,838,800,370,182
ACSSF,2012e1,dc,000,0103,0000005,44980,47490,66754,11526,41777,60116,11282,60404,70221,85407,20564,54595,67426,12054,31361,30977,45212,7103,31850,47826,11202,26495,45022,46825,4276,12313,34405,6542,52857,69219,85104,8226,43468,61639,9036,.,.,.,.,.,.,.,20832,17261,25751,15564,25132,34089,13090,40585,56573,81776,4915,27587,54383,6236,61528,73585,89897,18431,56045,69616,12181,26667,26913,35326,16474,26497,41042,12128,48645,25271,13542,0,13542,593,2219,2322,3307,1739,3362,11729,4277,7452,1916,2663,1092,815,305,661,23374,9584,0,9584,138,1272,1957,1831,1912,2474,13790,6893,6897,2650,2057,838,800,370,182
ACSSF,2012e1,dc,000,0103,0000006,44980,47490,66754,11526,41777,60116,11282,60404,70221,85407,20564,54595,67426,12054,31361,30977,45212,7103,31850,47826,11202,26495,45022,46825,4276,12313,34405,6542,52857,69219,85104,8226,43468,61639,9036,.,.,.,.,.,.,.,20832,17261,25751,15564,25132,34089,13090,40585,56573,81776,4915,27587,54383,6236,61528,73585,89897,18431,56045,69616,12181,26667,26913,35326,16474,26497,41042,12128,48645,25271,13542,0,13542,593,2219,2322,3307,1739,3362,11729,4277,7452,1916,2663,1092,815,305,661,23374,9584,0,9584,138,1272,1957,1831,1912,2474,13790,6893,6897,2650,2057,838,800,370,182
ACSSF,2012e1,dc,000,0103,0000007,44980,47490,66754,11526,41777,60116,11282,60404,70221,85407,20564,54595,67426,12054,31361,30977,45212,7103,31850,47826,11202,26495,45022,46825,4276,12313,34405,6542,52857,69219,85104,8226,43468,61639,9036,.,.,.,.,.,.,.,20832,17261,25751,15564,25132,34089,13090,40585,56573,81776,4915,27587,54383,6236,61528,73585,89897,18431,56045,69616,12181,26667,26913,35326,16474,26497,41042,12128,48645,25271,13542,0,13542,593,2219,2322,3307,1739,3362,11729,4277,7452,1916,2663,1092,815,305,661,23374,9584,0,9584,138,1272,1957,1831,1912,2474,13790,6893,6897,2650,2057,838,800,370,182
ACSSF,2012e1,dc,000,0103,0000008,44980,47490,66754,11526,41777,60116,11282,60404,70221,85407,20564,54595,67426,12054,31361,30977,45212,7103,31850,47826,11202,26495,45022,46825,4276,12313,34405,6542,52857,69219,85104,8226,43468,61639,9036,.,.,.,.,.,.,.,20832,17261,25751,15564,25132,34089,13090,40585,56573,81776,4915,27587,54383,6236,61528,73585,89897,18431,56045,69616,12181,26667,26913,35326,16474,26497,41042,12128,48645,25271,13542,0,13542,593,2219,2322,3307,1739,3362,11729,4277,7452,1916,2663,1092,815,305,661,23374,9584,0,9584,138,1272,1957,1831,1912,2474,13790,6893,6897,2650,2057,838,800,370,182
ACSSF,2012e1,dc,000,0103,0000009,44980,47490,66754,11526,41777,60116,11282,60404,70221,85407,20564,54595,67426,12054,31361,30977,45212,7103,31850,47826,11202,26495,45022,46825,4276,12313,34405,6542,52857,69219,85104,8226,43468,61639,9036,.,.,.,.,.,.,.,20832,17261,25751,15564,25132,34089,13090,40585,56573,81776,4915,27587,54383,6236,61528,73585,89897,18431,56045,69616,12181,26667,26913,35326,16474,26497,41042,12128,48645,25271,13542,0,13542,593,2219,2322,3307,1739,3362,11729,4277,7452,1916,2663,1092,815,305,661,23374,9584,0,9584,138,1272,1957,1831,1912,2474,13790,6893,6897,2650,2057,838,800,370,182
ACSSF,2012e1,dc,000,0103,0000010,60917,75791,101913,7426,56151,80097,9292,62488,85689,111875,10647,57468,80451,11689,57017,55512,57278,2499,62128,80959,4167,,,,,,,,31705,70754,100328,10971,22030,75451,7595,.,.,.,.,.,.,.,2499,2499,.,2499,.,.,.,7969,71905,91642,2499,5148,19455,3562,63901,87329,112372,7411,58352,80852,11285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
