ACSSF,2012e1,dc,000,0042,0000001,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,311014,3365,13561,24275,40295,50417,21448,62901,15717,15935,33629,21836,7635,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,311014,16926,24275,40295,50417,21448,62901,31652,33629,29471
ACSSF,2012e1,dc,000,0042,0000002,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,311014,3365,13561,24275,40295,50417,21448,62901,15717,15935,33629,21836,7635,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,311014,16926,24275,40295,50417,21448,62901,31652,33629,29471
ACSSF,2012e1,dc,000,0042,0000003,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,311014,3365,13561,24275,40295,50417,21448,62901,15717,15935,33629,21836,7635,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,311014,16926,24275,40295,50417,21448,62901,31652,33629,29471
ACSSF,2012e1,dc,000,0042,0000004,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,311014,3365,13561,24275,40295,50417,21448,62901,15717,15935,33629,21836,7635,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,311014,16926,24275,40295,50417,21448,62901,31652,33629,29471
ACSSF,2012e1,dc,000,0042,0000005,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,311014,3365,13561,24275,40295,50417,21448,62901,15717,15935,33629,21836,7635,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,311014,16926,24275,40295,50417,21448,62901,31652,33629,29471
ACSSF,2012e1,dc,000,0042,0000006,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,311014,3365,13561,24275,40295,50417,21448,62901,15717,15935,33629,21836,7635,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,311014,16926,24275,40295,50417,21448,62901,31652,33629,29471
ACSSF,2012e1,dc,000,0042,0000007,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,311014,3365,13561,24275,40295,50417,21448,62901,15717,15935,33629,21836,7635,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,311014,16926,24275,40295,50417,21448,62901,31652,33629,29471
ACSSF,2012e1,dc,000,0042,0000008,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,311014,3365,13561,24275,40295,50417,21448,62901,15717,15935,33629,21836,7635,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,311014,16926,24275,40295,50417,21448,62901,31652,33629,29471
ACSSF,2012e1,dc,000,0042,0000009,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,311014,3365,13561,24275,40295,50417,21448,62901,15717,15935,33629,21836,7635,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,311014,16926,24275,40295,50417,21448,62901,31652,33629,29471
ACSSF,2012e1,dc,000,0042,0000010,56117,242,448,436,1196,1894,5709,7599,13753,11955,7909,1432,479,1883,1182,56117,1326,1868,5438,6501,9463,3148,13296,3214,3843,5638,1597,785,56117,242,448,436,1196,1894,5709,7599,13753,11955,12885,56117,3194,5438,6501,9463,3148,13296,7057,5638,2382
ACSSF,2012e1,dc,000,0042,0000011,63644,1411,1641,2180,4255,4030,8150,8732,10053,6269,6589,2981,775,3653,2925,63644,370,1476,2368,6909,10761,4129,14881,2678,3718,7797,6911,1646,63644,1411,1641,2180,4255,4030,8150,8732,10053,6269,16923,63644,1846,2368,6909,10761,4129,14881,6396,7797,8557
ACSSF,2012e1,dc,000,0042,0000012,52671,890,963,1179,3525,3730,5329,6992,9991,6480,5631,1357,1116,3614,1874,52671,521,3026,3822,7305,9024,4694,9202,3050,2586,5043,3127,1271,52671,890,963,1179,3525,3730,5329,6992,9991,6480,13592,52671,3547,3822,7305,9024,4694,9202,5636,5043,4398
ACSSF,2012e1,dc,000,0042,0000013,44917,1700,2721,2497,4559,4614,6995,3541,4360,2345,2571,1819,825,3640,2730,44917,570,2510,1882,4306,5511,2701,8810,2161,2230,5636,6142,2458,44917,1700,2721,2497,4559,4614,6995,3541,4360,2345,11585,44917,3080,1882,4306,5511,2701,8810,4391,5636,8600
ACSSF,2012e1,dc,000,0042,0000014,93665,649,1108,2317,4320,3219,9211,12554,17879,18038,12212,3344,741,4258,3815,93665,578,4681,10765,15274,15658,6776,16712,4614,3558,9515,4059,1475,93665,649,1108,2317,4320,3219,9211,12554,17879,18038,24370,93665,5259,10765,15274,15658,6776,16712,8172,9515,5534
ACSSF,2012e1,dc,000,0042,0000015,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,34912,10933,3936,17048,12526,311014,3365,13561,24275,40295,50417,21448,62901,15717,15935,33629,21836,7635,311014,4892,6881,8609,17855,17487,35394,39418,56036,45087,79355,311014,16926,24275,40295,50417,21448,62901,31652,33629,29471
